	locus_name	symbol	full_name
486	AT1G04370	ATERF14	Ethylene-responsive element binding factor 14
487	AT1G04370	ERF14	Ethylene-responsive element binding factor 14
488	AT1G04370	ERF97	NULL
489	AT1G04393	ath-MIR5640	NULL
490	AT1G04400	AT-PHH1	NULL
491	AT1G04400	ATCRY2	NULL
492	AT1G04400	CRY2	cryptochrome 2
493	AT1G04400	FHA	NULL
494	AT1G04400	PHH1	NULL
495	AT1G04410	c-NAD-MDH1	cytosolic-NAD-dependent malate dehydrogenase 1
496	AT1G04423	ath-MIR5656	NULL
497	AT1G04440	CKL13	casein kinase like 13
498	AT1G04450	RIC3	ROP-interactive CRIB motif-containing protein 3
499	AT1G04480	uL14x	Ribosomal Protein uL14x
500	AT1G04510	MAC3A	MOS4-associated  complex 3A
501	AT1G04510	PUB59	Plant U-box 59
502	AT1G04520	PDLP2	plasmodesmata-located protein 2
503	AT1G04530	TPR4	tetratricopeptide repeat 4
504	AT1G04550	BDL	BODENLOS
505	AT1G04550	IAA12	indole-3-acetic acid inducible 12
506	AT1G04580	AAO4	aldehyde oxidase 4
507	AT1G04580	AO4	aldehyde oxidase 4
508	AT1G04580	ATAO-4	arabdopsis thaliana aldehyde oxidase 4
509	AT1G04580	ATAO2	ALDEHYDE OXIDASE 2
510	AT1G04600	ATXIA	NULL
511	AT1G04600	XIA	myosin XI A
512	AT1G04610	YUC3	YUCCA 3
513	AT1G04620	HCAR	7-hydroxymethyl chlorophyll a (HMChl) reductase
514	AT1G04630	MEE4	maternal effect embryo arrest 4
515	AT1G04635	AtPOP5	NULL
516	AT1G04635	EMB1687	EMBRYO DEFECTIVE 1687
517	AT1G04635	POP5	A. thaliana homolog of yeast POP5
518	AT1G04640	LIP2	lipoyltransferase 2
519	AT1G04650	FLIP	FIDGETIN-LIKE-1 INTERACTING PROTEIN
520	AT1G04690	KAB1	potassium channel beta subunit 1
521	AT1G04690	KV-BETA1	NULL
522	AT1G04700	RAF16	NULL
523	AT1G04710	KAT1	3-KETO-ACYL-COA THIOLASE 1
524	AT1G04710	PKT4	peroxisomal 3-ketoacyl-CoA thiolase  4
525	AT1G04730	CTF18	CHROMOSOME TRANSMISSION FIDELITY 18
526	AT1G04733	U2-11	NULL
527	AT1G04750	AT VAMP7B	NULL
528	AT1G04750	ATVAMP721	NULL
529	AT1G04750	VAMP721	vesicle-associated membrane protein 721
530	AT1G04750	VAMP7B	VESICLE-ASSOCIATED MEMBRANE PROTEIN 7B
531	AT1G04760	ATVAMP726	vesicle-associated membrane protein 726
532	AT1G04760	VAMP726	vesicle-associated membrane protein 726
533	AT1G04770	SDI2	Sulfur Deficiency Induced 2
534	AT1G04820	TOR2	TORTIFOLIA 2
535	AT1G04820	TUA4	tubulin alpha-4 chain
536	AT1G04860	ATUBP2	NULL
537	AT1G04860	UBP2	ubiquitin-specific protease 2
538	AT1G04870	ATPRMT10	NULL
539	AT1G04870	PRMT10	protein arginine methyltransferase 10
540	AT1G04880	AtHMGB15	ARID-HMG DNA-binding protein 15
541	AT1G04880	HMGBD15	ARID-HMG DNA-binding protein 15
542	AT1G04890	MyoB15	NULL
543	AT1G04897	U4-6	NULL
544	AT1G04907	U1-10	NULL
545	AT1G04920	ATSPS3F	sucrose phosphate synthase 3F
546	AT1G04920	AtSPSB	NULL
547	AT1G04920	SPS3F	sucrose phosphate synthase 3F
548	AT1G04920	SPSB	sucrose phosphate synthase B
549	AT1G04930	LIN37A	LIN37 homolog A
550	AT1G04940	atTIC20	translocon at the inner envelope membrane of chloroplasts 20
551	AT1G04940	AtTic20-I	translocon at the inner envelope membrane of chloroplasts 20-I
552	AT1G04940	TIC20	translocon at the inner envelope membrane of chloroplasts 20
553	AT1G04940	Tic20-I	translocon at the inner envelope membrane of chloroplasts 20-I
554	AT1G04950	ATTAF6	NULL
555	AT1G04950	EMB2781	EMBRYO DEFECTIVE 2781
556	AT1G04950	TAF6	TBP-associated factor 6
557	AT1G04950	TAFII59	TATA BOX ASSOCIATED FACTOR II 59
558	AT1G04970	LBR-1	NULL
559	AT1G04980	ATPDI10	ARABIDOPSIS THALIANA PROTEIN DISULFIDE ISOMERASE 10
560	AT1G04980	ATPDIL2-2	PDI-like 2-2
561	AT1G04980	PDI10	PROTEIN DISULFIDE ISOMERASE
562	AT1G04980	PDIL2-2	PDI-like 2-2
563	AT1G04990	AtC3H3	NULL
564	AT1G04993	ath-MIR8166	NULL
565	AT1G05000	AtPFA-DSP1	NULL
566	AT1G05000	PFA-DSP1	plant and fungi atypical dual-speci&64257;city phosphatase 1
567	AT1G05010	ACO4	ethylene forming enzyme
568	AT1G05010	EAT1	NULL
569	AT1G05010	EFE	ethylene-forming enzyme
570	AT1G05020	AP180	ANTH protein 180
571	AT1G05020	PICALM6	NULL
572	AT1G05055	ATGTF2H2	NULL
573	AT1G05055	GTF2H2	general transcription factor II H2
574	AT1G05057	U2-14	NULL
575	AT1G05065	CLE20	CLAVATA3/ESR-RELATED 20
576	AT1G05070	ELMO2	NULL
577	AT1G05100	MAPKKK18	mitogen-activated protein kinase kinase kinase 18
578	AT1G05160	ATKAO1	NULL
579	AT1G05160	CYP88A3	"cytochrome P450, family 88, subfamily A, polypeptide 3"
580	AT1G05160	KAO1	ENT-KAURENOIC ACID OXYDASE 1
581	AT1G05170	CAGE1	NULL
582	AT1G05180	AXR1	AUXIN RESISTANT 1
583	AT1G05190	EMB2394	embryo defective 2394
584	AT1G05190	RPL6	NULL
585	AT1G05190	uL6c	Ribosomal Protein uL6c
586	AT1G05200	ATGLR3.4	glutamate receptor 3.4
587	AT1G05200	GLR3.4	glutamate receptor 3.4
588	AT1G05200	GLUR3	NULL
589	AT1G05230	HDG2	homeodomain GLABROUS 2
590	AT1G05240	PR9	Pathogenesis related 9
591	AT1G05240	PRX01	NULL
592	AT1G05250	AtPRX1	NULL
593	AT1G05250	PRX2	peroxidase 2
594	AT1G05260	PER3	PEROXIDASE 3
595	AT1G05260	RCI3	RARE COLD INDUCIBLE GENE 3
596	AT1G05260	RCI3A	NULL
597	AT1G05270	TRB1	NULL
598	AT1G05273	U2-1	NULL
599	AT1G05290	OMG1	Orbitally Manifested Gene 1
600	AT1G05300	ZIP5	zinc transporter 5 precursor
601	AT1G05320	PICL	PICC-LIKE
602	AT1G05340	AthCYSTM1	Cysteine-Rich Transmembrane Module 1
603	AT1G05360	KMS2	Killing Me Slowly 2
604	AT1G05385	LPA19	LOW PSII ACCUMULATION 19
605	AT1G05385	Psb27-H1	NULL
606	AT1G05420	ATOFP12	ARABIDOPSIS THALIANA OVATE FAMILY PROTEIN 12
607	AT1G05420	OFP12	ovate family protein 12
608	AT1G05460	SDE3	SILENCING DEFECTIVE
609	AT1G05470	CVP2	COTYLEDON VASCULAR PATTERN 2
610	AT1G05490	chr31	chromatin remodeling 31
611	AT1G05490	CLSY3	CLASSY3
612	AT1G05500	ATSYTE	ARABIDOPSIS THALIANA SYNAPTOTAGMIN HOMOLOG E
613	AT1G05500	NTMC2T2.1	NULL
614	AT1G05500	NTMC2TYPE2.1	NULL
615	AT1G05500	SYT5	synaptotagmin 5
616	AT1G05500	SYTE	SYNAPTOTAGMIN HOMOLOG E
617	AT1G05510	OBAP1a	Oil Body-Associated Protein 1a
618	AT1G05520	AtSEC23B	NULL
619	AT1G05530	UGT2	UDP-GLUCOSYL TRANSFERASE 2
620	AT1G05530	UGT75B2	UDP-glucosyl transferase 75B2
621	AT1G05540	AtDOA1	DUF295 Organellar A 1
622	AT1G05550	AtDOA2	DUF295 Organellar A 2
623	AT1G05560	UGT1	UDP-GLUCOSE TRANSFERASE 1
624	AT1G05560	UGT75B1	UDP-glucosyltransferase 75B1
625	AT1G05570	ATGSL06	NULL
626	AT1G05570	ATGSL6	NULL
627	AT1G05570	CALS1	callose synthase 1
628	AT1G05570	GSL06	NULL
629	AT1G05570	GSL6	GLUCAN SYNTHASE-LIKE 6
630	AT1G05575	HUP17	HYPOXIA  RESPONSE UNKNOWN PROTEIN 17
631	AT1G05577	SOK1	SOSEKI1
632	AT1G05580	ATCHX23	cation/H+ exchanger 23
633	AT1G05580	CHX23	cation/H+ exchanger 23
634	AT1G05590	ATHEX3	BETA-HEXOSAMINIDASE 3
635	AT1G05590	HEXO2	beta-hexosaminidase 2
636	AT1G05600	EMB3101	EMBRYO DEFECTIVE 3101
637	AT1G05610	APS2	ADP-glucose pyrophosphorylase small subunit 2
638	AT1G05620	NSH2	nucleoside hydrolase 2
639	AT1G05620	URH2	uridine-ribohydrolase  2
640	AT1G05627	ath-MIR5999	NULL
641	AT1G05630	5PTASE13	inositol-polyphosphate 5-phosphatase 13
642	AT1G05630	AT5PTASE13	Arabidopsis thaliana inositol-polyphosphate 5-phosphatase 13
643	AT1G05637	ath-MIR781b	NULL
644	AT1G05673	U6atac2	NULL
645	AT1G05680	UGT74E2	Uridine diphosphate glycosyltransferase 74E2
646	AT1G05690	BT3	BTB and TAZ domain protein 3
647	AT1G05750	CLB19	CHLOROPLAST BIOGENESIS 19
648	AT1G05750	PDE247	pigment defective 247
649	AT1G05760	RTM1	restricted tev movement 1
650	AT1G05800	DGL	DONGLE
651	AT1G05805	AKS2	ABA-responsive kinase substrate 2
652	AT1G05810	ARA	NULL
653	AT1G05810	ARA-1	NULL
654	AT1G05810	ATRAB11D	NULL
655	AT1G05810	ATRABA5E	ARABIDOPSIS THALIANA RAB GTPASE HOMOLOG A5E
656	AT1G05810	RABA5E	RAB GTPase homolog A5E
657	AT1G05820	ATSPPL5	ARABIDOPSIS THALIANA SIGNAL PEPTIDE PEPTIDASE-LIKE 5
658	AT1G05820	SPPL5	SIGNAL PEPTIDE PEPTIDASE-LIKE 5
659	AT1G05830	ATX2	Arabidopsis TRITHORAX 2
660	AT1G05830	SDG30	SET DOMAIN PROTEIN 30
661	AT1G05850	ATCTL1	NULL
662	AT1G05850	CTL1	CHITINASE-LIKE PROTEIN 1
663	AT1G05850	ELP	ECTOPIC DEPOSITION OF LIGNIN IN PITH
664	AT1G05850	ELP1	ECTOPIC DEPOSITION OF LIGNIN IN PITH 1
665	AT1G05850	ERH1	NULL
666	AT1G05850	ERH1	ECTOPIC ROOT HAIR 1
667	AT1G05850	ERH2	ECTOPIC ROOT HAIR 2
668	AT1G05850	HOT2	SENSITIVE TO HOT TEMPERATURES 2
669	AT1G05850	POM1	POM-POM1
670	AT1G05853	U5-5	NULL
671	AT1G05880	ARI12	ARIADNE 12
672	AT1G05880	ATARI12	ARABIDOPSIS ARIADNE 12
673	AT1G05890	ARI5	ARIADNE 5
674	AT1G05890	ATARI5	ARABIDOPSIS ARIADNE 5
675	AT1G05900	ATNTH2	NULL
676	AT1G05900	NTH2	endonuclease III 2
677	AT1G05907	sno-COBRA1B	NULL
678	AT1G05910	BRAT1	Bromodomain and ATPase domain-containing protein 1
679	AT1G05913	lncCOBRA1	NULL
680	AT1G05917	sno-COBRA1A	NULL
681	AT1G05940	CAT9	cationic amino acid transporter 9
682	AT1G05960	EFOP3	EFR3 OF PLANT 3
683	AT1G05970	AIPP1	ASI1-Immunoprecipitated Protein 1
684	AT1G05970	EDM3	enhanced downy mildew 3
685	AT1G05990	CML7	CALMODULIN LIKE 7
686	AT1G05990	RHS1	ROOT HAIR SPECIFIC 1
687	AT1G06000	UGT89C1	NULL
688	AT1G06020	FRK3	Fructokinase 3
689	AT1G06020	FRK5	Fructokinase 5
690	AT1G06030	FRK2	Fructokinase 2
691	AT1G06030	FRK6	Fructokinase 6
692	AT1G06040	BBX24	B-box domain protein 24
693	AT1G06040	STO	SALT TOLERANCE
694	AT1G06070	bZIP69	basic leucine-zipper 69
695	AT1G06080	ADS1	delta 9 desaturase 1
696	AT1G06080	AtADS1	NULL
697	AT1G06090	ADS1.2	acyl-lipid desaturase 1.2
698	AT1G06100	ADS1.3	NULL
699	AT1G06110	SKIP16	SKP1/ASK-interacting protein 16
700	AT1G06120	ADS1.4	acyl-lipid desaturase1.4
701	AT1G06130	GLX2-4	glyoxalase 2-4
702	AT1G06130	GLXII.4	NULL
703	AT1G06135	CTNIP1	NULL
704	AT1G06135	SCREW1	SMALL PHYTOCYTOKINES REGULATING DEFENSE AND WATER LOSS 1
705	AT1G06137	CTNIP2	NULL
706	AT1G06137	SCREW3	SMALL PHYTOCYTOKINES REGULATING DEFENSE AND WATER LOSS 3
707	AT1G06140	MEF3	mitochondrial editing factor 3
708	AT1G06150	EMB1444	EMBRYO DEFECTIVE 1444
709	AT1G06150	LHL1	LONESOME HIGHWAY LIKE 1
710	AT1G06160	ERF59	ethylene responsive factor 59
711	AT1G06160	ORA59	octadecanoid-responsive Arabidopsis AP2/ERF 59
712	AT1G06170	bHLH089	Basic Helix Loop Helix Protein 89
713	AT1G06180	ATMYB13	myb domain protein 13
714	AT1G06180	ATMYBLFGN	NULL
715	AT1G06180	MYB13	myb domain protein 13
716	AT1G06190	RHON1	Rho-N 1
717	AT1G06210	TOL2	TOM1-LIKE 2
718	AT1G06220	CLO	CLOTHO
719	AT1G06220	GFA1	GAMETOPHYTE FACTOR 1
720	AT1G06220	MEE5	MATERNAL EFFECT EMBRYO ARREST 5
721	AT1G06225	CLE3	CLAVATA3/ESR-RELATED 3
722	AT1G06230	GTE4	global transcription factor group E4
723	AT1G06233	HID2	HIDDEN TREASURE 2
724	AT1G06280	LBD2	LOB domain-containing protein 2
725	AT1G06290	ACX3	acyl-CoA oxidase 3
726	AT1G06290	ATACX3	NULL
727	AT1G06310	ACX6	acyl-CoA oxidase 6
728	AT1G06330	AtHMP02	HEAVY METAL ASSOCIATED PROTEIN 2
729	AT1G06350	ADS4	delta 9 desaturase 4
730	AT1G06350	AtADS4	NULL
731	AT1G06350	CER17	NULL
732	AT1G06350	CER17	ECERIFERUM 17
733	AT1G06360	ADS4.2	NULL
734	AT1G06390	ATGSK1	NULL
735	AT1G06390	ATSK2-3	A. THALIANA SHAGGY-LIKE KINASE GROUP 2 3
736	AT1G06390	ATSK22	SHAGGY-LIKE PROTEIN KINASE 22
737	AT1G06390	BIL2	BIN2-LIKE 2
738	AT1G06390	GSK1	GSK3/SHAGGY-like protein kinase 1
739	AT1G06390	SK22	SHAGGY-LIKE PROTEIN KINASE 22
740	AT1G06400	ARA-2	NULL
741	AT1G06400	ARA2	NULL
742	AT1G06400	ATRAB11E	NULL
743	AT1G06400	ATRABA1A	ARABIDOPSIS THALIANA RAB GTPASE HOMOLOG A1A
744	AT1G06410	ATTPS7	trehalose-phosphatase/synthase 7
745	AT1G06410	ATTPSA	NULL
746	AT1G06410	TPS7	TREHALOSE -6-PHOSPHATASE SYNTHASE S7
747	AT1G06410	TPS7	trehalose-phosphatase/synthase 7
748	AT1G06430	FTSH8	FTSH protease 8
749	AT1G06450	CAF1g	CCR4-associated factor 1g
750	AT1G06460	ACD31.2	ALPHA-CRYSTALLIN DOMAIN 31.2
751	AT1G06460	ACD32.1	alpha-crystallin domain 32.1
752	AT1G06490	ATGSL07	Arabidopsis thaliana glucan synthase-like 7
753	AT1G06490	atgsl7	NULL
754	AT1G06490	CalS7	callose synthase 7
755	AT1G06490	gsl07	NULL
756	AT1G06490	GSL07	glucan synthase-like 7
757	AT1G06490	GSL7	glucan synthase-like 7
758	AT1G06500	PSA2	PLANT-SPECIFIC SWI/SNF-ASSOCIATED PROTEIN 2
759	AT1G06500	SSM	small subunit of MINU1/2-associated SWI/SNF complex
760	AT1G06515	ssSPTa	small subunit of SPT a
761	AT1G06520	ATGPAT1	GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1
762	AT1G06520	GPAT1	GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1
763	AT1G06520	sn-2-GPAT1	GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1
764	AT1G06523	ath-MIR5648	NULL
765	AT1G06530	PMD2	peroxisomal and mitochondrial division factor 2
766	AT1G06560	AtTRM4f	NULL
767	AT1G06560	NOP2C	NULL
768	AT1G06560	TRM4f	tRNA methyltransferase 4f
769	AT1G06570	HPD	4-hydroxyphenylpyruvate dioxygenase
770	AT1G06570	HPPD	4-hydroxyphenylpyruvate dioxygenase
771	AT1G06570	PDS1	phytoene desaturation 1
772	AT1G06580	PPR1	pentatricopeptide repeat 1
773	AT1G06597	ath-MIR5654	NULL
774	AT1G06623	ath-MIR2933a	NULL
775	AT1G06643	ath-MIR5630a	NULL
776	AT1G06647	ath-MIR5630b	NULL
777	AT1G06653	ath-MIR5666	NULL
778	AT1G06660	JASON	JASON
779	AT1G06670	NIH	nuclear DEIH-boxhelicase
780	AT1G06680	OE23	OXYGEN EVOLVING COMPLEX SUBUNIT 23 KDA
781	AT1G06680	OEE2	OXYGEN-EVOLVING ENHANCER PROTEIN 2
782	AT1G06680	PSBP-1	photosystem II subunit P-1
783	AT1G06680	PSII-P	PHOTOSYSTEM II SUBUNIT P
784	AT1G06700	CARK7	Cytosolic ABA Receptor Kinase 7
785	AT1G06710	MTSF1	mitochondrial stability factor 1
786	AT1G06730	PNK1	PLASTID NUCLEOSIDE KINASE 1
787	AT1G06740	MUG3	MUSTANG 3
788	AT1G06760	H1.1	Histone 1.1
789	AT1G06760	HON1	
790	AT1G06770	AtBMI1B	NULL
791	AT1G06770	ATDRIP1	NULL
792	AT1G06770	AtRING1B	NULL
793	AT1G06770	BMI1B	NULL
794	AT1G06770	DRIP1	DREB2A-interacting protein 1
795	AT1G06780	GAUT6	galacturonosyltransferase 6
796	AT1G06790	NRPC7	"NUCLEAR RNA POLYMERASE C, SUBUNIT 7"
797	AT1G06800	DALL4	DAD1-Like Lipase 4
798	AT1G06800	PLA-I{gamma}1	phospholipase A I gamma 1
799	AT1G06820	CCR2	CAROTENOID AND CHLOROPLAST REGULATION 2
800	AT1G06820	CRTISO	carotenoid isomerase
801	AT1G06830	CEPD1	CEP DOWNSTREAM 1
802	AT1G06830	ROXY6	NULL
803	AT1G06840	HAK1	HDS-associated RLK1
804	AT1G06850	AtbZIP52	basic leucine-zipper 52
805	AT1G06850	bZIP52	basic leucine-zipper 52
806	AT1G06870	Plsp2A	plastidic type I signal peptidase 2A
807	AT1G06873	U1-14p	NULL
808	AT1G06877	U4-10	NULL
809	AT1G06890	UXT3	UDP-XYLOSE TRANSPORTER3
810	AT1G06903	ath-MIR773b	NULL
811	AT1G06910	TRFL7	TRF-like 7
812	AT1G06920	ATOFP4	ARABIDOPSIS THALIANA OVATE FAMILY PROTEIN 4
813	AT1G06920	OFP4	ovate family protein 4
814	AT1G06950	ATTIC110	ARABIDOPSIS THALIANA TRANSLOCON AT THE INNER ENVELOPE MEMBRANE OF CHLOROPLASTS 110
815	AT1G06950	TIC110	translocon at the inner envelope membrane of chloroplasts 110
816	AT1G06960	U2BL	"U2B""-LIKE"
817	AT1G06970	ATCHX14	NULL
818	AT1G06970	CHX14	cation/hydrogen exchanger 14
819	AT1G07000	ATEXO70B2	exocyst subunit exo70 family protein B2
820	AT1G07000	EXO70B2	exocyst subunit exo70 family protein B2
821	AT1G07010	AtSLP1	NULL
822	AT1G07010	SLP1	Shewenella-like protein phosphatase 1
823	AT1G07030	MIT2	mitochondrial iron transporter 2
824	AT1G07050	FITNESS	FITNESS
825	AT1G07051	MIR847A	microRNA847A
826	AT1G07060	ATDFO	NULL
827	AT1G07060	DFO	DSB formation
828	AT1G07070	eL33w	Ribosomal Protein eL33w
829	AT1G07090	LSH6	LIGHT SENSITIVE HYPOCOTYLS 6
830	AT1G07110	ATF2KP	NULL
831	AT1G07110	F2KP	"fructose-2,6-bisphosphatase"
832	AT1G07110	FKFBP	NULL
833	AT1G07120	IPGAL1	IPGA1-LIKE1
834	AT1G07130	ATSTN1	NULL
835	AT1G07130	STN1	NULL
836	AT1G07137	ath-MIR5645d	NULL
837	AT1G07140	SIRANBP	NULL
838	AT1G07150	MAP3K13	NULL
839	AT1G07150	MAPKKK13	mitogen-activated protein kinase kinase kinase 13
840	AT1G07180	ATNDI1	ARABIDOPSIS THALIANA INTERNAL NON-PHOSPHORYLATING NAD ( P ) H DEHYDROGENASE
841	AT1G07180	NDA1	alternative  NAD(P)H dehydrogenase 1
842	AT1G07200	SMXL6	SMAX1-like 6
843	AT1G07210	bS18m	Ribosomal Protein bS18m
844	AT1G07230	NPC1	non-specific phospholipase C1
845	AT1G07240	UGT71C5	UDP-glucosyl transferase 71C5
846	AT1G07243	ath-MIR5024	NULL
847	AT1G07250	UGT71C4	UDP-glucosyl transferase 71C4
848	AT1G07260	UGT71C3	UDP-glucosyl transferase 71C3
849	AT1G07270	CDC6b	NULL
850	AT1G07283	ath-MIR5025	NULL
851	AT1G07290	GONST2	golgi nucleotide sugar transporter 2
852	AT1G07320	EMB2784	EMBRYO DEFECTIVE 2784
853	AT1G07320	PRPL4	plastid ribosomal protein L4
854	AT1G07320	RPL4	ribosomal protein L4
855	AT1G07320	uL4c	Ribosomal Protein uL4c
856	AT1G07340	ATSTP2	sugar transporter 2
857	AT1G07340	STP2	sugar transporter 2
858	AT1G07350	SR45a	serine/arginine rich-like protein 45a
859	AT1G07357	ath-MIR5664	NULL
860	AT1G07360	AtC3H4	NULL
861	AT1G07360	MAC5A	MOS4-associated complex subunit 5A
862	AT1G07367	IMA4	IRONMAN 4
863	AT1G07370	ATPCNA1	PROLIFERATING CELLULAR NUCLEAR ANTIGEN 1
864	AT1G07370	PCNA1	proliferating cellular nuclear antigen 1
865	AT1G07373	IMA6	IRONMAN 6
866	AT1G07380	AtNCER1	neutral ceramidase 1
867	AT1G07390	AtRLP1	receptor like protein 1
868	AT1G07390	RLP1	receptor like protein 1
869	AT1G07400	HSP17.8	NULL
870	AT1G07410	ATRAB-A2B	ARABIDOPSIS RAB GTPASE HOMOLOG A2B
871	AT1G07410	ATRABA2B	RAB GTPase homolog A2B
872	AT1G07410	RAB-A2B	RAB GTPASE HOMOLOG A2B
873	AT1G07410	RABA2b	RAB GTPase homolog A2B
874	AT1G07420	ATSMO1	Arabidopsis thaliana sterol 4-alpha-methyl oxidase 1
875	AT1G07420	SMO2-1	sterol 4-alpha-methyl-oxidase 2-1
876	AT1G07430	AIP1	AKT1 interacting protein phosphatase 1
877	AT1G07430	AtAIP1	NULL
878	AT1G07430	HAI2	highly ABA-induced PP2C gene 2
879	AT1G07430	HON	HONSU (Korean for abnormal drowsiness)
880	AT1G07490	DVL9	DEVIL 9
881	AT1G07490	RTFL3	ROTUNDIFOLIA like 3
882	AT1G07500	SMR5	SIAMESE-RELATED 5
883	AT1G07510	AtFTSH10	NULL
884	AT1G07510	FTSH10	FTSH protease 10
885	AT1G07530	ATGRAS2	"ARABIDOPSIS THALIANA GRAS (GAI, RGA, SCR) 2"
886	AT1G07530	GRAS2	"GRAS (GAI, RGA, SCR) 2"
887	AT1G07530	SCL14	SCARECROW-like 14
888	AT1G07537	U4-4	NULL
889	AT1G07540	TRFL2	TRF-like 2
890	AT1G07570	APK1	NULL
891	AT1G07570	APK1A	NULL
892	AT1G07570	PBL9	PBS1-Like 9
893	AT1G07600	ATMT-2	METALLOTHIONEIN 2
894	AT1G07600	ATMT-Q	NULL
895	AT1G07600	ATMT1	ARABIDOPSIS METALLOTHIONEIN 1
896	AT1G07600	LSR4	LIGHT STRESS-REGULATED 4
897	AT1G07600	MT-Q	METALLOTHIONEIN Q
898	AT1G07600	MT1	METALLOTHIONEIN 1
899	AT1G07600	MT1A	metallothionein 1A
900	AT1G07610	MT1C	metallothionein 1C
901	AT1G07613	ath-MIR5636	NULL
902	AT1G07615	Obg A-1	NULL
903	AT1G07620	ATOBGM	NULL
904	AT1G07620	TRM32	TON1 Recruiting Motif 32
905	AT1G07630	PLL5	pol-like 5
906	AT1G07633	ath-MIR5663	NULL
907	AT1G07640	OBP2	NULL
908	AT1G07640	URP3	UAS-TAGGED ROOT PATTERNING3
909	AT1G07645	ATDSI-1VOC	desiccation-induced 1VOC superfamily protein
910	AT1G07645	DSI-1VOC	desiccation-induced 1VOC superfamily protein
911	AT1G07650	LMK1	leucine-rich repeat receptor-like kinase with extracellular malectin-like domain 1
912	AT1G07670	ATECA4	NULL
913	AT1G07670	ECA4	endomembrane-type CA-ATPase 4
914	AT1G07705	NOT2a	Negative on TATA less2a
915	AT1G07720	KCS3	3-ketoacyl-CoA synthase 3
916	AT1G07725	ATEXO70H6	exocyst subunit exo70 family protein H6
917	AT1G07725	EXO70H6	exocyst subunit exo70 family protein H6
918	AT1G07727	ath-MIR5653	NULL
919	AT1G07745	ATRAD51D	NULL
920	AT1G07745	RAD51D	homolog of RAD51 D
921	AT1G07745	SSN1	SUPPRESOR OF SNI1
922	AT1G07770	RPS15A	ribosomal protein S15A
923	AT1G07770	uS8z	Ribosomal Protein uS8z
924	AT1G07780	PAI1	phosphoribosylanthranilate isomerase 1
925	AT1G07780	TRP6	TRANSIENT RECEPTOR POTENTIAL 6
926	AT1G07790	HTB1	NULL
927	AT1G07810	ACA3	NULL
928	AT1G07810	ATECA1	ARABIDOPSIS THALIANA ER-TYPE CA2+-ATPASE 1
929	AT1G07810	ECA1	ER-type Ca2+-ATPase 1
930	AT1G07827	U6-8p	NULL
931	AT1G07830	uL29m	Ribosomal Protein uL29m
932	AT1G07867	ath-MIR156i	NULL
933	AT1G07880	ATMPK13	NULL
934	AT1G07883	U6-9p	NULL
935	AT1G07890	APX1	ascorbate peroxidase 1
936	AT1G07890	ATAPX01	NULL
937	AT1G07890	ATAPX1	NULL
938	AT1G07890	CS1	NULL
939	AT1G07890	MEE6	maternal effect embryo arrest 6
940	AT1G07900	LBD1	LOB domain-containing protein 1
941	AT1G07910	AtRLG1	AtRLG1
942	AT1G07910	ATRNL	ARABIDOPSIS THALIANA RNA LIGASE
943	AT1G07910	RLG1	
944	AT1G07910	RNL	RNAligase
945	AT1G07910	ZYG3	ZYGOTE-ARREST 3
946	AT1G07920	ELONGATION FACTOR-TU FAMILY	NULL
947	AT1G07940	EF1a	NULL
948	AT1G07950	MED22B	NULL
949	AT1G07960	ATPDIL5-1	PDI-like 5-1
950	AT1G07960	PDIL5-1	PDI-like 5-1
951	AT1G07970	PNET1	NULL
952	AT1G07980	NF-YC10	"nuclear factor Y, subunit C10"
953	AT1G07985	LIPA	LIPID DROPLET PLASMA MEMBRANE ADAPTOR
954	AT1G08000	GATA10	GATA transcription factor 10
955	AT1G08010	GATA11	GATA transcription factor 11
956	AT1G08030	AQC1	active quiescent center1
957	AT1G08030	HPS7	hypersensitive to Pi starvation 7
958	AT1G08030	TPST	tyrosylprotein sulfotransferase
959	AT1G08053	ath-MIR5635b	NULL
960	AT1G08060	MOM	MAINTENANCE OF METHYLATION
961	AT1G08060	MOM	MORPHEUS MOLECULE
962	AT1G08060	MOM1	MORPHEUS MOLECULE 1
963	AT1G08065	ACA5	alpha carbonic anhydrase 5
964	AT1G08065	ATACA5	ALPHA CARBONIC ANHYDRASE 5
965	AT1G08070	EMB3102	EMBRYO DEFECTIVE 3102
966	AT1G08070	OTP82	ORGANELLE TRANSCRIPT PROCESSING 82
967	AT1G08080	ACA7	alpha carbonic anhydrase 7
968	AT1G08080	ATACA7	A. THALIANA ALPHA CARBONIC ANHYDRASE 7
969	AT1G08090	ACH1	NULL
970	AT1G08090	ATNRT2.1	NITRATE TRANSPORTER 2.1
971	AT1G08090	ATNRT2:1	nitrate transporter 2:1
972	AT1G08090	LIN1	LATERAL ROOT INITIATION 1
973	AT1G08090	NRT2	NITRATE TRANSPORTER 2
974	AT1G08090	NRT2.1	NITRATE TRANSPORTER 2.1
975	AT1G08090	NRT2:1	nitrate transporter 2:1
976	AT1G08090	NRT2;1AT	NULL
977	AT1G08100	ACH2	NULL
978	AT1G08100	ATNRT2.2	NITRATE TRANSPORTER 2.2
979	AT1G08100	NRT2.2	nitrate transporter 2.2
