	locus_name	symbol	full_name
23146	AT5G23580	ATCPK12	NULL
23147	AT5G23580	CDPK9	calmodulin-like domain protein kinase 9
23148	AT5G23580	CPK12	CALCIUM-DEPENDENT PROTEIN KINASE 12
23149	AT5G23630	MIA	MALE GAMETOGENESIS IMPAIRED ANTHERS
23150	AT5G23630	PDR2	phosphate deficiency response 2
23151	AT5G23660	AtSWEET12	NULL
23152	AT5G23660	MTN3	homolog of Medicago truncatula MTN3
23153	AT5G23660	SWEET12	NULL
23154	AT5G23670	LCB2	long chain base2
23155	AT5G23720	PHS1	PROPYZAMIDE-HYPERSENSITIVE 1
23156	AT5G23730	EFO2	EARLY FLOWERING BY OVEREXPRESSION 2
23157	AT5G23730	RUP2	REPRESSOR OF UV-B PHOTOMORPHOGENESIS 2
23158	AT5G23740	RPS11-BETA	ribosomal protein S11-beta
23159	AT5G23740	uS17x	Ribosomal Protein uS17x
23160	AT5G23770	ATDUF8	DOMAIN OF UNKNOWN FUNCTION 724 8
23161	AT5G23770	DUF8	DOMAIN OF UNKNOWN FUNCTION 724 8
23162	AT5G23780	ATDUF9	DOMAIN OF UNKNOWN FUNCTION 724 9
23163	AT5G23780	DUF9	DOMAIN OF UNKNOWN FUNCTION 724 9
23164	AT5G23790	AtGolS5	galactinol synthase 5
23165	AT5G23790	GolS5	galactinol synthase 5
23166	AT5G23800	ATDUF10	DOMAIN OF UNKNOWN FUNCTION 724 10
23167	AT5G23800	DUF 10	DOMAIN OF UNKNOWN FUNCTION 724 10
23168	AT5G23810	AAP7	amino acid permease 7
23169	AT5G23820	ML3	MD2-related lipid recognition 3
23170	AT5G23860	TUB8	tubulin beta 8
23171	AT5G23870	PAE9	pectin acetylesterase 9
23172	AT5G23880	ATCPSF100	CLEAVAGE AND POLYADENYLATION SPECIFICITY FACTOR 100
23173	AT5G23880	CPSF100	cleavage and polyadenylation specificity factor 100
23174	AT5G23880	EMB1265	EMBRYO DEFECTIVE 1265
23175	AT5G23880	ESP5	ENHANCED SILENCING PHENOTYPE 5
23176	AT5G23900	eL13x	Ribosomal Protein eL13x
23177	AT5G23930	mTERF34	NULL
23178	AT5G23940	DCR	DEFECTIVE IN CUTICULAR RIDGES
23179	AT5G23940	EMB3009	EMBRYO DEFECTIVE 3009
23180	AT5G23940	PEL3	PERMEABLE LEAVES3
23181	AT5G23960	ATTPS21	NULL
23182	AT5G23960	TPS21	terpene synthase 21
23183	AT5G23980	ATFRO4	NULL
23184	AT5G23980	FRO4	ferric reduction oxidase 4
23185	AT5G23990	ATFRO5	FERRIC REDUCTION OXIDASE 5
23186	AT5G23990	FRO5	ferric reduction oxidase 5
23187	AT5G24020	ARC11	ACCUMULATION AND REPLICATION OF CHLOROPLASTS 11
23188	AT5G24020	ATMIND1	NULL
23189	AT5G24020	MIND	NULL
23190	AT5G24030	SLAH3	SLAC1 homologue 3
23191	AT5G24040	AtFDA19	F-box/DUF295 Ancestral 19
23192	AT5G24090	ATCHIA	chitinase A
23193	AT5G24090	CHIA	chitinase A
23194	AT5G24090	LYS1	Lysozyme 1
23195	AT5G24105	AGP41	arabinogalactan protein 41
23196	AT5G24110	ATWRKY30	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 30
23197	AT5G24110	WRKY30	WRKY DNA-binding protein 30
23198	AT5G24120	ATSIG5	SIGMA FACTOR 5
23199	AT5G24120	SIG5	SIGMA FACTOR 5
23200	AT5G24120	SIGE	sigma factor E
23201	AT5G24140	SQP2	squalene monooxygenase 2
23202	AT5G24150	SQE5	SQUALENE MONOOXYGENASE 5
23203	AT5G24150	SQP1	NULL
23204	AT5G24160	SQE6	squalene monoxygenase 6
23205	AT5G24180	PRLIP5	NULL
23206	AT5G24190	PRLIP7	NULL
23207	AT5G24200	PRLIP2	NULL
23208	AT5G24210	PRLIP1	NULL
23209	AT5G24220	PRLIP4	NULL
23210	AT5G24230	PRLIP6	NULL
23211	AT5G24240	AtPI4Kgamma3	NULL
23212	AT5G24240	MOP9.5	NULL
23213	AT5G24270	ATSOS3	SALT OVERLY SENSITIVE 3
23214	AT5G24270	CBL4	CALCINEURIN B-LIKE PROTEIN 4
23215	AT5G24270	SOS3	SALT OVERLY SENSITIVE 3
23216	AT5G24280	GMI1	GAMMA-IRRADIATION AND MITOMYCIN C INDUCED 1
23217	AT5G24290	MEB2	MEMBRANE OF ER BODY 2
23218	AT5G24300	ATSS1	STARCH SYNTHASE 1
23219	AT5G24300	SS1	starch synthase 1
23220	AT5G24310	ABIL3	ABL interactor-like protein 3
23221	AT5G24314	PAP12	PEP-associated protein 12
23222	AT5G24314	PDE225	PIGMENT DEFECTIVE 225
23223	AT5G24314	PTAC7	plastid transcriptionally active7
23224	AT5G24314	TAC7	NULL
23225	AT5G24330	ATXR6	ARABIDOPSIS TRITHORAX-RELATED PROTEIN 6
23226	AT5G24330	SDG34	SET DOMAIN PROTEIN 34
23227	AT5G24350	MIP2	MAG2-interacting protein 2
23228	AT5G24360	ATIRE1-1	ARABIDOPSIS THALIANA INOSITOL REQUIRING 1-1
23229	AT5G24360	AtIRE1b	NULL
23230	AT5G24360	IRE1	NULL
23231	AT5G24360	IRE1-1	inositol requiring 1-1
23232	AT5G24360	IRE1B	NULL
23233	AT5G24380	ATYSL2	YELLOW STRIPE LIKE 2
23234	AT5G24380	YSL2	YELLOW STRIPE like 2
23235	AT5G24400	EMB2024	EMBRYO DEFECTIVE 2024
23236	AT5G24400	PGL3	6-PHOSPHOGLUCONOLACTONASE 3
23237	AT5G24410	PGL4	6-phosphogluconolactonase 4
23238	AT5G24420	PGL5	6-phosphogluconolactonase 5
23239	AT5G24440	CID13	CTC-interacting domain 13
23240	AT5G24470	APRR5	pseudo-response regulator 5
23241	AT5G24470	PRR5	pseudo-response regulator 5
23242	AT5G24500	ALP2	ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 2
23243	AT5G24510	P1x	Ribosomal Protein P1x
23244	AT5G24520	ATTTG1	TRANSPARENT TESTA GLABRA 1
23245	AT5G24520	TTG	NULL
23246	AT5G24520	TTG1	TRANSPARENT TESTA GLABRA 1
23247	AT5G24520	URM23	UNARMED 23
23248	AT5G24530	AtDMR6	NULL
23249	AT5G24530	DMR6	DOWNY MILDEW RESISTANT 6
23250	AT5G24540	BGLU31	beta glucosidase 31
23251	AT5G24550	BGLU32	beta glucosidase 32
23252	AT5G24560	AtPP2-B12	phloem protein 2-B12
23253	AT5G24560	PP2-B12	phloem protein 2-B12
23254	AT5G24580	AtHMP47	HEAVY METAL ASSOCIATED PROTEIN 47
23255	AT5G24580	HIPP09	NULL
23256	AT5G24590	ANAC091	Arabidopsis NAC domain containing protein 91
23257	AT5G24590	ANAC91	NULL
23258	AT5G24590	NAC091	NULL
23259	AT5G24590	TIP	TCV-interacting protein
23260	AT5G24630	BIN4	brassinosteroid-insensitive4
23261	AT5G24630	MID	MIDGET
23262	AT5G24640	HRG2	NULL
23263	AT5G24650	HP30-2	hypothetical protein 30-2
23264	AT5G24650	Tric2	tRNA import component 2
23265	AT5G24655	LSU4	RESPONSE TO LOW SULFUR 4
23266	AT5G24660	LSU2	RESPONSE TO LOW SULFUR 2
23267	AT5G24670	AtTAD3	NULL
23268	AT5G24670	EMB2820	EMBRYO DEFECTIVE 2820
23269	AT5G24670	TAD3	tRNA adenosine deaminase 3
23270	AT5G24710	TWD40-2	Transducin/WD40-2 Protien
23271	AT5G24735	sORF31	short open reading frame 31
23272	AT5G24740	SHBY	SHRUBBY
23273	AT5G24770	ATVSP2	NULL
23274	AT5G24770	VSP2	vegetative storage protein 2
23275	AT5G24780	ATVSP1	NULL
23276	AT5G24780	VSP1	vegetative storage protein 1
23277	AT5G24800	ATBZIP9	ARABIDOPSIS THALIANA BASIC LEUCINE ZIPPER 9
23278	AT5G24800	BZIP9	basic leucine zipper 9
23279	AT5G24800	BZO2H2	BASIC LEUCINE ZIPPER O2 HOMOLOG 2
23280	AT5G24810	ABC1K11	NULL
23281	AT5G24825	MIR169B	microRNA169B
23282	AT5G24840	AtTRM8a	NULL
23283	AT5G24840	TRM8a	tRNA methyltransferase 8a
23284	AT5G24850	CRY3	cryptochrome 3
23285	AT5G24860	ATFPF1	ARABIDOPSIS FLOWERING PROMOTING FACTOR 1
23286	AT5G24860	FPF1	FLOWERING PROMOTING FACTOR 1
23287	AT5G24870	CTL07	
23288	AT5G24870	MREL57	NULL
23289	AT5G24900	CYP714A2	"cytochrome P450, family 714, subfamily A, polypeptide 2"
23290	AT5G24900	ELA2	EUI-like p450 A2
23291	AT5G24910	CYP714A1	"cytochrome P450, family 714, subfamily A, polypeptide 1"
23292	AT5G24910	ELA1	EUI-like p450 A1
23293	AT5G24920	AtGDU5	glutamine dumper 5
23294	AT5G24920	GDU5	glutamine dumper 5
23295	AT5G24930	ATCOL4	NULL
23296	AT5G24930	BBX5	B-box domain protein 5
23297	AT5G24930	COL4	CONSTANS-like 4
23298	AT5G24950	CYP71A15	"cytochrome P450, family 71, subfamily A, polypeptide 15"
23299	AT5G24960	CYP71A14	"cytochrome P450, family 71, subfamily A, polypeptide 14"
23300	AT5G25060	RRC1	reduced red-light responses in cry1cry2 background 1
23301	AT5G25090	AtENODL13	NULL
23302	AT5G25090	ENODL13	early nodulin-like protein 13
23303	AT5G25100	TMN9	NULL
23304	AT5G25110	CIPK25	CBL-interacting protein kinase 25
23305	AT5G25110	SnRK3.25	SNF1-RELATED PROTEIN KINASE 3.25
23306	AT5G25120	CYP71B11	"Cytochrome p450, family 71, subfamily B, polypeptide 11"
23307	AT5G25130	CYP71B12	"cytochrome P450, family 71, subfamily B, polypeptide 12"
23308	AT5G25140	CYP71B13	"cytochrome P450, family 71, subfamily B, polypeptide 13"
23309	AT5G25150	TAF5	TBP-associated factor 5
23310	AT5G25160	ZFP3	zinc finger protein 3
23311	AT5G25180	CYP71B14	"cytochrome P450, family 71, subfamily B, polypeptide 14"
23312	AT5G25190	ESE3	ethylene and salt inducible 3
23313	AT5G25220	KNAT3	KNOTTED1-like homeobox gene 3
23314	AT5G25250	FLOT1	flotillin 1
23315	AT5G25260	flot2	Flotilin2
23316	AT5G25265	HPAT1	hydroxyproline O-arabinosylatransferase 1
23317	AT5G25290	AtFDB35	F-Box/DUF295 Brassiceae-specific 35
23318	AT5G25300	AtFDB36	F-Box/DUF295 Brassiceae-specific 36
23319	AT5G25350	EBF2	EIN3-binding F box protein 2
23320	AT5G25370	PLDALPHA3	phospholipase D alpha 3
23321	AT5G25380	CYCA2;1	cyclin a2;1
23322	AT5G25390	SHN3	shine3
23323	AT5G25440	SZE1	SUPPRESSOR OF ZED1-D1
23324	AT5G25460	DGR2	DUF642  L-GalL responsive gene 2
23325	AT5G25480	AtDNMT2	DNA METHYLTRANSFERASE 2
23326	AT5G25480	DNMT2	DNA methyltransferase-2
23327	AT5G25480	TRDMT1	NULL
23328	AT5G25540	CID6	CTC-interacting domain 6
23329	AT5G25560	CHYR2	CHY ZINC FINGER AND RING PROTEIN 2
23330	AT5G25580	DDR5	DDT-RELATED PROTEIN5
23331	AT5G25610	ATRD22	NULL
23332	AT5G25610	RD22	RESPONSIVE TO DESICCATION 22
23333	AT5G25620	AtYUC6	NULL
23334	AT5G25620	YUC6	YUCCA6
23335	AT5G25752	ATRBL11	ARABIDOPSIS RHOMBOID-LIKE PROTEIN 11
23336	AT5G25752	AtRBL9	NULL
23337	AT5G25752	RBL11	rhomboid-like protein 11
23338	AT5G25752	RBL9	RHOMBOID-like protein 9
23339	AT5G25760	APEM7	NULL
23340	AT5G25760	PEX4	peroxin4
23341	AT5G25760	UBC21	ubiquitin-conjugating enzyme 21
23342	AT5G25780	ATEIF3B-2	NULL
23343	AT5G25780	EIF3B	EUKARYOTIC TRANSLATION INITIATION FACTOR 3B
23344	AT5G25780	EIF3B-2	eukaryotic translation initiation factor 3B-2
23345	AT5G25790	TCX7	NULL
23346	AT5G25800	SDN5	Small RNA degrading nuclease 5
23347	AT5G25810	ERF040	ethylene response factor 40
23348	AT5G25810	TNY	TINY
23349	AT5G25830	GATA12	GATA transcription factor 12
23350	AT5G25880	ATNADP-ME3	Arabidopsis thaliana NADP-malic enzyme 3
23351	AT5G25880	NADP-ME3	NADP-malic enzyme 3
23352	AT5G25890	IAA28	indole-3-acetic acid inducible 28
23353	AT5G25890	IAR2	IAA-ALANINE RESISTANT 2
23354	AT5G25900	ATKO1	ARABIDOPSIS THALIANA ENT-KAURENE OXIDASE 1
23355	AT5G25900	CYP701A3	CYTOCHROME P450 701 A3
23356	AT5G25900	GA3	GA requiring 3
23357	AT5G25910	AtRLP52	receptor like protein 52
23358	AT5G25910	RLP52	receptor like protein 52
23359	AT5G25930	HSL3	HAESA-like 3
23360	AT5G25930	NUT	PLANT SCREW UNRESPONSIVE RECEPTOR
23361	AT5G25980	BGLU37	BETA GLUCOSIDASE 37
23362	AT5G25980	TGG2	glucoside glucohydrolase 2
23363	AT5G26000	AtTGG1	NULL
23364	AT5G26000	BGLU38	BETA GLUCOSIDASE 38
23365	AT5G26000	TGG1	thioglucoside glucohydrolase 1
23366	AT5G26030	ATFC-I	NULL
23367	AT5G26030	FC-I	NULL
23368	AT5G26030	FC1	ferrochelatase 1
23369	AT5G26030	FC1	FUS3-complementing gene 1
23370	AT5G26038	MIR860A	microRNA860A
23371	AT5G26040	HDA2	histone deacetylase 2
23372	AT5G26120	ASD2	alpha-L-arabinofuranosidase 2
23373	AT5G26120	ATASD2	ARABIDOPSIS THALIANA ALPHA-L-ARABINOFURANOSIDASE 2
23374	AT5G26130	AtCAPE8	NULL
23375	AT5G26140	ATLOG9	NULL
23376	AT5G26140	LOG9	LONELY GUY 9
23377	AT5G26147	MIR156F	microRNA156F
23378	AT5G26160	PMIR2	PLASTID MOVEMENT IMPAIRED1-RELATED2
23379	AT5G26170	ATWRKY50	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 50
23380	AT5G26170	WRKY50	WRKY DNA-binding protein 50
23381	AT5G26180	AtTRM4h	NULL
23382	AT5G26180	NSUN5	NULL
23383	AT5G26180	TRM4h	tRNA methyltransferase 4h
23384	AT5G26210	AL4	alfin-like 4
23385	AT5G26220	AtGGCT2;1	NULL
23386	AT5G26220	GGCT2;1	gamma-glutamyl cyclotransferase 2;1
23387	AT5G26230	MAKR1	membrane-associated kinase regulator 1
23388	AT5G26240	ATCLC-D	NULL
23389	AT5G26240	AtCLCd	NULL
23390	AT5G26240	CLC-D	chloride channel D
23391	AT5G26240	CLCd	chloride channel D
23392	AT5G26250	STP8	SUGAR TRANSPORT PROTEIN 8
23393	AT5G26290	RAMGaP	TRAF Mediated Gametogenesis Progression
23394	AT5G26310	UGT72E3	NULL
23395	AT5G26340	ATSTP13	SUGAR TRANSPORT PROTEIN 13
23396	AT5G26340	MSS1	NULL
23397	AT5G26340	STP13	SUGAR TRANSPORT PROTEIN 13
23398	AT5G26360	CCT3	Chaperonin containing T-complex polypeptide-1 subunit 3
23399	AT5G26570	GWD3	NULL
23400	AT5G26570	GWD3	NULL
23401	AT5G26570	GWD3	PHOSPHOGLUCAN WATER DIKINASE
23402	AT5G26580	AGL34	AGAMOUS-like-34
23403	AT5G26594	ARR24	response regulator 24
23404	AT5G26594	RR24	response regulator 24
23405	AT5G26630	AGL35	agamous-like 35
23406	AT5G26650	AGL36	AGAMOUS-like 36
23407	AT5G26660	ATMYB86	myb domain protein 86
23408	AT5G26660	MYB86	myb domain protein 86
23409	AT5G26667	PYR6	NULL
23410	AT5G26670	AtPAE10	Pectin Acetyesterase 10
23411	AT5G26680	FEN1	Flap Endonuclease I
23412	AT5G26680	SAV6	SHADE AVOIDANCE 6
23413	AT5G26690	AtHMP48	HEAVY METAL ASSOCIATED PROTEIN 48
23414	AT5G26690	HIPP02	NULL
23415	AT5G26742	AtRH3	NULL
23416	AT5G26742	emb1138	embryo defective 1138
23417	AT5G26742	RH3	NULL
23418	AT5G26751	ASKalpha	Arabidopsis GSK alpha
23419	AT5G26751	ATSK11	ARABIDOPSIS THALIANA SHAGGY-RELATED KINASE 11
23420	AT5G26751	SK 11	shaggy-related kinase 11
23421	AT5G26760	RIMA	RPAP2 IYO Mate
23422	AT5G26770	AtNEAP2	NULL
23423	AT5G26780	SHM2	serine hydroxymethyltransferase 2
23424	AT5G26800	mS88	Ribosomal Protein mS88
23425	AT5G26820	ATIREG3	iron-regulated protein 3
23426	AT5G26820	FPN3	FERROPORTIN 3
23427	AT5G26820	IREG3	IRON REGULATED 3
23428	AT5G26820	IREG3	iron-regulated protein 3
23429	AT5G26820	Mar 01	MULTIPLE ANTIBIOTIC RESISTANCE 1
23430	AT5G26820	RTS3	NULL
23431	AT5G26850	EFOP4	EFR3 OF PLANT 4
23432	AT5G26860	LON1	lon protease 1
23433	AT5G26860	LON_ARA_ARA	NULL
23434	AT5G26880	AGL26	AGAMOUS-like 26
23435	AT5G26900	AtCDC20.4	NULL
23436	AT5G26900	CDC20.4	cell division cycle 20.4
23437	AT5G26910	TRM8	TON1 Recruiting Motif 8
23438	AT5G26920	CBP60G	Cam-binding protein 60-like G
23439	AT5G26930	GATA23	GATA transcription factor 23
23440	AT5G26940	DPD1	defective in pollen organelle DNA degradation1
23441	AT5G26950	AGL93	AGAMOUS-like 93
23442	AT5G26980	ATSYP41	NULL
23443	AT5G26980	ATTLG2A	NULL
23444	AT5G26980	SYP41	syntaxin of plants 41
23445	AT5G26990	AtDiL9-6	NULL
23446	AT5G27000	ATK4	kinesin 4
23447	AT5G27000	KATD	KINESIN-LIKE PROTEIN IN ARABIDOPSIS THALIANA D
23448	AT5G27030	TPR3	TOPLESS-related 3
23449	AT5G27050	AGL101	AGAMOUS-like 101
23450	AT5G27060	AtRLP53	receptor like protein 53
23451	AT5G27060	RLP53	receptor like protein 53
23452	AT5G27070	AGL53	AGAMOUS-like 53
23453	AT5G27080	AtCDC20.3	NULL
23454	AT5G27080	CDC20.3	cell division cycle 20.3
23455	AT5G27090	AGL54	AGAMOUS-like 54
23456	AT5G27100	ATGLR2.1	ARABIDOPSIS THALIANA GLUTAMATE RECEPTOR 2.1
23457	AT5G27100	GLR2.1	glutamate receptor 2.1
23458	AT5G27130	AGL39	AGAMOUS-like 39
23459	AT5G27150	AT-NHX1	NULL
23460	AT5G27150	ATNHX	NULL
23461	AT5G27150	ATNHX1	NULL
23462	AT5G27150	NHX1	Na+/H+ exchanger 1
23463	AT5G27200	ACP5	acyl carrier protein 5
23464	AT5G27200	AtACP5	NULL
23465	AT5G27210	Cand8	candidate G-protein Coupled Receptor 8
23466	AT5G27270	EMB976	EMBRYO DEFECTIVE 976
23467	AT5G27270	PDM4	Pigment-Defective Mutant4
23468	AT5G27320	ATGID1C	NULL
23469	AT5G27320	GID1C	GA INSENSITIVE DWARF1C
23470	AT5G27350	SFP1	NULL
23471	AT5G27360	SFP2	NULL
23472	AT5G27370	DMP10	DUF679 domain membrane protein 10
23473	AT5G27380	AtGSH2	NULL
23474	AT5G27380	GSH2	glutathione synthetase 2
23475	AT5G27380	GSHB	NULL
23476	AT5G27420	ATL31	Arabidopsis toxicos en levadura 31
23477	AT5G27420	CNI1	carbon/nitrogen insensitive 1
23478	AT5G27450	MK	mevalonate kinase
23479	AT5G27450	MVK	MEVALONATE KINASE
23480	AT5G27520	AtPNC2	NULL
23481	AT5G27520	PNC2	peroxisomal adenine nucleotide carrier 2
23482	AT5G27540	emb2473	embryo defective 2473
23483	AT5G27540	MIRO1	MIRO-related GTP-ase 1
23484	AT5G27570	AtCDC20.5	NULL
23485	AT5G27570	CDC20.5	cell division cycle 20.5
23486	AT5G27580	AGL89	AGAMOUS-like 89
23487	AT5G27600	ATLACS7	NULL
23488	AT5G27600	LACS7	long-chain acyl-CoA synthetase 7
23489	AT5G27610	ALY1	ALWAYS EARLY 1
23490	AT5G27610	ATALY1	ARABIDOPSIS THALIANA ALWAYS EARLY 1
23491	AT5G27620	CYCH;1	cyclin H;1
23492	AT5G27630	ACBP5	acyl-CoA binding protein 5
23493	AT5G27630	AtACBP5	NULL
23494	AT5G27640	ATEIF3B-1	NULL
23495	AT5G27640	ATTIF3B1	ARABIDOPSIS THALIANA TRANSLATION INITIATION FACTOR 3B1
23496	AT5G27640	EIF3B	EUKARYOTIC TRANSLATION INITIATION FACTOR 3B
23497	AT5G27640	EIF3B-1	EUKARYOTIC TRANSLATION INITIATION FACTOR 3B1
23498	AT5G27640	TIF3B1	translation initiation factor 3B1
23499	AT5G27650	PDP1	PWWP domain protein 1
23500	AT5G27660	AtPARK13	Arabidopsis PARK13 homolog
23501	AT5G27660	DEG14	degradation of periplasmic proteins 14
23502	AT5G27660	PARK13	NULL
23503	AT5G27670	h2a.w.7	NULL
23504	AT5G27670	HTA7	histone H2A 7
23505	AT5G27680	RECQSIM	RECQ helicase SIM
23506	AT5G27690	AtHMP49	HEAVY METAL ASSOCIATED PROTEIN 49
23507	AT5G27700	eS21y	Ribosomal Protein eS21y
23508	AT5G27700	EVR1L1	EVERSHED1-LIKE 1
23509	AT5G27700	RPS21C	NULL
23510	AT5G27720	emb1644	embryo defective 1644
23511	AT5G27720	LSM4	SM-like protein 4
23512	AT5G27740	EMB161	EMBRYO DEFECTIVE 161
23513	AT5G27740	EMB251	EMBRYO DEFECTIVE 251
23514	AT5G27740	EMB2775	EMBRYO DEFECTIVE 2775
23515	AT5G27740	RFC3	replication factor C 3
23516	AT5G27740	RFC5	replication factor C 5
23517	AT5G27760	AtHIGD2	HYPOXIA-INDUCED GENE DOMAIN 2
23518	AT5G27770	eL22y	Ribosomal Protein eL22y
23519	AT5G27780	SAUR75	SMALL AUXIN UP RNA 75
23520	AT5G27807	EEP1	EARLY EXTRA PETALS 1
23521	AT5G27807	MIR164	MICRORNA 164
23522	AT5G27807	MIR164C	microRNA164C
23523	AT5G27820	uL18m	NULL
23524	AT5G27830	FBP	FOLATE BINDING PROTEIN
23525	AT5G27840	AUN2	ATUNIS2
23526	AT5G27840	TOPP8	NULL
23527	AT5G27850	eL18x	Ribosomal Protein eL18x
23528	AT5G27850	RPL18C	NULL
23529	AT5G27870	PMEI-PME28	NULL
23530	AT5G27910	NF-YC8	"nuclear factor Y, subunit C8"
23531	AT5G27920	RAH1	RAE1  Homolog  1
23532	AT5G27927	SADHU5-2	sadhu non-coding retrotransposon 5-2
23533	AT5G27930	EGR2	E Growth-Regulating 2
23534	AT5G27940	WPP3	WPP domain protein 3
23535	AT5G27960	AGL90	AGAMOUS-like 90
23536	AT5G28020	ATCYSD2	CYSTEINE SYNTHASE D2
23537	AT5G28020	CYSD2	cysteine synthase D2
23538	AT5G28030	DES1	L-cysteine desulfhydrase 1
23539	AT5G28040	VFP4	VIRF INTERACTING PROTEIN 4
23540	AT5G28050	GSDA	guanosine deaminase
23541	AT5G28060	eS24y	Ribosomal Protein eS24y
23542	AT5G28060	RPS24B	NULL
23543	AT5G28080	AtWNK9	NULL
23544	AT5G28080	WNK9	NULL
23545	AT5G28237	TSB4	NULL
23546	AT5G28290	ATNEK3	NIMA-related kinase 3
23547	AT5G28290	NEK3	NIMA-related kinase 3
23548	AT5G28300	AtGT2L	NULL
23549	AT5G28300	GT2L	GT-2Like protein
23550	AT5G28360	ACS3	1-aminocyclopropane-1-carboxylate synthase like pseudogene
23551	AT5G28470	AtNPF2.8	NULL
23552	AT5G28470	FST1	FLAVONOL SOPHOROSIDE TRANSPORTER 1
23553	AT5G28470	NPF2.8	nitrate and peptide family 2.8
23554	AT5G28490	LSH1	LIGHT-DEPENDENT SHORT HYPOCOTYLS 1
23555	AT5G28490	OBO2	ORGAN BOUNDARY 2
23556	AT5G28510	BGLU24	beta glucosidase 24
23557	AT5G28530	FRS10	FAR1-related sequence 10
23558	AT5G28540	BIP1	NULL
23559	AT5G28540	HSP70-11	NULL
23560	AT5G28626	SADHU1-3	sadhu non-coding retrotransposon 1-3
23561	AT5G28640	AN3	ANGUSTIFOLIA 3
23562	AT5G28640	ATGIF1	ARABIDOPSIS GRF1-INTERACTING FACTOR 1
23563	AT5G28640	GIF	GRF1-INTERACTING FACTOR
23564	AT5G28640	GIF1	GRF1-INTERACTING FACTOR 1
23565	AT5G28646	WVD2	WAVE-DAMPENED 2
23566	AT5G28650	ATWRKY74	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 74
23567	AT5G28650	WRKY74	WRKY DNA-binding protein 74
23568	AT5G28680	ANX2	ANXUR2
23569	AT5G28750	TATA	TWIN-ARGININE TRANSLOCATION A
23570	AT5G28770	AtbZIP63	Arabidopsis thaliana basic leucine zipper 63
23571	AT5G28770	bZIP63	NULL
23572	AT5G28770	BZO2H3	NULL
23573	AT5G28840	GME	GDP-D-mannose 3
23574	AT5G28913	SADHU4-1	sadhu non-coding retrotransposon 4-1
23575	AT5G29000	PHL1	PHR1-like 1
23576	AT5G29560	CLO8	NULL
23577	AT5G30500	GolS10	galactinol synthase 10
23578	AT5G30510	ARRPS1	NULL
23579	AT5G30510	bS1c	Ribosomal Protein bS1c
23580	AT5G30510	PRPS1	plastid ribosomal protein S1
23581	AT5G30510	RPS1	ribosomal protein S1
23582	AT5G32450	BPL4	BPA1-Like 4
23583	AT5G32470	PALE1	PALE GREEN 1
23584	AT5G32470	TH-2	NULL
23585	AT5G32470	TH2	THIAMINE REQUIRING 2
23586	AT5G33210	SRS8	SHI-related sequence 8
23587	AT5G33280	AtCLCg	NULL
23588	AT5G33280	CLCg	chloride channel G
23589	AT5G33290	XGD1	xylogalacturonan deficient 1
23590	AT5G33320	ARAPPT	ARABIDOPSIS THALIANA PHOSPHATE/PHOSPHOENOLPYRUVATE TRANSLOCATOR
23591	AT5G33320	CUE1	CAB UNDEREXPRESSED 1
23592	AT5G33320	NOX1	Nitrous Oxide Overexpressor 1
23593	AT5G33320	PPT	PHOSPHOENOLPYRUVATE/PHOSPHATE TRANSLOCATOR
23594	AT5G33340	CDR1	CONSTITUTIVE DISEASE RESISTANCE 1
23595	AT5G33355	DEFL207	defensin-like protein 207
23596	AT5G33370	CUS2	CUTIN SYNTHASE2
23597	AT5G34850	ATPAP26	PURPLE ACID PHOSPHATASE 26
23598	AT5G34850	PAP26	purple acid phosphatase 26
23599	AT5G34850	PUP3	phosphatase-under producer 3
23600	AT5G34853	MUG8	MUSTANG 8
23601	AT5G34930	TyrA1	TyrA arogenate dehydrogenase1
23602	AT5G34940	AtGUS3	glucuronidase 3
23603	AT5G34940	GUS3	glucuronidase 3
23604	AT5G35080	AtOS9	NULL
23605	AT5G35080	OS9	OS9
23606	AT5G35100	CYP28	CYCLOPHILIN28
23607	AT5G35110	ASR1	ABA-induced Serine-rich Repressor 1
23608	AT5G35160	TMN11	NULL
23609	AT5G35190	EXT13	extensin 13
23610	AT5G35200	PICALM3	NULL
23611	AT5G35210	DDP1	DDT-PHD PROTEIN1
23612	AT5G35210	PTM	PHD  type  transcription  factor  with  transmembrane  domains
23613	AT5G35220	AMOS1	ammonium overly sensitive 1
23614	AT5G35220	EGY1	ETHYLENE-DEPENDENT GRAVITROPISM-DEFICIENT AND YELLOW-GREEN 1
23615	AT5G35220	EVR3	enhancer of variegation3
23616	AT5G35330	ATMBD2	NULL
23617	AT5G35330	MBD02	methyl-CPG-binding domain protein 02
23618	AT5G35330	MBD2	METHYL-CPG-BINDING DOMAIN PROTEIN 2
23619	AT5G35338	MBD12	methyl-CPG-binding domain 12
23620	AT5G35360	CAC2	acetyl Co-enzyme a carboxylase biotin carboxylase subunit
23621	AT5G35390	PRK1	pollen receptor like kinase 1
23622	AT5G35400	TRUA5	NULL
23623	AT5G35407	MIR396B	microRNA396B
23624	AT5G35410	ATSOS2	SALT OVERLY SENSITIVE 2
23625	AT5G35410	CIPK24	CBL-INTERACTING PROTEIN KINASE 24
