	Rep	Medium	Microbes	Carbon	Carbon2	Rep	Time	Area	Length
	R2	MS	MF	3OM.Galactose	Galactose	25	1W	0.1811	4.1622
	R2	MS	F16	Glucose	Glucose	1	1W	0.038	0.8501
	R2	MS	F16	Glucose	Glucose	2	1W	0.0308	0.7083
	R2	MS	F16	Glucose	Glucose	3	1W	0.0235	0.5257
	R2	MS	F16	Glucose	Glucose	4	1W	0.0199	0.473
	R2	MS	F16	Glucose	Glucose	5	1W	0.0525	1.153
	R2	MS	F16	Glucose	Glucose	6	1W	0.0453	0.9855
	R2	MS	F16	Glucose	Glucose	7	1W	0.0416	0.8968
	R2	MS	F16	Glucose	Glucose	8	1W	0.0308	0.6507
	R2	MS	F16	Glucose	Glucose	9	1W	0.0272	0.594
	R2	MS	F16	Glucose	Glucose	10	1W	0.0308	0.6637
	R2	MS	F16	Glucose	Glucose	11	1W	0.0326	0.7274
	R2	MS	F16	Glucose	Glucose	12	1W	0.0235	0.5364
	R2	MS	F16	Glucose	Glucose	13	1W	0.0254	0.5773
	R2	MS	F16	Glucose	Glucose	14	1W	0.0362	0.8152
	R2	MS	F16	Glucose	Glucose	15	1W	0.0235	0.5262
	R2	MS	F16	Glucose	Glucose	16	1W	0.0181	0.3987
	R2	MS	F16	Glucose	Glucose	17	1W	0.029	0.652
	R2	MS	F16	Glucose	Glucose	18	1W	0.0217	0.538
	R2	MS	F16	Glucose	Glucose	19	1W	0.0163	0.3749
	R2	MS	F16	Glucose	Glucose	20	1W	0.0163	0.3478
	R2	MS	F16	Glucose	Glucose	21	1W	0.0272	0.5844
	R2	MS	F16	Glucose	Glucose	22	1W	0.0217	0.478
	R2	MS	F16	Glucose	Glucose	23	1W	0.0145	0.3167
	R2	MS	F16	Glucose	Glucose	24	1W	0.0199	0.4515
	R2	MS	F16	Glucose	Glucose	25	1W	0.0416	0.9548
	R2	MS	F16	OM.Glucose	Glucose	1	1W	0.0507	1.1784
	R2	MS	F16	OM.Glucose	Glucose	2	1W	0.0742	1.7218
	R2	MS	F16	OM.Glucose	Glucose	3	1W	0.0362	0.8569
	R2	MS	F16	OM.Glucose	Glucose	4	1W	0.0362	0.8406
	R2	MS	F16	OM.Glucose	Glucose	5	1W	0.0453	1.0574
	R2	MS	F16	OM.Glucose	Glucose	6	1W	0.0308	0.7141
	R2	MS	F16	OM.Glucose	Glucose	7	1W	0.0435	1.0051
	R2	MS	F16	OM.Glucose	Glucose	8	1W	0.0398	0.912
	R2	MS	F16	OM.Glucose	Glucose	9	1W	0.0507	1.1734
	R2	MS	F16	OM.Glucose	Glucose	10	1W	0.0272	0.6127
	R2	MS	F16	OM.Glucose	Glucose	11	1W	0.0254	0.5726
	R2	MS	F16	OM.Glucose	Glucose	12	1W	0.0543	1.263
	R2	MS	F16	OM.Glucose	Glucose	13	1W	0.0779	1.751
	R2	MS	F16	OM.Glucose	Glucose	14	1W	0.0308	0.7034
	R2	MS	F16	OM.Glucose	Glucose	15	1W	0.0326	0.7376
	R2	MS	F16	OM.Glucose	Glucose	16	1W	0.0254	0.5726
	R2	MS	F16	OM.Glucose	Glucose	17	1W	0.0163	0.3661
	R2	MS	F16	OM.Glucose	Glucose	18	1W	0.0199	0.4408
	R2	MS	F16	OM.Glucose	Glucose	19	1W	0.0217	0.4991
	R2	MS	F16	OM.Glucose	Glucose	20	1W	0.0308	0.698
	R2	MS	F16	OM.Glucose	Glucose	21	1W	0.0272	0.6099
	R2	MS	F16	OM.Glucose	Glucose	22	1W	0.0453	1.0214
	R2	MS	F16	OM.Glucose	Glucose	23	1W	0.038	0.9066
	R2	MS	F16	OM.Glucose	Glucose	24	1W	0.0362	0.8175
	R2	MS	F16	OM.Glucose	Glucose	25	1W	0.0489	1.1205
	R2	MS	F16	3OM.Glucose	Glucose	1	1W	0.2263	5.2834
	R2	MS	F16	3OM.Glucose	Glucose	2	1W	0.1159	2.7009
	R2	MS	F16	3OM.Glucose	Glucose	3	1W	0.1159	2.6785
	R2	MS	F16	3OM.Glucose	Glucose	4	1W	0.0706	1.6858
	R2	MS	F16	3OM.Glucose	Glucose	5	1W	0.1358	3.1642
	R2	MS	F16	3OM.Glucose	Glucose	6	1W	0.1286	3.0008
	R2	MS	F16	3OM.Glucose	Glucose	7	1W	0.1159	2.6904
	R2	MS	F16	3OM.Glucose	Glucose	8	1W	0.1141	2.6691
	R2	MS	F16	3OM.Glucose	Glucose	9	1W	0.1068	2.4765
	R2	MS	F16	3OM.Glucose	Glucose	10	1W	0.2481	5.7629
	R2	MS	F16	3OM.Glucose	Glucose	11	1W	0.1865	4.3223
	R2	MS	F16	3OM.Glucose	Glucose	12	1W	0.1304	3.0389
	R2	MS	F16	3OM.Glucose	Glucose	13	1W	0.1793	4.2107
	R2	MS	F16	3OM.Glucose	Glucose	14	1W	0.1865	4.3427
	R2	MS	F16	3OM.Glucose	Glucose	15	1W	0.2227	5.1883
	R2	MS	F16	3OM.Glucose	Glucose	16	1W	0.0887	2.0345
	R2	MS	F16	3OM.Glucose	Glucose	17	1W	0.1937	4.5001
	R2	MS	F16	3OM.Glucose	Glucose	18	1W	0.0362	0.8314
	R2	MS	F16	3OM.Glucose	Glucose	19	1W	0.1195	2.7725
	R2	MS	F16	3OM.Glucose	Glucose	20	1W	0.23	5.3003
	R2	MS	F16	3OM.Glucose	Glucose	21	1W	0.1648	3.8457
	R2	MS	F16	3OM.Glucose	Glucose	22	1W	0.1847	4.2887
	R2	MS	F16	3OM.Glucose	Glucose	23	1W	0.1467	3.4421
	R2	MS	F16	3OM.Glucose	Glucose	24	1W	0.1666	3.8689
	R2	MS	F16	3OM.Glucose	Glucose	25	1W	0.1521	3.5322
	R2	MS	F16	Galactose	Galactose	1	1W	0.0254	0.5716
	R2	MS	F16	Galactose	Galactose	2	1W	0.0272	0.6017
	R2	MS	F16	Galactose	Galactose	3	1W	0.0181	0.4187
	R2	MS	F16	Galactose	Galactose	4	1W	0.0326	0.7256
	R2	MS	F16	Galactose	Galactose	5	1W	0.0199	0.4611
	R2	MS	F16	Galactose	Galactose	6	1W	0.0254	0.5835
	R2	MS	F16	Galactose	Galactose	7	1W	0.0217	0.494
	R2	MS	F16	Galactose	Galactose	8	1W	0.0145	0.3292
	R2	MS	F16	Galactose	Galactose	9	1W	0.0398	0.9093
	R2	MS	F16	Galactose	Galactose	10	1W	0.0616	1.4138
	R2	MS	F16	Galactose	Galactose	11	1W	0.0127	0.2851
	R2	MS	F16	Galactose	Galactose	12	1W	0.0145	0.3377
	R2	MS	F16	Galactose	Galactose	13	1W	0.029	0.6613
	R2	MS	F16	Galactose	Galactose	14	1W	0.0362	0.8366
	R2	MS	F16	Galactose	Galactose	15	1W	0.029	0.6762
	R2	MS	F16	Galactose	Galactose	16	1W	0.0181	0.3965
	R2	MS	F16	Galactose	Galactose	17	1W	0.0217	0.4753
	R2	MS	F16	Galactose	Galactose	18	1W	0.0326	0.7366
	R2	MS	F16	Galactose	Galactose	19	1W	0.0344	0.7859
	R2	MS	F16	Galactose	Galactose	20	1W	0.0145	0.328
	R2	MS	F16	Galactose	Galactose	21	1W	0.0308	0.6926
	R2	MS	F16	Galactose	Galactose	22	1W	0.0145	0.3102
	R2	MS	F16	Galactose	Galactose	23	1W	0.0199	0.4284
	R2	MS	F16	Galactose	Galactose	24	1W	0.0217	0.4725
	R2	MS	F16	Galactose	Galactose	25	1W	0.0217	0.5062
	R2	MS	F16	OM.Galactose	Galactose	1	1W	0.0561	1.3115
	R2	MS	F16	OM.Galactose	Galactose	2	1W	0.0272	0.6143
	R2	MS	F16	OM.Galactose	Galactose	3	1W	0.0507	1.1638
	R2	MS	F16	OM.Galactose	Galactose	4	1W	0.0308	0.7163
	R2	MS	F16	OM.Galactose	Galactose	5	1W	0.0181	0.3844
	R2	MS	F16	OM.Galactose	Galactose	6	1W	0.0561	1.2965
	R2	MS	F16	OM.Galactose	Galactose	7	1W	0.029	0.7174
	R2	MS	F16	OM.Galactose	Galactose	8	1W	0.0217	0.5106
	R2	MS	F16	OM.Galactose	Galactose	9	1W	0.0543	1.2573
	R2	MS	F16	OM.Galactose	Galactose	10	1W	0.0326	0.7416
	R2	MS	F16	OM.Galactose	Galactose	11	1W	0.0453	1.0792
	R2	MS	F16	OM.Galactose	Galactose	12	1W	0.0217	0.5177
	R2	MS	F16	OM.Galactose	Galactose	13	1W	0.0761	1.7464
	R2	MS	F16	OM.Galactose	Galactose	14	1W	0.067	1.5892
	R2	MS	F16	OM.Galactose	Galactose	15	1W	0.0507	1.1436
	R2	MS	F16	OM.Galactose	Galactose	16	1W	0.038	0.893
	R2	MS	F16	OM.Galactose	Galactose	17	1W	0.0634	1.4744
	R2	MS	F16	OM.Galactose	Galactose	18	1W	0.0561	1.311
	R2	MS	F16	OM.Galactose	Galactose	19	1W	0.0344	0.7951
	R2	MS	F16	OM.Galactose	Galactose	20	1W	0.0652	1.4955
	R2	MS	F16	OM.Galactose	Galactose	21	1W	0.0742	1.719
	R2	MS	F16	OM.Galactose	Galactose	22	1W	0.0344	0.7682
	R2	MS	F16	OM.Galactose	Galactose	23	1W	0.0326	0.7315
	R2	MS	F16	OM.Galactose	Galactose	24	1W	0.0453	1.0224
	R2	MS	F16	OM.Galactose	Galactose	25	1W	0.0507	1.1798
	R2	MS	F16	3OM.Galactose	Galactose	1	1W	0.0634	1.4663
	R2	MS	F16	3OM.Galactose	Galactose	2	1W	0.0435	1.006
	R2	MS	F16	3OM.Galactose	Galactose	3	1W	0.0217	0.4706
	R2	MS	F16	3OM.Galactose	Galactose	4	1W	0.0272	0.624
	R2	MS	F16	3OM.Galactose	Galactose	5	1W	0.0127	0.2814
	R2	MS	F16	3OM.Galactose	Galactose	6	1W	0.0272	0.6108
	R2	MS	F16	3OM.Galactose	Galactose	7	1W	0.038	0.882
	R2	MS	F16	3OM.Galactose	Galactose	8	1W	0.0254	0.5636
	R2	MS	F16	3OM.Galactose	Galactose	9	1W	0.0127	0.2642
	R2	MS	F16	3OM.Galactose	Galactose	10	1W	0.0272	0.6314
	R2	MS	F16	3OM.Galactose	Galactose	11	1W	0.0489	1.1173
	R2	MS	F16	3OM.Galactose	Galactose	12	1W	0.0435	0.9775
	R2	MS	F16	3OM.Galactose	Galactose	13	1W	0.038	0.8694
	R2	MS	F16	3OM.Galactose	Galactose	14	1W	0.0416	0.9683
	R2	MS	F16	3OM.Galactose	Galactose	15	1W	0.0199	0.4315
	R2	MS	F16	3OM.Galactose	Galactose	16	1W	0.038	0.8523
	R2	MS	F16	3OM.Galactose	Galactose	17	1W	0.0272	0.6218
	R2	MS	F16	3OM.Galactose	Galactose	18	1W	0.0254	0.5653
	R2	MS	F16	3OM.Galactose	Galactose	19	1W	0.0254	0.5877
	R2	MS	F16	3OM.Galactose	Galactose	20	1W	0.0416	0.9498
	R2	MS	F16	3OM.Galactose	Galactose	21	1W	0.0435	1.0207
	R2	MS	F16	3OM.Galactose	Galactose	22	1W	0.0507	1.1799
	R2	MS	F16	3OM.Galactose	Galactose	23	1W	0.0453	1.0199
	R2	MS	F16	3OM.Galactose	Galactose	24	1W	0.0507	1.1535
	R2	MS	F16	3OM.Galactose	Galactose	25	1W	0.029	0.6318
	R2	MS	F16	Mannose	Mannose	1	1W	0.0272	0.6216
	R2	MS	F16	Mannose	Mannose	2	1W	0.0344	0.776
	R2	MS	F16	Mannose	Mannose	3	1W	0.0163	0.3559
	R2	MS	F16	Mannose	Mannose	4	1W	0.0235	0.5255
	R2	MS	F16	Mannose	Mannose	5	1W	0.0272	0.606
	R2	MS	F16	Mannose	Mannose	6	1W	0.029	0.6395
	R2	MS	F16	Mannose	Mannose	7	1W	0.0181	0.3922
	R2	MS	F16	Mannose	Mannose	8	1W	0.0163	0.3482
	R2	MS	F16	Mannose	Mannose	9	1W	0.029	0.6615
	R2	MS	F16	Mannose	Mannose	10	1W	0.0217	0.4994
	R2	MS	F16	Mannose	Mannose	11	1W	0.0163	0.3837
	R2	MS	F16	Mannose	Mannose	12	1W	0.0235	0.561
	R2	MS	F16	Mannose	Mannose	13	1W	0.0254	0.57
	R2	MS	F16	Mannose	Mannose	14	1W	0.0235	0.5155
	R2	MS	F16	Mannose	Mannose	15	1W	0.0272	0.6005
	R2	MS	F16	Mannose	Mannose	16	1W	0.0127	0.281
	R2	MS	F16	Mannose	Mannose	17	1W	0.0163	0.343
	R2	MS	F16	Mannose	Mannose	18	1W	0.0145	0.3151
	R2	MS	F16	Mannose	Mannose	19	1W	0.0326	0.7479
	R2	MS	F16	Mannose	Mannose	20	1W	0.0235	0.5502
	R2	MS	F16	Mannose	Mannose	21	1W	0.0145	0.3115
	R2	MS	F16	Mannose	Mannose	22	1W	0.0235	0.5353
	R2	MS	F16	Mannose	Mannose	23	1W	0.0145	0.2993
	R2	MS	F16	Mannose	Mannose	24	1W	0.0163	0.3487
	R2	MS	F16	Mannose	Mannose	25	1W	0.0199	0.4539
	R2	MS	F16	OM.Mannose	Mannose	1	1W	0.0217	0.4964
	R2	MS	F16	OM.Mannose	Mannose	2	1W	0.0127	0.2896
	R2	MS	F16	OM.Mannose	Mannose	3	1W	0.0471	1.0864
	R2	MS	F16	OM.Mannose	Mannose	4	1W	0.029	0.6664
	R2	MS	F16	OM.Mannose	Mannose	5	1W	0.0272	0.6342
	R2	MS	F16	OM.Mannose	Mannose	6	1W	0.0181	0.384
	R2	MS	F16	OM.Mannose	Mannose	7	1W	0.038	0.8684
	R2	MS	F16	OM.Mannose	Mannose	8	1W	0.0362	0.8271
	R2	MS	F16	OM.Mannose	Mannose	9	1W	0.0471	1.0923
	R2	MS	F16	OM.Mannose	Mannose	10	1W	0.0471	1.087
	R2	MS	F16	OM.Mannose	Mannose	11	1W	0.0489	1.1257
	R2	MS	F16	OM.Mannose	Mannose	12	1W	0.0344	0.7879
	R2	MS	F16	OM.Mannose	Mannose	13	1W	0.0344	0.7877
	R2	MS	F16	OM.Mannose	Mannose	14	1W	0.0272	0.6076
	R2	MS	F16	OM.Mannose	Mannose	15	1W	0.0254	0.5955
	R2	MS	F16	OM.Mannose	Mannose	16	1W	0.0344	0.7801
	R2	MS	F16	OM.Mannose	Mannose	17	1W	0.0344	0.7721
	R2	MS	F16	OM.Mannose	Mannose	18	1W	0.0344	0.8001
	R2	MS	F16	OM.Mannose	Mannose	19	1W	0.0235	0.5178
	R2	MS	F16	OM.Mannose	Mannose	20	1W	0.0308	0.7138
	R2	MS	F16	OM.Mannose	Mannose	21	1W	0.0254	0.563
	R2	MS	F16	OM.Mannose	Mannose	22	1W	0.0416	0.9348
	R2	MS	F16	OM.Mannose	Mannose	23	1W	0.0416	0.9735
	R2	MS	F16	OM.Mannose	Mannose	24	1W	0.0435	0.9928
	R2	MS	F16	OM.Mannose	Mannose	25	1W	0.029	0.648
	R2	MS	F16	3OM.Mannose	Mannose	1	1W	0.1956	4.377
	R2	MS	F16	3OM.Mannose	Mannose	2	1W	0.1666	3.795
	R2	MS	F16	3OM.Mannose	Mannose	3	1W	0.0815	1.8665
	R2	MS	F16	3OM.Mannose	Mannose	4	1W	0.1467	3.3849
	R2	MS	F16	3OM.Mannose	Mannose	5	1W	0.0815	1.8775
	R2	MS	F16	3OM.Mannose	Mannose	6	1W	0.1249	2.8515
	R2	MS	F16	3OM.Mannose	Mannose	7	1W	0.3296	7.6862
	R2	MS	F16	3OM.Mannose	Mannose	8	1W	0.2644	6.184
	R2	MS	F16	3OM.Mannose	Mannose	9	1W	0.2897	6.7434
	R2	MS	F16	3OM.Mannose	Mannose	10	1W	0.0579	1.3394
	R2	MS	F16	3OM.Mannose	Mannose	11	1W	0.2825	6.5986
	R2	MS	F16	3OM.Mannose	Mannose	12	1W	0.2426	5.6672
	R2	MS	F16	3OM.Mannose	Mannose	13	1W	0.2354	5.4977
	R2	MS	F16	3OM.Mannose	Mannose	14	1W	0.2897	6.7902
	R2	MS	F16	3OM.Mannose	Mannose	15	1W	0.3205	7.4977
	R2	MS	F16	3OM.Mannose	Mannose	16	1W	0.0869	1.9942
	R2	MS	F16	3OM.Mannose	Mannose	17	1W	0.1793	4.1554
	R2	MS	F16	3OM.Mannose	Mannose	18	1W	0.134	3.1207
	R2	MS	F16	3OM.Mannose	Mannose	19	1W	0.1503	3.475
	R2	MS	F16	3OM.Mannose	Mannose	20	1W	0.0887	2.0829
	R2	MS	F16	3OM.Mannose	Mannose	21	1W	0.0579	1.3321
	R2	MS	F16	3OM.Mannose	Mannose	22	1W	0.0887	2.0385
	R2	MS	F16	3OM.Mannose	Mannose	23	1W	0.0923	2.1308
	R2	MS	F16	3OM.Mannose	Mannose	24	1W	0.0833	1.9465
	R2	MS	F16	3OM.Mannose	Mannose	25	1W	0.0833	1.9562
