TranscriptID	Control_3OMG_F16_1	Control_3OMG_F16_2	Control_3OMG_F16_3	Control_3OMG_F16_4	Control_Water_F16_1	Control_Water_F16_2	Control_Water_F16_3	Plant_3OMG_F16_1	Plant_3OMG_F16_2	Plant_3OMG_F16_3	Plant_3OMG_F16_4	m3OMG_microbeFree_1	m3OMG_microbeFree_2	m3OMG_microbeFree_3	m3OMG_microbeFree_4	Plant_Water_F16_1	Plant_Water_F16_2	Plant_Water_F16_3	Plant_Water_F16_4	water_microbeFree_1	water_microbeFree_2	water_microbeFree_3	water_microbeFree_4
gene_5612	134	117	78	113	125	162	140	30	47	41	25	0	0	0	0	89	31	34	35	0	0	0	0
gene_5613	38	51	29	50	53	43	68	13	17	14	11	0	0	0	0	20	7	12	19	0	0	0	0
gene_5623	118	112	90	143	174	203	214	14	31	32	26	0	0	0	0	56	31	45	36	0	1	0	0
gene_5625	17	19	17	18	23	22	23	3	3	7	7	0	0	0	0	12	9	26	20	0	0	0	0
gene_5632	28	44	27	57	59	35	73	6	14	13	9	0	0	0	0	26	13	22	24	0	0	0	0
gene_5633	27	17	12	6	22	24	50	1	3	5	5	0	0	0	0	11	5	9	10	0	0	0	0
gene_5635	9	7	2	5	12	8	12	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
gene_5634	8	17	12	27	17	38	24	4	9	8	6	0	0	0	0	17	8	28	8	0	0	0	0
gene_5639	22	28	31	30	28	32	41	9	6	5	0	0	0	0	0	15	7	10	19	0	0	0	0
gene_5642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_5645	1	8	8	12	12	8	16	0	2	0	3	0	0	0	0	12	7	1	2	0	0	0	0
gene_5651	124	121	73	86	149	164	128	34	34	34	47	0	0	0	0	70	31	77	84	0	0	0	0
gene_5655	10	3	4	8	19	12	19	0	3	0	1	0	0	0	0	21	10	16	10	0	0	0	0
gene_5654	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene_5659	3	1	7	1	1	3	3	3	2	2	2	0	0	0	0	11	1	0	3	0	0	0	0
gene_5661	8	5	4	6	13	9	7	1	0	1	2	0	0	0	0	1	2	2	5	0	0	0	0
gene_5658	16	10	11	5	16	14	15	4	0	2	4	0	0	0	0	1	2	4	6	0	0	0	0
gene_5674	2	0	3	7	2	13	4	0	4	1	0	0	0	0	0	4	0	1	2	0	0	0	0
gene_5679	43	28	33	47	29	49	58	6	8	7	14	0	0	0	0	21	16	13	16	0	0	0	0
gene_5682	0	0	1	3	1	1	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
gene_5686	171	178	140	239	201	183	237	25	32	28	25	0	0	0	0	74	28	64	53	0	0	0	0
gene_5687	75	81	54	94	122	113	108	8	36	15	18	0	0	0	0	32	21	38	22	0	0	0	0
gene_791	35	41	35	42	45	100	98	19	39	33	19	0	0	0	0	123	45	95	71	0	0	0	0
gene_5691	5	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene_5690	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_5694	60	70	63	67	69	89	102	10	26	16	16	0	0	2	0	52	13	32	18	0	0	0	0
gene_5695	28	31	34	26	41	54	57	21	24	25	11	0	0	0	0	42	19	26	32	0	0	0	0
gene_5700	149	181	172	187	203	228	282	53	72	61	42	0	0	0	0	115	54	115	107	0	0	0	0
gene_792	6	5	2	10	5	8	14	8	5	2	1	0	0	0	0	15	5	14	12	0	0	0	0
gene_5706	285	282	195	248	269	315	372	21	49	61	24	0	0	0	0	127	45	70	80	0	0	0	0
gene_5707	5	5	6	1	7	6	20	1	0	2	4	0	0	0	0	2	1	2	4	0	0	0	0
gene_5705	126	100	82	119	125	118	149	13	17	9	5	0	0	0	0	2	12	19	32	0	0	0	0
gene_5703	93	59	60	95	87	79	73	5	7	5	7	0	0	0	0	15	3	13	13	0	0	0	0
gene_5704	45	40	19	37	37	44	47	6	8	8	8	0	0	0	0	22	10	23	16	0	0	0	0
gene_5708	70	51	51	61	32	34	50	2	12	5	5	0	0	0	0	17	4	14	7	0	0	0	0
gene_5711	17	28	32	21	31	30	23	2	2	0	6	0	0	0	0	3	1	12	1	0	0	0	0
gene_795	12	10	16	22	11	25	29	0	2	5	2	0	0	0	0	9	2	3	6	0	0	0	0
gene_5717	42	59	65	72	80	94	78	14	27	12	12	0	0	0	0	60	19	33	44	0	0	0	0
gene_5716	43	21	29	54	42	56	37	5	28	15	8	0	0	0	0	16	19	13	7	0	0	0	0
gene_5718	108	83	70	116	88	70	83	46	70	61	68	0	0	0	0	87	54	110	75	0	0	0	0
gene_5729	97	81	65	100	259	231	322	9	2	15	2	0	0	0	0	20	8	10	9	0	0	0	0
gene_5732	4	3	2	5	3	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_5735	350	353	233	324	317	398	431	44	79	68	72	0	0	0	0	115	65	116	74	0	0	0	0
gene_5736	350	335	237	345	381	434	518	69	112	89	81	0	0	0	0	176	61	157	120	0	0	0	0
gene_5738	481	551	542	615	632	747	884	69	98	136	71	0	0	0	0	281	94	183	111	0	0	0	0
gene_5739	15	9	8	6	26	17	19	3	2	3	1	0	0	0	0	12	3	2	6	0	0	0	0
gene_5740	239	187	179	219	210	334	266	68	86	89	56	1	0	0	0	129	46	112	71	0	0	2	0
gene_5742	59	74	61	94	118	119	107	19	17	14	6	0	0	0	0	16	14	22	7	0	0	0	0
gene_5743	46	36	25	39	36	35	44	11	24	17	18	0	0	0	0	4	5	1	4	0	0	0	0
gene_5748	2	2	0	1	0	0	3	2	5	3	2	0	0	0	0	16	9	6	5	0	0	0	0
gene_5746	30	55	49	63	55	68	103	8	14	12	3	0	0	0	0	45	15	25	17	0	0	0	0
gene_5747	374	403	320	485	601	734	678	40	71	56	46	0	0	0	0	121	58	93	88	0	0	0	0
gene_5750	47	59	38	76	53	48	60	10	30	11	16	0	0	0	0	49	14	38	22	0	0	0	0
gene_5752	5	3	0	7	3	4	4	0	1	2	3	0	0	0	0	2	0	1	1	0	0	0	0
gene_5755	47	25	28	22	25	44	42	5	18	12	4	0	0	0	0	13	9	17	6	0	0	0	0
gene_5762	2	1	0	4	0	2	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0
gene_5764	7	12	0	4	14	11	20	3	2	1	0	0	0	0	0	13	3	5	10	0	0	0	0
gene_5766	44	28	33	35	23	39	54	0	10	13	17	0	0	0	0	18	12	21	17	0	0	0	0
gene_5769	34	23	19	33	38	49	40	1	7	5	2	0	0	0	0	18	2	9	7	0	0	0	0
gene_5770	18	15	7	32	21	23	24	8	3	4	1	0	0	0	0	9	3	7	8	0	0	0	0
gene_5775	21	30	24	25	30	46	35	3	17	10	9	0	0	0	0	58	6	26	31	0	0	0	0
gene_5774	61	61	51	64	126	99	95	8	26	20	13	0	0	0	0	43	16	28	22	0	0	0	0
gene_799	2	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0
gene_5779	5	9	2	7	3	4	11	6	4	2	0	0	0	0	0	10	11	7	10	0	0	0	0
gene_5790	0	2	3	11	10	17	4	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0
gene_5797	4	9	6	16	7	12	5	0	2	3	0	0	0	0	0	2	0	1	3	0	0	0	0
gene_5799	14	8	7	4	10	13	13	2	2	0	4	0	0	0	0	2	2	8	4	0	0	0	0
gene_5803	2	1	0	3	5	7	5	2	5	0	0	0	0	0	0	6	2	6	1	0	0	0	0
gene_5808	55	81	38	57	61	69	76	24	38	30	24	0	0	0	0	46	13	27	23	0	0	0	0
gene_803	40	23	23	37	37	45	37	5	10	16	8	0	0	0	0	4	14	11	8	0	0	0	0
gene_5812	14	13	11	17	11	11	11	9	14	7	6	0	0	0	0	4	16	21	14	0	0	0	0
gene_5813	13	5	2	24	6	7	10	0	9	1	3	0	0	0	0	7	6	8	2	0	0	0	0
gene_5815	50	40	39	71	66	67	103	23	45	55	20	0	0	0	0	58	18	50	21	0	0	0	0
gene_5816	22	21	16	18	40	68	40	6	12	7	3	0	0	0	0	23	10	7	9	0	0	0	0
gene_5822	5	0	0	2	0	2	5	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_5825	61	69	43	64	63	91	91	8	12	11	11	0	0	0	0	20	10	15	13	0	0	0	0
gene_806	5	8	3	11	3	8	10	2	4	1	0	0	0	0	0	0	2	6	4	0	0	0	0
gene_5826	23	29	23	17	24	43	30	6	7	6	3	0	0	0	0	23	6	19	7	0	0	0	0
gene_5828	49	35	49	42	52	74	125	19	31	22	18	0	0	0	0	30	17	27	38	0	0	0	0
gene_5833	12	6	10	12	12	17	8	4	5	2	5	0	0	0	0	30	3	15	14	0	0	0	0
gene_5835	62	49	31	72	37	82	79	8	7	8	8	0	0	0	0	13	8	22	13	0	0	0	0
gene_11	23	22	18	14	12	47	22	10	7	6	0	0	0	0	0	7	2	7	15	0	0	0	0
gene_5838	44	73	30	38	37	58	44	8	15	16	31	0	0	0	0	24	13	40	25	0	0	0	1
gene_805	8	1	3	9	6	9	2	3	3	3	0	0	0	0	0	4	1	1	1	0	0	0	0
gene_5842	85	75	57	78	65	114	105	26	22	41	24	0	0	0	0	36	7	36	20	0	0	0	0
gene_5845	21	13	19	29	8	16	29	2	2	3	0	0	0	0	0	4	1	3	2	0	0	0	0
gene_5844	0	10	3	2	0	1	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene_5847	27	21	5	26	17	14	41	0	5	7	2	0	0	0	0	7	0	2	1	0	0	0	0
gene_5851	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_5852	1	6	1	2	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene_5860	29	16	32	39	30	30	34	1	7	4	5	0	0	0	0	30	7	16	11	0	0	0	0
gene_5864	0	0	6	1	0	8	3	1	1	0	0	0	0	0	0	2	3	3	0	0	0	0	0
gene_5863	15	13	8	8	8	12	13	0	3	1	0	0	0	0	0	4	2	4	1	0	0	0	0
gene_5865	109	107	58	112	87	128	151	25	39	22	28	0	0	0	0	49	20	58	46	0	0	0	0
gene_5869	60	63	49	63	73	69	85	24	23	36	21	0	0	0	0	38	12	18	26	0	0	0	0
gene_5873	282	245	121	320	401	342	413	29	50	49	29	0	0	0	0	65	28	38	59	0	0	0	0
gene_5872	132	186	118	188	145	192	228	23	45	39	32	0	0	0	0	131	72	137	111	0	0	0	0
gene_5884	75	53	38	59	81	77	82	9	8	9	13	0	0	0	0	119	36	66	61	0	0	0	0
gene_5887	129	119	93	127	135	165	211	10	47	36	39	0	0	0	0	81	32	64	43	0	0	0	0
gene_13	10	17	4	7	11	16	11	2	2	1	5	0	0	0	0	4	1	4	5	0	0	0	0
gene_5886	17	19	18	22	19	32	47	7	10	17	6	0	0	0	0	29	7	16	7	0	0	0	0
gene_5888	162	155	124	192	120	193	227	49	52	53	28	0	0	0	0	77	30	87	66	0	0	0	0
gene_5889	72	66	40	88	83	125	109	14	17	37	18	0	0	0	0	57	21	46	38	0	0	0	0
gene_5894	2	0	0	2	5	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
gene_5893	14	10	10	13	33	21	22	1	10	5	4	0	0	0	0	10	2	6	4	0	0	0	0
gene_5895	79	56	61	56	73	112	115	14	29	34	21	0	0	0	0	76	29	37	41	0	0	0	0
gene_5898	64	59	29	84	63	67	114	12	19	9	17	0	0	0	0	40	7	36	27	0	0	0	0
gene_5900	146	177	144	249	171	282	197	28	50	54	21	0	0	0	0	42	33	33	33	0	0	0	0
gene_5899	5	13	10	17	15	16	21	1	5	9	2	0	0	0	0	2	2	1	2	0	0	0	0
gene_5908	31	46	40	39	77	74	70	11	28	5	12	0	0	0	0	45	15	26	17	0	0	0	0
gene_5909	101	116	55	79	114	134	148	28	47	31	31	0	0	0	0	60	25	60	37	0	0	0	0
gene_5914	98	160	100	163	105	135	180	24	32	25	17	0	0	0	0	57	23	44	33	0	0	0	0
gene_5915	103	104	71	101	186	231	225	8	9	26	10	0	0	0	0	6	3	14	7	0	0	0	0
gene_5923	0	4	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_815	325	294	162	294	263	389	411	45	85	75	57	0	0	0	0	137	45	124	99	0	0	0	0
gene_5931	26	29	13	18	22	43	22	4	1	6	4	0	0	0	0	5	3	13	8	0	0	0	0
gene_5932	64	76	84	93	82	104	137	39	42	36	25	0	0	0	0	49	21	54	34	0	0	0	0
gene_5939	42	38	36	63	54	73	80	3	8	6	11	0	0	0	0	39	10	30	12	0	0	0	0
gene_5942	37	19	27	22	32	40	42	3	2	6	4	0	0	0	0	8	4	7	6	0	0	0	0
gene_5941	138	109	80	158	120	147	237	37	45	49	24	0	0	0	0	55	35	50	44	0	0	0	0
gene_5943	22	27	27	27	45	31	48	4	12	5	13	0	0	0	0	13	5	24	14	0	0	0	0
gene_5945	34	40	12	14	20	33	13	2	4	3	2	0	0	0	0	14	7	8	12	0	0	0	0
gene_5947	55	54	39	63	68	86	104	19	14	13	11	0	0	0	0	20	19	27	21	0	0	0	0
gene_5946	54	35	46	33	38	49	48	9	19	12	6	0	0	0	0	24	16	34	18	0	0	0	0
gene_819	14	32	16	18	26	27	22	7	8	5	2	0	0	0	0	11	10	13	10	0	0	0	0
gene_5953	81	100	72	63	102	106	112	18	30	17	16	0	0	0	0	62	23	47	34	0	0	0	0
gene_5958	3	2	0	7	2	2	5	1	4	1	2	0	0	0	0	20	12	12	16	0	0	0	0
gene_5961	87	67	77	104	135	80	179	23	33	43	29	0	0	0	0	43	13	30	31	0	0	0	0
gene_5964	14	24	9	17	16	27	36	3	2	4	2	0	0	0	0	5	6	4	4	0	0	0	0
gene_5987	47	55	51	52	97	102	124	19	23	21	17	0	0	0	0	31	13	33	20	0	0	0	0
gene_5986	76	87	75	121	138	115	163	11	13	33	18	0	0	0	0	37	19	47	35	0	0	0	0
gene_823	5	3	0	6	2	12	5	2	1	5	0	0	0	0	0	2	0	0	2	0	0	0	0
gene_826	22	15	20	31	42	28	45	2	2	8	4	0	0	0	0	20	4	2	4	0	0	0	0
gene_6002	70	79	71	84	75	106	99	20	13	28	9	0	0	0	0	30	19	27	16	0	0	0	0
gene_6001	10	1	7	8	19	27	18	0	0	1	0	0	0	0	0	15	10	8	7	0	0	0	0
gene_6003	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene_6004	0	0	0	2	0	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene_6009	12	20	20	12	12	24	14	6	4	6	1	0	0	0	0	14	2	13	7	0	0	0	0
gene_6008	13	19	10	19	18	17	20	2	1	6	1	0	0	0	0	9	5	11	11	0	0	0	0
gene_6012	90	121	78	141	143	166	174	20	39	43	35	0	0	0	0	86	52	89	73	0	0	0	0
gene_6013	185	245	150	250	204	229	180	24	32	51	27	0	0	0	0	83	13	53	27	0	0	0	0
gene_6015	151	158	144	180	194	192	220	46	70	98	59	0	0	0	0	192	50	115	83	0	0	0	0
gene_6017	16	18	15	8	12	14	27	0	0	3	0	0	0	0	0	3	0	1	5	0	0	0	0
gene_6018	6	22	9	23	5	13	6	3	2	1	0	0	0	0	0	0	1	0	2	0	0	0	0
gene_6016	19	15	13	20	20	22	35	3	7	1	0	0	0	0	0	7	5	4	2	0	0	0	0
gene_827	145	194	99	211	179	198	207	28	62	47	41	0	0	0	0	106	48	74	84	0	0	0	0
gene_6022	71	51	50	72	52	90	107	8	21	25	13	0	0	0	0	32	9	25	18	0	0	0	0
gene_6024	22	25	16	20	26	51	45	5	4	9	0	0	0	0	0	11	3	10	4	0	0	0	0
gene_6027	253	215	186	300	306	333	414	75	90	101	62	0	0	0	0	126	55	97	104	0	0	0	0
gene_829	4	9	3	16	4	6	5	6	0	1	1	0	0	0	0	9	2	8	11	0	0	0	0
gene_6043	117	81	83	112	106	162	113	35	41	50	25	0	0	0	0	59	32	80	55	0	0	0	0
gene_6046	1	2	1	1	15	0	4	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
gene_6047	24	21	16	39	40	57	72	15	9	13	11	0	0	0	0	25	18	23	18	0	0	0	0
gene_6045	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0
gene_6051	164	118	95	129	129	193	167	42	47	48	26	0	0	0	0	99	48	124	95	0	0	0	0
gene_6060	191	248	130	266	254	373	298	35	76	62	55	0	0	0	0	146	58	116	89	0	0	0	0
gene_6061	502	454	415	433	443	534	518	16	27	27	29	0	0	0	0	26	22	39	40	0	0	0	0
gene_6062	4	8	6	7	14	9	9	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
gene_6066	161	127	127	173	135	201	238	57	87	98	79	0	0	0	0	117	49	103	71	0	0	0	0
gene_6070	192	197	121	186	250	237	253	14	13	13	1	0	0	0	0	10	17	19	18	0	0	0	0
gene_6071	2368	3387	1993	3107	176	258	348	477	942	835	540	0	0	0	0	71	17	55	28	0	0	0	0
gene_6073	45	58	45	59	44	76	83	18	15	15	19	0	0	0	0	20	12	13	27	0	0	0	0
gene_838	45	37	26	51	48	55	80	4	14	10	8	0	0	0	0	25	7	21	13	0	0	0	0
gene_6075	47	49	56	61	68	70	80	8	28	6	8	0	0	0	0	49	10	16	17	0	0	0	0
gene_839	18	13	8	10	40	41	16	3	7	8	0	0	0	0	0	12	5	5	12	0	0	0	0
gene_6078	19	22	19	25	18	29	23	16	22	8	14	0	0	0	0	26	17	23	28	0	0	0	0
gene_842	25	25	12	21	24	39	39	1	6	3	0	0	0	0	0	8	1	8	9	0	0	0	0
gene_6089	0	0	0	0	1	5	5	0	0	0	0	0	0	0	0	10	3	1	5	0	0	0	0
gene_6088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_6094	106	141	96	194	103	127	134	49	80	71	38	0	0	0	0	67	25	42	47	0	0	0	0
gene_6100	2	3	1	3	3	5	8	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0
gene_6103	39	45	38	83	85	63	102	12	27	19	17	0	0	0	0	51	13	36	15	0	0	0	0
gene_6104	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_6106	24	30	46	22	21	27	24	10	18	18	12	0	0	0	0	33	14	24	18	0	0	0	0
gene_6107	30	54	35	44	70	48	51	5	24	20	8	0	0	0	0	22	9	11	11	0	0	0	0
gene_6116	55	87	47	112	109	142	120	4	21	16	14	0	0	0	0	31	14	49	26	0	0	0	0
gene_6115	56	50	65	65	70	96	77	10	20	8	10	0	0	0	0	21	12	31	15	0	0	0	1
gene_6118	823	775	589	906	572	647	716	94	127	127	91	0	0	0	0	132	72	118	118	0	0	0	0
gene_6122	89	84	89	116	98	149	150	31	43	35	30	0	0	0	0	63	24	43	40	0	0	0	0
gene_6126	32	59	34	41	50	69	61	2	3	3	0	0	0	0	0	13	2	3	4	0	0	0	0
gene_851	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_6129	19	17	16	11	27	15	21	3	5	2	6	0	0	0	0	10	2	8	2	0	0	0	0
gene_6130	52	85	54	81	104	129	123	31	44	43	29	0	0	0	0	101	34	56	38	0	0	0	0
gene_6137	1388	1391	1109	1706	1417	1718	1768	129	190	160	127	0	0	0	0	335	124	232	201	0	0	0	0
gene_6138	80	67	44	79	46	65	104	7	24	19	15	0	0	0	0	22	13	23	16	0	0	0	0
gene_6143	37	37	31	30	40	66	119	3	11	9	7	0	0	0	0	33	8	11	17	0	0	0	0
gene_6142	4	9	4	9	4	14	10	0	0	1	0	0	0	0	0	5	4	2	4	0	0	0	0
gene_6144	108	133	105	129	103	160	187	16	28	30	20	0	0	0	0	84	19	44	39	0	0	0	0
gene_6154	125	151	113	211	142	155	202	40	48	59	24	0	0	0	0	82	14	39	36	0	0	0	0
gene_6158	10	12	12	4	7	15	7	4	5	3	4	0	0	0	0	9	3	5	4	0	0	0	0
gene_6157	16	26	15	22	33	48	34	4	3	5	5	0	12	0	0	15	4	9	7	0	0	0	0
gene_6163	202	203	96	229	203	384	293	6	10	15	45	0	0	0	0	53	13	141	29	0	0	0	0
gene_6167	7	7	3	2	5	2	7	0	1	1	0	0	0	0	0	1	1	1	3	0	0	0	0
gene_6166	14	13	15	4	23	19	15	1	2	2	0	0	0	0	0	1	5	2	1	0	0	0	0
gene_6165	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_6169	24	23	25	29	21	25	39	9	2	0	6	0	0	0	0	7	0	0	6	0	0	0	0
gene_6170	9	3	4	0	7	2	7	1	0	1	5	0	0	0	0	1	1	2	1	0	0	0	0
gene_6172	0	0	0	5	8	2	2	0	1	1	0	0	0	0	0	0	2	3	3	0	0	0	0
gene_6180	4	4	0	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_6186	72	72	44	72	79	89	109	10	17	15	14	0	0	0	0	18	21	42	20	0	0	0	0
gene_6187	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
gene_6188	78	65	45	59	70	81	100	25	28	23	15	0	0	0	0	51	23	59	51	0	0	0	0
gene_6192	43	25	15	39	57	50	99	13	16	12	16	0	0	0	0	26	14	24	18	0	0	0	0
gene_6195	17	17	17	18	22	28	27	4	7	6	0	0	0	0	0	18	11	4	10	0	0	0	0
gene_863	759	813	530	979	1032	1203	1319	212	368	317	224	0	0	0	0	404	197	273	336	0	0	0	0
gene_6194	51	48	35	41	30	44	30	7	18	14	3	0	0	0	0	25	9	15	22	0	0	0	0
gene_16	183	161	115	197	165	152	155	14	19	6	11	0	0	0	0	16	14	23	16	0	0	0	0
gene_862	28	28	33	27	47	41	39	8	12	15	10	0	0	0	0	9	2	3	4	0	0	0	0
gene_6200	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_6208	29	13	17	37	32	25	35	9	6	9	7	0	0	0	0	8	9	7	11	0	0	0	0
gene_6216	7	1	0	0	5	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_6215	25	18	31	42	35	24	24	5	4	9	4	0	0	0	0	7	14	12	14	0	0	0	0
gene_6219	83	103	94	87	79	123	148	22	46	23	19	0	0	0	0	65	23	67	37	0	0	0	0
gene_6221	4	13	9	21	40	42	47	2	2	1	2	0	0	0	0	5	1	3	2	0	0	0	0
gene_6223	0	2	5	1	0	0	6	2	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0
gene_6224	3	0	2	2	2	9	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_6227	31	27	33	45	71	84	109	0	10	3	2	0	0	0	0	13	3	3	5	0	0	0	0
gene_6225	6	5	9	5	13	3	4	0	0	1	1	0	0	0	0	4	1	0	0	0	0	0	0
gene_6228	19	17	17	21	37	18	62	7	9	1	1	0	0	0	0	0	3	3	5	0	0	0	0
gene_6229	2	13	4	6	16	7	7	3	0	0	2	0	0	0	0	1	0	2	2	0	0	0	0
gene_6230	31	31	18	23	46	45	56	5	10	5	6	0	0	0	0	31	8	14	12	0	0	0	0
gene_6231	20	19	8	11	20	23	14	2	6	2	1	0	0	0	0	0	4	12	5	0	0	0	0
gene_864	39	35	44	50	40	50	66	16	12	15	14	0	0	0	0	30	10	23	16	0	0	0	0
gene_6235	33	15	13	30	35	36	23	13	16	9	6	0	0	0	0	23	4	15	11	0	0	0	0
gene_6239	221	224	150	218	245	239	279	34	110	93	53	0	0	0	0	137	49	118	95	0	0	0	0
gene_6240	27	26	18	28	29	58	31	7	15	5	9	0	0	0	0	7	11	16	12	0	0	0	0
gene_6252	30	39	38	51	33	45	39	3	11	9	5	0	0	0	0	16	3	9	12	0	0	0	0
gene_6254	42	26	38	44	64	54	96	9	13	17	9	0	0	0	0	38	15	16	23	0	0	0	0
gene_6258	20	16	5	14	12	25	6	5	6	8	2	0	0	0	0	1	1	6	6	0	0	0	0
gene_6263	129	112	85	141	57	67	96	6	12	16	3	0	0	0	0	15	6	7	12	0	0	0	0
gene_6264	91	117	111	169	69	126	98	10	14	11	8	0	0	0	0	15	6	12	5	0	0	0	0
gene_6267	9	13	7	6	2	1	13	5	1	5	6	0	0	0	0	0	10	5	8	0	0	0	0
gene_6268	15	6	14	16	14	6	19	1	4	2	1	0	0	0	0	8	1	3	4	0	0	0	0
gene_6279	7	16	13	17	12	11	13	12	11	7	7	0	0	0	0	45	23	61	50	0	0	0	0
gene_6292	11	9	6	13	15	21	21	1	5	2	0	0	0	0	0	12	4	1	4	0	0	0	0
gene_872	1	11	9	12	9	21	5	3	4	0	2	0	0	0	0	5	2	5	0	0	0	0	0
gene_6316	137	96	67	97	106	127	121	30	45	58	30	0	0	0	0	51	55	62	51	0	0	0	0
gene_6322	200	200	220	268	308	350	373	100	233	179	126	0	0	0	0	257	129	154	140	0	0	0	0
gene_6325	5	13	13	16	10	24	24	8	21	15	16	0	0	0	0	469	91	241	190	0	0	0	0
gene_6326	302	352	207	266	425	385	517	55	98	80	37	0	0	0	0	61	37	95	58	0	0	0	0
gene_6327	0	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_6329	24	18	5	25	28	21	25	9	5	16	9	0	0	0	0	7	1	7	11	0	0	0	0
gene_6333	233	287	224	276	624	639	686	43	74	73	70	0	0	0	0	35	19	55	42	0	0	0	0
gene_873	89	49	72	99	93	116	123	8	3	12	5	0	0	0	0	9	5	17	17	0	0	0	0
gene_870	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_871	1	0	1	0	0	1	3	0	1	2	0	0	0	0	0	0	0	4	0	0	0	0	0
gene_6339	0	1	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_6367	113	116	77	121	178	178	192	8	11	12	7	0	0	0	0	27	8	8	8	0	0	0	0
gene_6370	36	47	30	35	39	30	42	17	25	31	19	0	0	0	0	16	16	21	17	0	0	0	0
gene_6371	0	2	2	3	7	5	3	5	2	6	12	0	0	0	0	8	4	4	1	0	0	0	0
gene_6373	0	0	1	1	2	8	1	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
gene_6372	2	2	0	1	5	3	1	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0
gene_6374	37	51	28	39	63	80	56	6	18	14	11	0	0	0	0	42	15	20	16	0	0	0	0
gene_6377	56	71	45	57	76	140	141	9	11	19	6	0	0	0	0	48	21	42	31	0	0	0	0
gene_6381	2	0	12	13	5	8	4	2	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0
gene_6379	81	73	24	91	73	104	102	20	33	28	30	0	0	0	0	31	22	55	38	0	0	0	0
gene_6380	9	12	6	9	8	13	9	0	4	0	5	0	0	0	0	4	1	5	2	0	0	0	0
gene_6383	456	423	360	466	414	461	410	79	125	118	98	0	0	0	0	145	87	153	112	0	0	0	0
gene_6388	230	198	146	205	205	219	302	51	72	70	56	0	0	0	0	86	49	105	74	0	0	0	0
gene_6387	62	50	57	66	55	86	78	6	9	5	9	0	0	0	0	13	9	5	13	0	0	0	0
gene_6392	6	7	2	18	17	6	3	2	5	3	5	0	0	0	0	7	1	4	1	0	0	0	0
gene_6393	37	44	21	66	49	37	67	4	6	7	11	0	0	0	0	13	7	12	10	0	0	0	0
gene_6394	0	0	0	0	1	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
