TranscriptID	Control_3OMG_F16_1	Control_3OMG_F16_2	Control_3OMG_F16_3	Control_3OMG_F16_4	Control_Water_F16_1	Control_Water_F16_2	Control_Water_F16_3	Plant_3OMG_F16_1	Plant_3OMG_F16_2	Plant_3OMG_F16_3	Plant_3OMG_F16_4	m3OMG_microbeFree_1	m3OMG_microbeFree_2	m3OMG_microbeFree_3	m3OMG_microbeFree_4	Plant_Water_F16_1	Plant_Water_F16_2	Plant_Water_F16_3	Plant_Water_F16_4	water_microbeFree_1	water_microbeFree_2	water_microbeFree_3	water_microbeFree_4
gene_9502	63	57	63	82	79	118	121	8	17	14	15	0	0	0	0	44	11	31	15	0	0	0	0
gene_9505	0	3	0	3	0	3	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gene_1178	35	53	42	58	44	100	61	16	24	19	7	0	0	0	0	28	18	47	23	0	0	0	0
gene_9509	11	4	6	10	20	9	38	1	9	7	2	0	0	0	0	13	0	3	3	0	0	0	0
gene_9508	9	12	5	11	4	10	8	0	0	1	0	0	0	0	0	4	1	2	1	0	0	0	0
gene_9513	8	30	36	21	18	54	30	8	10	14	13	0	0	0	0	15	6	11	8	0	0	0	0
gene_9517	222	214	147	227	186	224	262	53	80	89	56	0	0	0	0	83	47	120	67	0	0	0	0
gene_9522	23	20	18	41	25	43	37	7	7	11	3	0	0	0	0	17	3	11	15	0	0	0	0
gene_1180	146	136	152	168	186	175	243	45	56	54	34	0	0	0	0	47	28	42	48	0	0	0	0
gene_1181	118	106	106	124	74	109	150	15	29	20	15	0	0	0	0	79	15	51	26	0	1	0	0
gene_9528	114	150	100	163	116	188	144	48	62	65	44	0	0	0	0	90	25	83	54	0	0	0	0
gene_9529	39	39	40	52	66	65	66	10	15	27	13	0	0	0	0	45	7	14	13	0	0	1	0
gene_9531	181	206	142	234	252	282	273	5	3	1	4	0	0	0	0	2	10	6	15	0	0	0	0
gene_9532	11	1	2	13	6	9	6	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0
gene_9540	38	44	29	54	75	89	85	4	11	8	4	0	0	0	0	35	9	21	15	0	0	0	0
gene_9544	3	4	5	1	1	5	1	0	0	0	1	0	0	0	0	3	2	2	1	0	0	0	0
gene_1184	10	4	6	11	24	19	32	2	0	6	2	0	0	0	0	10	0	8	3	0	0	0	0
gene_9550	0	6	2	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
gene_9551	18	40	40	50	56	53	63	4	9	12	17	0	0	0	0	36	11	23	18	0	0	0	0
gene_9552	50	44	33	37	46	45	62	5	12	9	13	0	0	0	0	18	5	15	16	0	0	0	0
gene_45	20	32	22	32	40	37	34	1	2	0	2	0	0	0	0	10	8	8	4	0	0	0	0
gene_9554	11	3	5	8	14	10	11	2	7	0	1	0	0	0	0	7	3	2	4	0	0	0	0
gene_9556	57	58	37	51	82	84	77	10	30	8	16	0	0	0	0	32	13	35	40	0	0	0	0
gene_9558	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
gene_9563	42	32	51	43	48	76	89	7	7	14	5	0	0	0	0	32	12	16	15	0	0	0	0
gene_9571	4	7	10	9	5	13	24	1	4	2	0	0	0	0	0	1	0	4	3	0	0	0	0
gene_9574	15	13	16	3	27	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_9576	20	20	20	27	30	45	34	6	15	7	10	0	0	0	0	14	6	14	13	0	0	0	0
gene_9577	177	224	167	193	233	208	284	67	129	124	108	0	0	0	0	108	54	179	115	0	0	0	0
gene_1185	11	5	8	2	5	13	7	1	0	1	3	0	0	0	0	2	1	3	3	0	0	0	0
gene_9583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_9586	104	76	33	75	77	109	83	11	23	27	23	0	0	0	0	44	18	59	18	0	0	0	0
gene_9587	86	70	67	71	110	98	130	26	46	34	33	0	0	0	0	50	35	58	53	0	1	0	0
gene_9597	334	299	202	259	354	432	446	73	140	136	93	0	0	0	0	189	113	203	156	0	0	0	0
gene_1190	25	27	25	30	22	42	45	5	19	16	15	0	0	0	0	32	10	16	27	0	0	0	0
gene_9600	39	23	18	25	34	38	25	8	5	13	11	0	0	0	0	3	11	17	2	0	0	0	0
gene_9601	165	112	104	180	95	157	152	43	67	66	55	0	0	0	0	75	46	94	57	0	0	0	0
gene_9604	171	153	91	165	141	190	171	10	38	28	24	0	0	0	0	35	20	41	33	0	0	0	0
gene_9606	87	88	61	101	98	157	106	31	32	47	23	0	0	0	0	142	52	85	42	0	0	0	0
gene_9615	1	2	0	1	0	0	1	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0
gene_9616	50	48	19	41	52	65	58	13	18	15	7	0	0	0	0	45	5	21	20	0	0	0	0
gene_9610	1	1	1	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_9612	80	93	54	102	82	95	96	17	42	39	35	0	0	0	0	31	36	46	33	0	0	0	0
gene_1192	23	7	16	10	4	21	10	6	1	4	4	0	0	0	0	1	3	3	2	0	0	0	0
gene_9614	11	13	5	12	3	20	12	7	4	2	0	0	0	0	0	4	0	5	7	0	0	0	0
gene_1193	66	66	50	75	68	76	84	12	13	12	8	0	0	0	0	30	10	19	18	0	0	0	0
gene_9609	39	45	30	54	40	45	49	9	16	5	12	0	0	0	0	7	6	8	12	0	0	0	0
gene_9608	138	70	60	112	80	124	112	19	25	27	21	0	0	0	0	36	19	54	23	0	0	0	0
gene_1197	7	3	9	15	13	14	13	2	1	2	1	0	0	0	0	12	3	1	6	0	0	0	0
gene_1196	79	91	36	57	22	68	83	15	19	35	20	0	0	0	0	51	17	31	28	0	0	0	0
gene_9613	3	2	0	1	2	4	2	0	3	0	2	0	0	0	0	0	0	4	0	0	0	0	0
gene_1198	25	33	12	40	29	37	47	8	6	15	5	0	0	0	0	15	7	12	10	0	0	0	0
gene_9621	320	302	231	363	176	145	197	45	83	71	33	0	0	0	0	33	10	24	18	0	0	0	0
gene_9627	7	1	5	4	5	13	6	0	0	0	0	0	0	0	0	5	2	0	1	0	0	0	0
gene_1201	198	167	125	211	220	313	261	4	9	8	2	0	0	0	0	4	7	12	2	0	0	0	0
gene_47	404	344	309	488	440	538	512	45	63	61	38	0	0	0	0	92	38	88	64	0	0	0	0
gene_9637	2	2	0	0	2	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0
gene_9636	0	1	0	0	1	0	2	0	0	1	1	0	0	0	0	3	1	0	5	0	0	0	0
gene_9639	73	71	68	67	94	77	119	18	40	35	21	0	0	0	0	38	22	57	37	0	0	0	0
gene_9644	52	41	45	62	67	42	83	20	26	21	10	0	0	0	0	40	25	40	15	0	0	0	0
gene_9645	55	37	20	31	27	35	45	4	8	3	9	0	1	0	0	10	8	4	5	0	0	0	0
gene_9647	11	8	1	4	8	9	12	1	2	2	0	0	0	0	0	6	1	3	0	0	0	0	0
gene_9648	99	105	54	84	115	100	111	25	53	59	29	0	0	0	0	67	22	70	37	0	0	1	0
gene_9654	185	141	132	186	222	193	220	33	66	65	37	0	0	0	0	74	42	75	43	0	0	0	0
gene_9657	17	35	24	25	37	24	27	3	4	1	1	0	0	0	0	4	0	2	3	0	0	0	0
gene_9658	18	9	4	19	20	15	29	0	3	0	3	0	0	0	0	1	2	8	4	0	0	0	0
gene_9660	20	8	16	13	23	14	16	4	3	4	3	0	0	0	0	21	4	6	4	0	0	0	0
gene_9659	10	22	26	21	9	6	19	5	6	4	3	0	0	0	0	2	1	7	2	0	0	0	0
gene_1205	18	11	20	22	19	18	11	4	11	3	7	0	0	0	0	10	1	10	3	0	0	0	0
gene_9664	130	119	102	142	135	178	162	30	64	58	37	0	0	0	0	88	35	48	51	0	0	0	0
gene_9666	4	4	1	4	7	5	15	0	2	2	0	0	0	0	0	2	0	4	1	0	0	0	0
gene_1206	11	7	10	15	23	6	15	0	8	12	6	0	0	0	0	33	7	18	18	0	0	0	0
gene_9668	12	8	9	11	7	14	16	5	4	3	4	0	0	0	0	5	1	3	7	0	0	0	0
gene_9669	58	60	44	75	70	71	78	16	23	27	11	0	0	0	0	28	17	31	29	0	0	0	0
gene_9681	58	57	55	91	35	61	79	8	13	17	11	0	0	0	0	17	9	22	5	0	0	0	0
gene_9693	24	24	27	21	16	16	28	0	2	4	1	0	0	0	0	5	3	2	1	0	0	0	0
gene_9694	4	1	8	5	3	3	3	3	4	2	0	0	0	0	0	1	1	0	1	0	0	0	0
gene_9695	3	2	8	6	3	5	15	1	0	7	3	0	0	0	0	11	2	6	9	0	0	0	0
gene_9696	82	73	58	118	89	115	105	15	20	21	13	0	0	0	0	52	19	61	27	0	0	0	0
gene_9701	30	48	29	19	31	26	49	10	4	6	6	0	0	0	0	6	3	8	6	0	0	0	0
gene_9703	101	116	111	142	138	158	195	42	29	36	25	0	0	0	0	87	34	44	36	0	0	0	0
gene_9704	56	63	59	57	64	69	87	4	9	16	10	0	0	0	0	64	10	20	16	0	0	0	0
gene_9707	38	49	33	31	55	52	56	7	17	14	6	0	0	0	0	21	13	14	16	0	0	0	0
gene_9710	2134	2381	1631	2486	1069	1586	1532	279	520	464	311	0	0	0	0	474	229	374	302	0	0	0	0
gene_9715	84	134	82	184	166	171	149	6	15	11	6	0	0	0	0	48	10	14	7	0	0	0	0
gene_9716	122	160	115	192	168	207	230	29	55	44	32	0	0	0	0	103	43	58	47	1	0	0	0
gene_9718	18	13	21	12	19	14	26	4	2	2	1	0	0	0	0	11	1	4	3	0	0	0	0
gene_9725	34	55	28	29	55	74	74	9	14	7	4	0	0	0	0	15	11	15	6	0	0	0	0
gene_9726	5	2	4	3	9	7	3	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0
gene_9727	6	7	9	0	11	7	19	1	0	5	1	0	0	0	0	7	0	9	0	0	0	0	0
gene_9729	105	126	109	160	143	177	219	30	42	56	41	0	0	0	0	86	36	75	59	0	0	0	0
gene_9731	97	122	66	111	102	135	110	38	45	31	39	0	0	0	0	83	30	67	46	0	0	0	0
gene_9735	12	10	3	11	5	9	3	0	7	2	1	0	0	0	0	4	1	3	1	0	0	0	0
gene_9737	8	14	8	15	15	27	13	9	12	5	3	0	0	0	0	15	4	8	8	0	0	0	0
gene_9740	21	17	21	20	28	18	21	3	2	4	7	0	0	0	0	6	3	0	5	0	0	0	0
gene_9739	41	52	25	41	34	34	60	6	5	7	5	0	0	0	0	20	6	7	14	0	0	0	0
gene_9743	115	139	67	155	142	186	195	16	46	53	47	0	0	0	0	71	33	66	67	0	1	0	0
gene_9749	152	121	88	190	168	195	179	28	48	39	22	0	0	0	0	85	35	54	47	0	0	0	0
gene_9760	25	32	37	38	22	56	61	20	21	16	24	0	0	0	0	65	29	44	39	0	0	0	0
gene_1215	76	79	35	75	77	103	100	17	24	25	7	0	0	0	0	45	12	30	33	0	0	0	0
gene_9761	257	253	198	306	319	410	371	84	119	89	80	0	0	0	0	135	66	105	113	0	0	0	0
gene_9763	20	35	23	32	28	24	55	5	5	1	8	0	0	0	0	11	3	16	1	0	0	0	0
gene_9766	223	173	132	206	175	262	273	4	2	0	12	0	0	0	0	36	8	38	14	0	0	0	0
gene_9767	80	60	53	52	67	79	73	13	14	13	20	0	0	0	0	42	6	34	20	0	0	0	0
gene_9768	38	34	25	42	57	55	104	20	12	17	7	0	0	0	0	42	6	20	8	0	0	0	0
gene_9772	38	50	33	34	40	53	43	12	7	15	13	0	0	0	0	9	9	12	21	0	0	0	0
gene_9776	4	1	0	3	3	2	10	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
gene_9784	54	30	16	33	27	43	53	9	14	5	10	0	0	0	0	14	14	11	15	0	0	0	0
gene_1219	79	87	81	143	119	162	156	17	43	43	32	0	0	1	0	114	21	53	41	0	0	0	0
gene_9787	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_9786	4	8	1	1	4	5	13	4	1	0	4	0	0	0	0	5	2	7	0	0	0	0	0
gene_9788	29	30	25	51	37	40	56	10	9	14	20	0	0	0	0	31	22	38	35	0	0	0	0
gene_9789	13	13	16	18	16	17	23	3	6	5	5	0	0	0	0	18	6	10	14	0	0	0	0
gene_9791	27	46	15	32	27	28	38	9	11	13	9	0	0	0	0	9	9	8	17	0	0	0	0
gene_9793	19	13	10	30	11	19	17	8	6	1	4	0	0	0	0	12	8	10	5	0	0	0	0
gene_9794	38	43	40	59	60	67	81	9	12	8	6	0	0	0	0	28	12	10	9	0	0	0	0
gene_9802	16	9	8	16	11	16	13	0	0	1	0	0	0	0	0	3	0	2	1	0	0	0	0
gene_9805	20	35	11	25	41	31	33	5	11	13	7	0	0	0	0	11	9	13	16	0	0	0	0
gene_9808	189	223	150	234	223	241	315	54	65	72	47	0	0	0	0	142	43	101	87	0	0	1	0
gene_9810	28	17	24	16	23	28	15	0	1	1	4	0	0	0	0	9	3	4	3	0	0	0	0
gene_9811	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0
gene_9812	131	131	101	163	157	193	159	37	87	68	36	0	0	0	0	166	42	111	98	0	0	0	0
gene_9826	4	6	0	16	18	9	1	2	2	2	0	0	0	0	0	2	0	6	0	0	0	0	0
gene_9829	107	80	76	142	111	131	138	22	16	30	19	0	0	0	0	25	20	39	30	0	0	0	0
gene_9831	69	66	58	72	69	57	58	7	32	31	11	0	0	0	0	19	12	24	25	0	0	0	0
gene_9830	14	17	25	16	41	34	37	3	4	9	2	0	0	0	0	6	5	6	8	0	0	0	0
gene_9835	224	242	188	180	266	245	350	6	20	19	28	0	0	0	0	53	25	36	42	0	0	0	0
gene_9840	4	7	7	0	3	1	0	0	0	1	1	0	0	0	0	1	1	3	4	0	0	0	0
gene_9844	53	63	52	50	68	97	105	19	18	18	15	0	0	0	0	25	21	34	23	0	0	0	0
gene_9845	57	87	56	106	113	118	141	20	30	17	8	0	0	0	0	55	19	27	25	0	0	0	0
gene_9848	2	7	4	15	12	2	16	1	0	1	1	0	0	0	0	7	2	1	0	0	0	0	0
gene_9853	20	17	21	15	8	26	20	1	3	7	5	0	0	0	0	2	1	6	5	0	0	0	0
gene_9859	92	83	60	64	110	117	107	10	15	14	13	0	0	0	0	43	22	34	24	0	0	0	0
gene_1227	81	106	71	127	163	170	181	20	54	53	47	0	0	0	0	69	28	50	77	0	0	0	0
gene_9860	9	10	12	14	8	21	23	3	4	11	1	0	0	0	0	22	2	9	6	0	0	0	0
gene_9863	114	91	50	97	123	132	165	13	16	21	16	0	0	0	0	38	14	60	21	0	0	0	0
gene_9874	59	81	75	95	103	153	161	13	25	11	8	0	0	0	0	34	17	35	29	0	0	0	0
gene_9873	79	104	72	115	112	128	151	15	37	27	12	0	0	0	0	66	28	49	38	0	0	0	0
gene_9876	90	96	113	89	74	129	127	17	31	32	15	0	0	0	0	62	24	46	37	0	0	0	0
gene_9878	66	90	63	79	109	82	125	14	13	18	8	0	0	0	0	36	9	24	12	0	0	0	0
gene_9885	73	60	63	78	71	113	98	29	34	46	31	0	0	0	0	42	21	47	40	0	0	0	0
gene_9891	44	14	22	33	52	41	57	4	7	5	2	0	0	0	0	13	11	6	5	0	0	0	0
gene_9892	106	127	84	102	181	225	233	17	28	32	26	0	0	0	0	81	27	48	44	0	0	0	0
gene_9896	55	39	40	47	43	49	48	2	7	15	16	0	0	0	0	3	8	20	12	0	0	0	0
gene_9899	538	489	375	609	721	764	708	83	147	165	110	17	0	3	0	203	109	208	170	0	4	7	3
gene_9902	27	26	42	26	17	38	46	11	15	8	4	0	0	0	0	20	7	19	10	0	0	0	0
gene_9903	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_9904	11	11	9	19	10	16	5	1	2	0	0	0	0	0	0	4	0	3	10	0	0	0	0
gene_9908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_9912	249	267	210	344	300	385	395	37	72	82	43	0	0	0	0	168	58	62	48	0	0	0	0
gene_9913	17	23	11	30	35	35	38	6	11	17	4	0	0	0	0	12	10	12	4	0	0	0	0
gene_9915	19	30	15	28	26	41	21	15	5	13	9	0	0	0	0	19	4	26	10	0	0	0	0
gene_9919	12	17	13	12	32	18	24	0	3	6	3	0	0	0	0	3	0	6	1	0	0	0	0
gene_9917	8	19	11	25	16	20	25	2	5	5	2	0	0	0	0	5	1	7	1	0	0	0	0
gene_9916	8	16	7	2	11	2	9	0	1	1	1	0	0	0	0	4	0	5	1	0	0	0	0
gene_9920	89	74	46	91	95	97	102	15	19	30	13	0	0	0	0	53	17	37	25	0	0	0	0
gene_9923	37	14	12	25	23	18	21	4	11	9	0	0	0	0	0	14	5	13	10	0	0	0	0
gene_9924	138	129	64	115	119	96	128	37	23	27	22	0	0	0	0	86	46	57	52	0	0	0	0
gene_1239	5	4	5	13	34	28	52	0	1	1	1	0	0	0	0	3	2	12	6	0	0	0	0
gene_1240	46	54	31	51	37	63	46	6	14	9	6	0	0	0	0	27	9	19	15	0	0	0	0
gene_9932	22	12	16	23	15	7	9	0	0	0	0	0	0	0	0	1	0	2	4	0	0	0	0
gene_9937	28	16	17	22	25	35	37	2	2	2	1	0	0	0	0	7	9	10	2	0	0	0	0
gene_9938	208	170	149	254	206	291	354	32	49	49	27	0	0	0	0	100	27	62	47	0	0	0	0
gene_9939	196	153	140	244	230	253	279	26	46	54	34	0	0	0	0	76	16	32	33	0	0	0	0
gene_9940	299	328	222	383	360	400	434	39	71	82	57	0	0	0	0	113	63	78	73	0	0	0	0
gene_9951	65	72	58	99	59	54	81	24	35	45	16	0	0	0	0	64	25	63	38	0	0	0	0
gene_9953	69	56	48	75	66	91	88	19	27	21	27	0	0	0	0	59	21	29	30	0	0	0	0
gene_9956	139	170	122	175	157	251	251	71	68	81	52	0	0	0	0	106	51	76	67	0	0	0	0
gene_9958	26	27	18	26	34	15	22	22	48	48	21	0	0	0	0	22	9	16	20	0	0	0	0
gene_9966	43	57	29	46	37	55	65	12	21	10	7	0	0	0	0	27	11	8	16	0	0	0	0
gene_9969	11	20	2	14	9	20	20	1	12	1	1	0	0	0	0	10	0	5	3	0	0	0	0
gene_1244	41	38	39	38	27	52	51	9	9	13	13	0	0	0	0	33	9	21	22	0	0	0	0
gene_9971	223	195	203	285	242	282	351	21	65	45	40	0	0	0	0	81	33	81	53	0	0	0	0
gene_9979	12	21	23	30	28	28	30	0	3	10	3	0	0	0	0	14	4	10	3	0	0	0	0
gene_9982	8	1	0	2	9	3	8	2	1	0	2	0	0	0	0	3	1	4	0	0	0	0	0
gene_1247	39	36	12	30	45	59	62	11	12	16	18	0	0	0	0	16	10	19	21	0	0	0	0
gene_9983	13	13	13	7	16	12	34	7	9	16	12	0	0	0	0	17	9	11	16	0	0	0	0
gene_9987	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_9988	19	44	37	21	52	48	70	3	8	2	9	0	0	0	0	26	8	13	15	0	0	0	0
gene_9990	58	58	29	53	48	93	68	5	22	16	18	0	0	0	0	43	12	24	34	0	0	0	0
gene_9994	75	62	49	68	79	101	125	14	26	18	12	0	0	0	0	47	9	24	9	0	0	0	0
gene_9993	39	32	41	26	37	62	67	10	17	20	24	0	0	0	0	31	17	25	31	0	0	0	0
gene_9997	7	7	2	9	36	14	20	0	2	2	3	0	0	0	0	6	1	2	12	0	0	0	0
gene_9995	17	20	6	13	25	27	45	2	4	2	2	0	0	0	0	21	0	16	7	0	0	0	0
gene_9998	349	419	285	444	691	867	886	64	76	87	52	0	0	0	0	237	69	151	99	0	0	0	0
gene_10002	109	97	91	124	112	142	137	22	26	53	37	0	0	0	0	56	29	61	56	0	0	0	0
gene_1248	0	0	2	1	3	2	1	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	0
gene_10003	3	0	0	0	1	5	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_10011	78	72	40	75	57	82	83	26	53	51	28	0	0	0	0	157	45	87	69	0	0	0	0
gene_10010	26	44	27	73	56	57	81	2	5	15	4	0	0	0	0	22	11	8	9	0	0	0	0
gene_10022	94	117	72	71	117	129	131	17	25	27	17	0	0	0	0	46	12	36	30	0	0	0	0
gene_10023	33	35	63	66	57	80	87	2	6	6	5	0	0	0	0	10	8	2	6	0	0	0	0
gene_10024	26	11	14	31	29	24	43	6	9	13	3	0	0	0	0	12	8	5	12	0	0	0	0
gene_10034	4	14	4	0	6	1	16	0	0	9	0	0	0	0	0	5	2	5	2	0	0	0	0
gene_10037	94	76	83	118	105	87	107	4	14	9	7	0	0	0	0	10	16	23	19	0	0	0	0
gene_10038	223	239	178	234	257	260	339	65	56	64	58	0	0	0	0	128	74	123	130	0	0	0	0
gene_10039	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_10049	9	6	6	27	9	28	22	2	1	0	0	0	0	0	0	1	1	4	4	0	0	0	0
gene_10053	288	311	203	329	383	426	487	39	78	48	47	0	0	0	0	91	31	61	56	0	0	0	0
gene_10057	66	45	54	104	77	87	129	14	32	26	9	0	0	0	0	37	19	21	43	0	0	1	0
gene_10068	2	2	1	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_10067	12	20	2	27	12	13	13	3	2	1	1	0	0	0	0	2	1	1	4	0	0	0	0
gene_10069	95	75	78	85	76	91	152	27	76	55	25	0	0	0	0	67	19	31	34	0	0	0	0
gene_10070	40	70	24	49	50	56	78	6	7	2	3	0	0	0	0	3	3	4	6	0	0	0	0
gene_49	1336	1229	1123	1477	807	1076	1175	144	203	227	91	0	1	0	0	107	51	110	71	0	0	0	0
gene_10080	16	22	18	24	24	20	29	8	6	2	2	0	0	0	0	12	2	6	13	0	0	0	0
gene_10083	399	322	237	416	248	291	335	60	101	61	61	0	0	0	0	107	50	105	78	0	0	0	0
gene_10088	14	16	11	12	25	15	22	3	3	3	0	0	0	0	0	1	0	3	11	0	0	0	0
gene_10096	6	17	6	17	50	86	68	6	1	5	0	0	0	0	0	16	8	6	10	0	0	0	0
gene_10109	43	57	37	37	42	47	87	8	6	5	5	0	0	0	0	7	13	14	7	0	0	0	0
gene_1256	8	9	5	2	14	9	10	0	0	1	3	0	0	0	0	1	2	1	5	0	0	0	0
gene_10113	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1257	0	1	0	4	3	6	8	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
gene_1260	34	42	20	49	35	41	53	4	10	11	2	0	0	0	0	13	10	7	8	0	0	0	0
gene_10126	30	54	35	38	23	34	64	5	9	11	2	0	0	0	0	20	12	10	12	0	0	0	0
gene_10142	20	9	18	19	10	10	16	1	4	3	1	0	0	0	0	3	1	2	1	0	0	0	0
gene_10145	1	0	2	1	0	2	0	1	0	1	0	0	0	0	0	2	3	2	2	0	0	0	0
gene_10152	1	1	2	26	12	7	14	2	1	4	0	0	0	0	0	2	2	1	3	0	0	0	0
gene_10154	111	100	77	100	58	53	82	69	98	101	92	0	0	0	0	166	70	135	92	0	0	0	0
gene_10159	89	127	130	128	132	137	183	28	63	50	32	0	0	0	0	17	6	19	6	0	0	0	0
gene_10166	18	45	27	52	22	40	48	14	12	10	8	0	0	0	0	47	18	28	21	0	0	0	0
gene_1261	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_10167	1	0	0	1	2	1	5	1	2	0	3	0	0	0	0	0	0	4	0	0	0	0	0
gene_10170	10	7	2	5	8	7	14	0	3	5	1	0	0	0	0	2	0	2	1	0	0	0	0
gene_1262	1	4	5	3	8	5	15	1	2	2	0	0	0	0	0	3	1	2	6	0	0	0	0
gene_10178	72	41	44	63	54	90	79	15	22	27	13	0	0	0	0	42	13	21	24	0	0	0	0
gene_10185	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene_10186	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
gene_10184	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_10195	29	23	37	43	32	41	31	12	13	10	6	0	0	0	0	25	14	18	11	0	0	0	0
gene_10194	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0
gene_1263	8	7	5	5	15	15	23	0	1	2	0	0	0	0	0	14	6	9	2	0	0	0	0
gene_10196	486	616	529	683	727	816	1031	115	169	200	151	0	0	0	0	345	167	323	251	0	0	0	0
gene_10202	24	16	14	30	20	30	46	3	1	0	2	0	0	0	0	6	3	4	6	0	0	0	0
gene_1265	283	279	221	273	346	378	455	65	103	127	90	0	0	0	0	202	74	151	116	0	0	0	0
gene_10216	4	1	1	3	4	4	4	1	3	3	0	0	0	0	0	7	1	2	2	0	0	0	0
gene_10220	0	1	3	1	7	11	16	1	10	9	2	0	0	0	0	8	7	3	3	0	0	0	0
gene_10228	55	39	37	58	69	107	120	11	33	41	24	0	0	0	0	61	49	67	61	0	0	0	0
gene_10231	9	9	4	10	14	8	8	1	6	9	3	0	0	0	0	9	0	4	6	0	0	0	0
gene_10233	16	7	14	17	14	8	17	4	4	4	0	0	0	0	0	12	3	12	8	0	0	0	0
gene_10234	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
gene_10243	22	39	39	60	43	30	56	12	17	4	4	0	0	0	0	11	4	15	16	0	0	0	0
gene_10242	139	127	129	162	155	152	140	27	46	43	24	0	0	0	0	62	25	53	45	0	0	0	0
gene_10244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_10251	14	1	0	1	19	18	11	0	1	1	1	0	0	0	0	1	0	2	4	0	0	0	0
gene_10266	29	30	17	48	30	24	36	55	55	43	22	0	0	0	0	169	73	153	165	0	0	0	0
gene_10274	41	34	24	41	38	37	46	9	5	5	4	0	0	0	0	27	4	11	14	0	0	0	0
gene_10275	136	119	126	178	128	189	254	30	30	17	19	0	0	0	0	74	24	40	30	0	0	0	0
gene_10277	54	95	63	58	85	133	144	13	13	24	7	0	0	0	0	38	8	32	20	0	0	0	0
gene_1271	1176	1194	801	1544	1629	1603	1931	300	458	367	244	106	184	30	0	621	260	393	332	31	56	276	54
gene_10284	602	753	575	806	840	855	1044	107	191	159	125	25	0	1	0	160	118	204	185	0	8	11	10
gene_10287	41	37	20	53	23	40	35	15	19	19	13	0	0	0	0	47	16	36	27	0	0	0	0
gene_10288	57	51	72	78	79	79	96	13	29	17	18	0	0	0	0	33	9	21	15	0	0	0	0
gene_10289	134	132	95	148	182	160	189	38	41	38	26	0	0	0	0	40	28	47	13	0	0	0	0
gene_10292	30	42	19	62	77	32	89	9	7	15	13	0	0	0	0	25	11	21	20	0	0	0	0
gene_10293	53	41	26	74	64	66	77	2	15	6	14	0	0	0	0	35	7	16	14	0	0	0	0
gene_10297	64	71	80	96	106	124	110	11	25	24	18	0	0	0	0	55	20	20	17	0	0	0	0
gene_10300	9	10	7	11	32	21	28	0	1	1	1	0	0	0	0	6	0	1	4	0	0	0	0
gene_10299	16	13	15	13	12	16	10	1	1	2	0	0	0	0	0	0	2	1	2	0	0	0	0
gene_10301	389	569	264	497	1593	1803	1671	81	118	147	107	0	0	0	0	435	221	479	348	0	0	0	0
gene_10303	6	11	11	9	17	5	7	2	0	5	2	0	0	0	0	2	1	3	9	0	0	0	0
gene_10312	40	50	38	51	23	46	30	7	18	17	13	0	0	0	0	42	10	39	23	0	0	0	0
gene_10313	6	11	5	4	5	8	4	0	0	5	2	0	0	0	0	16	1	4	4	0	0	0	0
