ID,Time_Points,Microbes,Concentration_3OMG,Concentration_3OMG_2,Tech_Rep,Root_length
1week_FSC_0_0_mM_2,1week,FSC,0,0_mM,2,0.214
1week_FSC_0_0_mM_3,1week,FSC,0,0_mM,3,0.499
1week_FSC_0_0_mM_4,1week,FSC,0,0_mM,4,0.3
1week_FSC_0_0_mM_5,1week,FSC,0,0_mM,5,0.277
1week_FSC_0_0_mM_6,1week,FSC,0,0_mM,6,0.216
1week_FSC_0_0_mM_7,1week,FSC,0,0_mM,7,0.262
1week_FSC_0_0_mM_8,1week,FSC,0,0_mM,8,0.3
1week_FSC_0_0_mM_9,1week,FSC,0,0_mM,9,0.259
1week_FSC_0_0_mM_10,1week,FSC,0,0_mM,10,0.317
1week_FSC_0_0_mM_11,1week,FSC,0,0_mM,11,0.658
1week_FSC_0_0_mM_12,1week,FSC,0,0_mM,12,0.383
1week_FSC_0_0_mM_13,1week,FSC,0,0_mM,13,0.562
1week_FSC_0_0_mM_14,1week,FSC,0,0_mM,14,0.124
1week_FSC_0_0_mM_15,1week,FSC,0,0_mM,15,0.541
1week_FSC_0_0_mM_16,1week,FSC,0,0_mM,16,0.167
1week_FSC_0_0_mM_17,1week,FSC,0,0_mM,17,0.136
1week_FSC_0_0_mM_18,1week,FSC,0,0_mM,18,0.237
1week_FSC_0_0_mM_19,1week,FSC,0,0_mM,19,0.091
1week_FSC_0_0_mM_20,1week,FSC,0,0_mM,20,0.531
2weeks_MF_7.5_7.5_mM_1,2weeks,MF,7.5,7.5_mM,1,2.899
2weeks_MF_7.5_7.5_mM_2,2weeks,MF,7.5,7.5_mM,2,0.168
2weeks_MF_7.5_7.5_mM_3,2weeks,MF,7.5,7.5_mM,3,3.06
2weeks_MF_7.5_7.5_mM_4,2weeks,MF,7.5,7.5_mM,4,0.239
2weeks_MF_7.5_7.5_mM_5,2weeks,MF,7.5,7.5_mM,5,1.133
2weeks_MF_7.5_7.5_mM_6,2weeks,MF,7.5,7.5_mM,6,2.947
2weeks_MF_7.5_7.5_mM_7,2weeks,MF,7.5,7.5_mM,7,2.656
2weeks_MF_7.5_7.5_mM_8,2weeks,MF,7.5,7.5_mM,8,2.271
2weeks_MF_7.5_7.5_mM_9,2weeks,MF,7.5,7.5_mM,9,2.337
2weeks_MF_7.5_7.5_mM_10,2weeks,MF,7.5,7.5_mM,10,3.503
2weeks_MF_7.5_7.5_mM_11,2weeks,MF,7.5,7.5_mM,11,0.963
2weeks_MF_7.5_7.5_mM_12,2weeks,MF,7.5,7.5_mM,12,2.993
2weeks_MF_7.5_7.5_mM_13,2weeks,MF,7.5,7.5_mM,13,1.999
2weeks_MF_7.5_7.5_mM_14,2weeks,MF,7.5,7.5_mM,14,2.567
2weeks_MF_7.5_7.5_mM_15,2weeks,MF,7.5,7.5_mM,15,3.334
2weeks_MF_7.5_7.5_mM_16,2weeks,MF,7.5,7.5_mM,16,2.938
2weeks_MF_7.5_7.5_mM_17,2weeks,MF,7.5,7.5_mM,17,2.425
2weeks_MF_7.5_7.5_mM_18,2weeks,MF,7.5,7.5_mM,18,3.256
2weeks_MF_7.5_7.5_mM_19,2weeks,MF,7.5,7.5_mM,19,0.18
2weeks_MF_7.5_7.5_mM_20,2weeks,MF,7.5,7.5_mM,20,2.836
2weeks_MF_7.5_7.5_mM_21,2weeks,MF,7.5,7.5_mM,21,3.225
2weeks_MF_7.5_7.5_mM_22,2weeks,MF,7.5,7.5_mM,22,1.818
2weeks_MF_7.5_7.5_mM_23,2weeks,MF,7.5,7.5_mM,23,1.942
2weeks_MF_7.5_7.5_mM_24,2weeks,MF,7.5,7.5_mM,24,0.294
2weeks_MF_7.5_7.5_mM_25,2weeks,MF,7.5,7.5_mM,25,0.245
2weeks_MF_7.5_7.5_mM_26,2weeks,MF,7.5,7.5_mM,26,3.524
2weeks_FSC_7.5_7.5_mM_1,2weeks,FSC,7.5,7.5_mM,1,2.945
2weeks_FSC_7.5_7.5_mM_2,2weeks,FSC,7.5,7.5_mM,2,0.274
2weeks_FSC_7.5_7.5_mM_3,2weeks,FSC,7.5,7.5_mM,3,1.35
2weeks_FSC_7.5_7.5_mM_4,2weeks,FSC,7.5,7.5_mM,4,2.082
2weeks_FSC_7.5_7.5_mM_5,2weeks,FSC,7.5,7.5_mM,5,0.896
2weeks_FSC_7.5_7.5_mM_6,2weeks,FSC,7.5,7.5_mM,6,2.663
2weeks_FSC_7.5_7.5_mM_7,2weeks,FSC,7.5,7.5_mM,7,3.048
2weeks_FSC_7.5_7.5_mM_8,2weeks,FSC,7.5,7.5_mM,8,2.998
2weeks_FSC_7.5_7.5_mM_9,2weeks,FSC,7.5,7.5_mM,9,2.723
2weeks_FSC_7.5_7.5_mM_10,2weeks,FSC,7.5,7.5_mM,10,2.132
2weeks_FSC_7.5_7.5_mM_11,2weeks,FSC,7.5,7.5_mM,11,2.328
2weeks_FSC_7.5_7.5_mM_12,2weeks,FSC,7.5,7.5_mM,12,2.454
2weeks_FSC_7.5_7.5_mM_13,2weeks,FSC,7.5,7.5_mM,13,1.978
2weeks_FSC_7.5_7.5_mM_14,2weeks,FSC,7.5,7.5_mM,14,2.235
2weeks_FSC_7.5_7.5_mM_15,2weeks,FSC,7.5,7.5_mM,15,2.198
2weeks_FSC_7.5_7.5_mM_16,2weeks,FSC,7.5,7.5_mM,16,2.982
2weeks_FSC_7.5_7.5_mM_17,2weeks,FSC,7.5,7.5_mM,17,2.684
2weeks_FSC_7.5_7.5_mM_18,2weeks,FSC,7.5,7.5_mM,18,1.988
2weeks_FSC_7.5_7.5_mM_19,2weeks,FSC,7.5,7.5_mM,19,2.293
2weeks_FSC_7.5_7.5_mM_20,2weeks,FSC,7.5,7.5_mM,20,2.952
2weeks_FSC_7.5_7.5_mM_21,2weeks,FSC,7.5,7.5_mM,21,1.448
2weeks_FSC_7.5_7.5_mM_22,2weeks,FSC,7.5,7.5_mM,22,2.024
2weeks_FSC_7.5_7.5_mM_23,2weeks,FSC,7.5,7.5_mM,23,2.689
2weeks_FSC_7.5_7.5_mM_24,2weeks,FSC,7.5,7.5_mM,24,2.529
2weeks_FSC_7.5_7.5_mM_25,2weeks,FSC,7.5,7.5_mM,25,2.062
2weeks_MF_3.75_3.75_mM_1,2weeks,MF,3.75,3.75_mM,1,2.887
2weeks_MF_3.75_3.75_mM_2,2weeks,MF,3.75,3.75_mM,2,0.204
2weeks_MF_3.75_3.75_mM_3,2weeks,MF,3.75,3.75_mM,3,2.533
2weeks_MF_3.75_3.75_mM_4,2weeks,MF,3.75,3.75_mM,4,2.419
2weeks_MF_3.75_3.75_mM_5,2weeks,MF,3.75,3.75_mM,5,2.522
2weeks_MF_3.75_3.75_mM_6,2weeks,MF,3.75,3.75_mM,6,3.502
2weeks_MF_3.75_3.75_mM_7,2weeks,MF,3.75,3.75_mM,7,2.424
2weeks_MF_3.75_3.75_mM_8,2weeks,MF,3.75,3.75_mM,8,2.504
2weeks_MF_3.75_3.75_mM_9,2weeks,MF,3.75,3.75_mM,9,2.438
2weeks_MF_3.75_3.75_mM_10,2weeks,MF,3.75,3.75_mM,10,3.285
2weeks_MF_3.75_3.75_mM_11,2weeks,MF,3.75,3.75_mM,11,2.719
2weeks_MF_3.75_3.75_mM_12,2weeks,MF,3.75,3.75_mM,12,0.407
2weeks_MF_3.75_3.75_mM_13,2weeks,MF,3.75,3.75_mM,13,0.303
2weeks_MF_3.75_3.75_mM_14,2weeks,MF,3.75,3.75_mM,14,1.28
2weeks_MF_3.75_3.75_mM_15,2weeks,MF,3.75,3.75_mM,15,0.53
2weeks_MF_3.75_3.75_mM_16,2weeks,MF,3.75,3.75_mM,16,2.663
2weeks_MF_3.75_3.75_mM_17,2weeks,MF,3.75,3.75_mM,17,2.985
2weeks_MF_3.75_3.75_mM_18,2weeks,MF,3.75,3.75_mM,18,0.254
2weeks_MF_3.75_3.75_mM_19,2weeks,MF,3.75,3.75_mM,19,3.357
2weeks_MF_3.75_3.75_mM_20,2weeks,MF,3.75,3.75_mM,20,3.441
2weeks_MF_3.75_3.75_mM_21,2weeks,MF,3.75,3.75_mM,21,3.71
2weeks_MF_3.75_3.75_mM_22,2weeks,MF,3.75,3.75_mM,22,0.161
2weeks_MF_3.75_3.75_mM_23,2weeks,MF,3.75,3.75_mM,23,3.559
2weeks_MF_3.75_3.75_mM_24,2weeks,MF,3.75,3.75_mM,24,2.103
2weeks_MF_3.75_3.75_mM_25,2weeks,MF,3.75,3.75_mM,25,3.71
2weeks_MF_3.75_3.75_mM_26,2weeks,MF,3.75,3.75_mM,26,3.66
2weeks_MF_3.75_3.75_mM_27,2weeks,MF,3.75,3.75_mM,27,0.124
2weeks_FSC_3.75_3.75_mM_1,2weeks,FSC,3.75,3.75_mM,1,2.875
2weeks_FSC_3.75_3.75_mM_2,2weeks,FSC,3.75,3.75_mM,2,2.334
2weeks_FSC_3.75_3.75_mM_3,2weeks,FSC,3.75,3.75_mM,3,0.314
2weeks_FSC_3.75_3.75_mM_4,2weeks,FSC,3.75,3.75_mM,4,1.404
2weeks_FSC_3.75_3.75_mM_5,2weeks,FSC,3.75,3.75_mM,5,0.7
2weeks_FSC_3.75_3.75_mM_6,2weeks,FSC,3.75,3.75_mM,6,0.388
2weeks_FSC_3.75_3.75_mM_7,2weeks,FSC,3.75,3.75_mM,7,0.837
2weeks_FSC_3.75_3.75_mM_8,2weeks,FSC,3.75,3.75_mM,8,1.569
2weeks_FSC_3.75_3.75_mM_9,2weeks,FSC,3.75,3.75_mM,9,1.736
2weeks_FSC_3.75_3.75_mM_10,2weeks,FSC,3.75,3.75_mM,10,0.653
2weeks_FSC_3.75_3.75_mM_11,2weeks,FSC,3.75,3.75_mM,11,1.587
2weeks_FSC_3.75_3.75_mM_12,2weeks,FSC,3.75,3.75_mM,12,1.928
2weeks_FSC_3.75_3.75_mM_13,2weeks,FSC,3.75,3.75_mM,13,1.962
2weeks_FSC_3.75_3.75_mM_14,2weeks,FSC,3.75,3.75_mM,14,0.916
2weeks_FSC_3.75_3.75_mM_15,2weeks,FSC,3.75,3.75_mM,15,0.31
2weeks_FSC_3.75_3.75_mM_16,2weeks,FSC,3.75,3.75_mM,16,0.185
2weeks_FSC_3.75_3.75_mM_17,2weeks,FSC,3.75,3.75_mM,17,0.316
2weeks_FSC_3.75_3.75_mM_18,2weeks,FSC,3.75,3.75_mM,18,1.39
2weeks_FSC_3.75_3.75_mM_19,2weeks,FSC,3.75,3.75_mM,19,1.687
2weeks_FSC_3.75_3.75_mM_20,2weeks,FSC,3.75,3.75_mM,20,0.883
2weeks_FSC_3.75_3.75_mM_21,2weeks,FSC,3.75,3.75_mM,21,0.933
2weeks_FSC_3.75_3.75_mM_22,2weeks,FSC,3.75,3.75_mM,22,2.196
2weeks_FSC_3.75_3.75_mM_23,2weeks,FSC,3.75,3.75_mM,23,1.476
2weeks_FSC_3.75_3.75_mM_24,2weeks,FSC,3.75,3.75_mM,24,1.737
2weeks_FSC_3.75_3.75_mM_25,2weeks,FSC,3.75,3.75_mM,25,1.675
2weeks_FSC_3.75_3.75_mM_26,2weeks,FSC,3.75,3.75_mM,26,1.6
2weeks_FSC_3.75_3.75_mM_27,2weeks,FSC,3.75,3.75_mM,27,0.218
2weeks_MF_0.9_0.9_mM_1,2weeks,MF,0.9,0.9_mM,1,3.833
2weeks_MF_0.9_0.9_mM_2,2weeks,MF,0.9,0.9_mM,2,4.059
2weeks_MF_0.9_0.9_mM_3,2weeks,MF,0.9,0.9_mM,3,0.305
2weeks_MF_0.9_0.9_mM_4,2weeks,MF,0.9,0.9_mM,4,4.118
2weeks_MF_0.9_0.9_mM_5,2weeks,MF,0.9,0.9_mM,5,0.505
2weeks_MF_0.9_0.9_mM_6,2weeks,MF,0.9,0.9_mM,6,3.17
2weeks_MF_0.9_0.9_mM_7,2weeks,MF,0.9,0.9_mM,7,2.651
2weeks_MF_0.9_0.9_mM_8,2weeks,MF,0.9,0.9_mM,8,1.494
2weeks_MF_0.9_0.9_mM_9,2weeks,MF,0.9,0.9_mM,9,2.39
2weeks_MF_0.9_0.9_mM_10,2weeks,MF,0.9,0.9_mM,10,3.76
2weeks_MF_0.9_0.9_mM_11,2weeks,MF,0.9,0.9_mM,11,0.223
2weeks_MF_0.9_0.9_mM_12,2weeks,MF,0.9,0.9_mM,12,3.839
2weeks_MF_0.9_0.9_mM_13,2weeks,MF,0.9,0.9_mM,13,3.512
2weeks_MF_0.9_0.9_mM_14,2weeks,MF,0.9,0.9_mM,14,1.903
2weeks_MF_0.9_0.9_mM_15,2weeks,MF,0.9,0.9_mM,15,3.835
2weeks_MF_0.9_0.9_mM_16,2weeks,MF,0.9,0.9_mM,16,3.472
2weeks_MF_0.9_0.9_mM_17,2weeks,MF,0.9,0.9_mM,17,0.151
2weeks_MF_0.9_0.9_mM_18,2weeks,MF,0.9,0.9_mM,18,3.469
2weeks_MF_0.9_0.9_mM_19,2weeks,MF,0.9,0.9_mM,19,0.271
2weeks_MF_0.9_0.9_mM_20,2weeks,MF,0.9,0.9_mM,20,3.236
2weeks_MF_0.9_0.9_mM_21,2weeks,MF,0.9,0.9_mM,21,2.699
2weeks_MF_0.9_0.9_mM_22,2weeks,MF,0.9,0.9_mM,22,3.654
2weeks_MF_0.9_0.9_mM_23,2weeks,MF,0.9,0.9_mM,23,0.29
2weeks_MF_0.9_0.9_mM_24,2weeks,MF,0.9,0.9_mM,24,3.332
2weeks_MF_0.9_0.9_mM_25,2weeks,MF,0.9,0.9_mM,25,2.466
2weeks_MF_0.9_0.9_mM_26,2weeks,MF,0.9,0.9_mM,26,1.915
2weeks_MF_0.9_0.9_mM_27,2weeks,MF,0.9,0.9_mM,27,3.53
2weeks_MF_0.9_0.9_mM_28,2weeks,MF,0.9,0.9_mM,28,2.72
2weeks_MF_0.9_0.9_mM_29,2weeks,MF,0.9,0.9_mM,29,3.311
2weeks_MF_0.9_0.9_mM_30,2weeks,MF,0.9,0.9_mM,30,3.779
2weeks_MF_0.9_0.9_mM_31,2weeks,MF,0.9,0.9_mM,31,0.382
2weeks_MF_0.9_0.9_mM_32,2weeks,MF,0.9,0.9_mM,32,3.677
2weeks_FSC_0.9_0.9_mM_1,2weeks,FSC,0.9,0.9_mM,1,1.582
2weeks_FSC_0.9_0.9_mM_2,2weeks,FSC,0.9,0.9_mM,2,0.519
2weeks_FSC_0.9_0.9_mM_3,2weeks,FSC,0.9,0.9_mM,3,2.105
2weeks_FSC_0.9_0.9_mM_4,2weeks,FSC,0.9,0.9_mM,4,1.844
2weeks_FSC_0.9_0.9_mM_5,2weeks,FSC,0.9,0.9_mM,5,0.991
2weeks_FSC_0.9_0.9_mM_6,2weeks,FSC,0.9,0.9_mM,6,2.539
2weeks_FSC_0.9_0.9_mM_7,2weeks,FSC,0.9,0.9_mM,7,1.303
2weeks_FSC_0.9_0.9_mM_8,2weeks,FSC,0.9,0.9_mM,8,2.383
2weeks_FSC_0.9_0.9_mM_9,2weeks,FSC,0.9,0.9_mM,9,1.967
2weeks_FSC_0.9_0.9_mM_10,2weeks,FSC,0.9,0.9_mM,10,1.364
2weeks_FSC_0.9_0.9_mM_11,2weeks,FSC,0.9,0.9_mM,11,2.2
2weeks_FSC_0.9_0.9_mM_12,2weeks,FSC,0.9,0.9_mM,12,2.213
2weeks_FSC_0.9_0.9_mM_13,2weeks,FSC,0.9,0.9_mM,13,0.372
2weeks_FSC_0.9_0.9_mM_14,2weeks,FSC,0.9,0.9_mM,14,3.443
2weeks_FSC_0.9_0.9_mM_15,2weeks,FSC,0.9,0.9_mM,15,2.14
2weeks_FSC_0.9_0.9_mM_16,2weeks,FSC,0.9,0.9_mM,16,1.411
2weeks_FSC_0.9_0.9_mM_17,2weeks,FSC,0.9,0.9_mM,17,1.378
2weeks_FSC_0.9_0.9_mM_18,2weeks,FSC,0.9,0.9_mM,18,0.584
2weeks_FSC_0.9_0.9_mM_19,2weeks,FSC,0.9,0.9_mM,19,2.794
2weeks_FSC_0.9_0.9_mM_20,2weeks,FSC,0.9,0.9_mM,20,2.507
2weeks_FSC_0.9_0.9_mM_21,2weeks,FSC,0.9,0.9_mM,21,2.609
2weeks_FSC_0.9_0.9_mM_22,2weeks,FSC,0.9,0.9_mM,22,3.217
2weeks_FSC_0.9_0.9_mM_23,2weeks,FSC,0.9,0.9_mM,23,2.173
2weeks_FSC_0.9_0.9_mM_24,2weeks,FSC,0.9,0.9_mM,24,2.02
2weeks_FSC_0.9_0.9_mM_25,2weeks,FSC,0.9,0.9_mM,25,2.457
2weeks_FSC_0.9_0.9_mM_26,2weeks,FSC,0.9,0.9_mM,26,0.781
2weeks_FSC_0.9_0.9_mM_27,2weeks,FSC,0.9,0.9_mM,27,2.342
2weeks_MF_0.1_0.1_mM_1,2weeks,MF,0.1,0.1_mM,1,4.125
2weeks_MF_0.1_0.1_mM_2,2weeks,MF,0.1,0.1_mM,2,4.301
2weeks_MF_0.1_0.1_mM_3,2weeks,MF,0.1,0.1_mM,3,4.033
2weeks_MF_0.1_0.1_mM_4,2weeks,MF,0.1,0.1_mM,4,4.575
2weeks_MF_0.1_0.1_mM_5,2weeks,MF,0.1,0.1_mM,5,3.598
2weeks_MF_0.1_0.1_mM_6,2weeks,MF,0.1,0.1_mM,6,5.186
2weeks_MF_0.1_0.1_mM_7,2weeks,MF,0.1,0.1_mM,7,3.818
2weeks_MF_0.1_0.1_mM_8,2weeks,MF,0.1,0.1_mM,8,2.02
2weeks_MF_0.1_0.1_mM_9,2weeks,MF,0.1,0.1_mM,9,4.135
2weeks_MF_0.1_0.1_mM_10,2weeks,MF,0.1,0.1_mM,10,3.245
2weeks_MF_0.1_0.1_mM_11,2weeks,MF,0.1,0.1_mM,11,4.305
2weeks_MF_0.1_0.1_mM_12,2weeks,MF,0.1,0.1_mM,12,3.991
2weeks_MF_0.1_0.1_mM_13,2weeks,MF,0.1,0.1_mM,13,0.356
2weeks_MF_0.1_0.1_mM_14,2weeks,MF,0.1,0.1_mM,14,4.243
2weeks_MF_0.1_0.1_mM_15,2weeks,MF,0.1,0.1_mM,15,0.269
2weeks_MF_0.1_0.1_mM_16,2weeks,MF,0.1,0.1_mM,16,1.577
2weeks_MF_0.1_0.1_mM_17,2weeks,MF,0.1,0.1_mM,17,0.223
2weeks_MF_0.1_0.1_mM_18,2weeks,MF,0.1,0.1_mM,18,3.671
2weeks_MF_0.1_0.1_mM_19,2weeks,MF,0.1,0.1_mM,19,2.689
2weeks_MF_0.1_0.1_mM_20,2weeks,MF,0.1,0.1_mM,20,4.181
2weeks_MF_0.1_0.1_mM_21,2weeks,MF,0.1,0.1_mM,21,3.58
2weeks_MF_0.1_0.1_mM_22,2weeks,MF,0.1,0.1_mM,22,1.35
2weeks_MF_0.1_0.1_mM_23,2weeks,MF,0.1,0.1_mM,23,4.445
2weeks_MF_0.1_0.1_mM_24,2weeks,MF,0.1,0.1_mM,24,3.876
2weeks_MF_0.1_0.1_mM_25,2weeks,MF,0.1,0.1_mM,25,3.806
2weeks_MF_0.1_0.1_mM_26,2weeks,MF,0.1,0.1_mM,26,4.053
2weeks_MF_0.1_0.1_mM_27,2weeks,MF,0.1,0.1_mM,27,4.233
2weeks_MF_0.1_0.1_mM_28,2weeks,MF,0.1,0.1_mM,28,0.475
2weeks_MF_0.1_0.1_mM_29,2weeks,MF,0.1,0.1_mM,29,4.25
2weeks_MF_0.1_0.1_mM_30,2weeks,MF,0.1,0.1_mM,30,3.613
2weeks_MF_0.1_0.1_mM_31,2weeks,MF,0.1,0.1_mM,31,0.297
2weeks_MF_0.1_0.1_mM_32,2weeks,MF,0.1,0.1_mM,32,2.235
2weeks_MF_0.1_0.1_mM_33,2weeks,MF,0.1,0.1_mM,33,0.228
2weeks_MF_0.1_0.1_mM_34,2weeks,MF,0.1,0.1_mM,34,3.184
2weeks_FSC_0.1_0.1_mM_1,2weeks,FSC,0.1,0.1_mM,1,0.734
2weeks_FSC_0.1_0.1_mM_2,2weeks,FSC,0.1,0.1_mM,2,1.296
2weeks_FSC_0.1_0.1_mM_3,2weeks,FSC,0.1,0.1_mM,3,0.833
2weeks_FSC_0.1_0.1_mM_4,2weeks,FSC,0.1,0.1_mM,4,0.112
2weeks_FSC_0.1_0.1_mM_5,2weeks,FSC,0.1,0.1_mM,5,1.579
2weeks_FSC_0.1_0.1_mM_6,2weeks,FSC,0.1,0.1_mM,6,1.197
2weeks_FSC_0.1_0.1_mM_7,2weeks,FSC,0.1,0.1_mM,7,0.708
2weeks_FSC_0.1_0.1_mM_8,2weeks,FSC,0.1,0.1_mM,8,0.738
2weeks_FSC_0.1_0.1_mM_9,2weeks,FSC,0.1,0.1_mM,9,0.72
2weeks_FSC_0.1_0.1_mM_10,2weeks,FSC,0.1,0.1_mM,10,1.66
2weeks_FSC_0.1_0.1_mM_11,2weeks,FSC,0.1,0.1_mM,11,1.042
2weeks_FSC_0.1_0.1_mM_12,2weeks,FSC,0.1,0.1_mM,12,0.62
2weeks_FSC_0.1_0.1_mM_13,2weeks,FSC,0.1,0.1_mM,13,0.821
2weeks_FSC_0.1_0.1_mM_14,2weeks,FSC,0.1,0.1_mM,14,1.019
2weeks_FSC_0.1_0.1_mM_15,2weeks,FSC,0.1,0.1_mM,15,0.844
2weeks_FSC_0.1_0.1_mM_16,2weeks,FSC,0.1,0.1_mM,16,0.695
2weeks_FSC_0.1_0.1_mM_17,2weeks,FSC,0.1,0.1_mM,17,0.897
2weeks_FSC_0.1_0.1_mM_18,2weeks,FSC,0.1,0.1_mM,18,2.116
2weeks_FSC_0.1_0.1_mM_19,2weeks,FSC,0.1,0.1_mM,19,1.201
2weeks_FSC_0.1_0.1_mM_20,2weeks,FSC,0.1,0.1_mM,20,0.156
2weeks_FSC_0.1_0.1_mM_21,2weeks,FSC,0.1,0.1_mM,21,2.202
2weeks_FSC_0.1_0.1_mM_22,2weeks,FSC,0.1,0.1_mM,22,1.879
2weeks_FSC_0.1_0.1_mM_23,2weeks,FSC,0.1,0.1_mM,23,0.169
2weeks_FSC_0.1_0.1_mM_24,2weeks,FSC,0.1,0.1_mM,24,0.178
2weeks_FSC_0.1_0.1_mM_25,2weeks,FSC,0.1,0.1_mM,25,1.779
2weeks_FSC_0.1_0.1_mM_26,2weeks,FSC,0.1,0.1_mM,26,1.525
2weeks_FSC_0.1_0.1_mM_27,2weeks,FSC,0.1,0.1_mM,27,0.064
2weeks_FSC_0.1_0.1_mM_28,2weeks,FSC,0.1,0.1_mM,28,0.905
2weeks_FSC_0.1_0.1_mM_29,2weeks,FSC,0.1,0.1_mM,29,1.588
2weeks_FSC_0.1_0.1_mM_30,2weeks,FSC,0.1,0.1_mM,30,1.062
2weeks_FSC_0.1_0.1_mM_31,2weeks,FSC,0.1,0.1_mM,31,2.105
2weeks_FSC_0.1_0.1_mM_32,2weeks,FSC,0.1,0.1_mM,32,2
2weeks_MF_10.01_10.01_mM_1,2weeks,MF,0.01,0.01_mM,1,3.049
2weeks_MF_10.01_10.01_mM_2,2weeks,MF,0.01,0.01_mM,2,3.914
2weeks_MF_10.01_10.01_mM_3,2weeks,MF,0.01,0.01_mM,3,0.812
2weeks_MF_10.01_10.01_mM_4,2weeks,MF,0.01,0.01_mM,4,0.152
2weeks_MF_10.01_10.01_mM_5,2weeks,MF,0.01,0.01_mM,5,0.146
2weeks_MF_10.01_10.01_mM_6,2weeks,MF,0.01,0.01_mM,6,2.205
2weeks_MF_10.01_10.01_mM_7,2weeks,MF,0.01,0.01_mM,7,1.073
2weeks_MF_10.01_10.01_mM_8,2weeks,MF,0.01,0.01_mM,8,0.947
2weeks_MF_10.01_10.01_mM_9,2weeks,MF,0.01,0.01_mM,9,0.842
2weeks_MF_10.01_10.01_mM_10,2weeks,MF,0.01,0.01_mM,10,3.339
2weeks_MF_10.01_10.01_mM_11,2weeks,MF,0.01,0.01_mM,11,3.584
2weeks_MF_10.01_10.01_mM_12,2weeks,MF,0.01,0.01_mM,12,3.993
2weeks_MF_10.01_10.01_mM_13,2weeks,MF,0.01,0.01_mM,13,0.391
2weeks_MF_10.01_10.01_mM_14,2weeks,MF,0.01,0.01_mM,14,0.536
2weeks_MF_10.01_10.01_mM_15,2weeks,MF,0.01,0.01_mM,15,0.329
2weeks_MF_10.01_10.01_mM_16,2weeks,MF,0.01,0.01_mM,16,0.407
2weeks_MF_10.01_10.01_mM_17,2weeks,MF,0.01,0.01_mM,17,3.602
2weeks_MF_10.01_10.01_mM_18,2weeks,MF,0.01,0.01_mM,18,3.562
2weeks_MF_10.01_10.01_mM_19,2weeks,MF,0.01,0.01_mM,19,5.73
2weeks_MF_10.01_10.01_mM_20,2weeks,MF,0.01,0.01_mM,20,0.201
2weeks_MF_10.01_10.01_mM_21,2weeks,MF,0.01,0.01_mM,21,3.783
2weeks_MF_10.01_10.01_mM_22,2weeks,MF,0.01,0.01_mM,22,2.603
2weeks_MF_10.01_10.01_mM_23,2weeks,MF,0.01,0.01_mM,23,0.116
2weeks_MF_10.01_10.01_mM_24,2weeks,MF,0.01,0.01_mM,24,4.339
2weeks_MF_10.01_10.01_mM_25,2weeks,MF,0.01,0.01_mM,25,1.965
2weeks_MF_10.01_10.01_mM_26,2weeks,MF,0.01,0.01_mM,26,3.771
2weeks_MF_10.01_10.01_mM_27,2weeks,MF,0.01,0.01_mM,27,2.235
2weeks_MF_10.01_10.01_mM_28,2weeks,MF,0.01,0.01_mM,28,1.951
2weeks_MF_10.01_10.01_mM_29,2weeks,MF,0.01,0.01_mM,29,0.267
2weeks_MF_10.01_10.01_mM_30,2weeks,MF,0.01,0.01_mM,30,3.217
2weeks_MF_10.01_10.01_mM_31,2weeks,MF,0.01,0.01_mM,31,2.978
2weeks_FSC_10.01_10.01_mM_1,2weeks,FSC,0.01,0.01_mM,1,1.86
2weeks_FSC_10.01_10.01_mM_2,2weeks,FSC,0.01,0.01_mM,2,0.758
2weeks_FSC_10.01_10.01_mM_3,2weeks,FSC,0.01,0.01_mM,3,2.071
2weeks_FSC_10.01_10.01_mM_4,2weeks,FSC,0.01,0.01_mM,4,2.072
2weeks_FSC_10.01_10.01_mM_5,2weeks,FSC,0.01,0.01_mM,5,0.934
2weeks_FSC_10.01_10.01_mM_6,2weeks,FSC,0.01,0.01_mM,6,0.805
2weeks_FSC_10.01_10.01_mM_7,2weeks,FSC,0.01,0.01_mM,7,1.743
2weeks_FSC_10.01_10.01_mM_8,2weeks,FSC,0.01,0.01_mM,8,0.899
2weeks_FSC_10.01_10.01_mM_9,2weeks,FSC,0.01,0.01_mM,9,0.184
2weeks_FSC_10.01_10.01_mM_10,2weeks,FSC,0.01,0.01_mM,10,1.544
2weeks_FSC_10.01_10.01_mM_11,2weeks,FSC,0.01,0.01_mM,11,1.744
2weeks_FSC_10.01_10.01_mM_12,2weeks,FSC,0.01,0.01_mM,12,0.265
2weeks_FSC_10.01_10.01_mM_13,2weeks,FSC,0.01,0.01_mM,13,1.147
2weeks_FSC_10.01_10.01_mM_14,2weeks,FSC,0.01,0.01_mM,14,1.033
2weeks_FSC_10.01_10.01_mM_15,2weeks,FSC,0.01,0.01_mM,15,0.781
2weeks_FSC_10.01_10.01_mM_16,2weeks,FSC,0.01,0.01_mM,16,1.899
2weeks_FSC_10.01_10.01_mM_17,2weeks,FSC,0.01,0.01_mM,17,0.122
2weeks_FSC_10.01_10.01_mM_18,2weeks,FSC,0.01,0.01_mM,18,2.146
2weeks_FSC_10.01_10.01_mM_19,2weeks,FSC,0.01,0.01_mM,19,1.295
2weeks_FSC_10.01_10.01_mM_20,2weeks,FSC,0.01,0.01_mM,20,1.33
2weeks_FSC_10.01_10.01_mM_21,2weeks,FSC,0.01,0.01_mM,21,1.158
