,Compounds,blanc1,blanc2,blanc3,QC1,QC2,QC3,1-MS-Shoot,2-MS-Shoot,3-MS-Shoot,4-MS-Root,5-MS-Root,6-MS-Root,7-MS-Glucose-Root,8-MS-Glucose-Root,9-MS-Glucose-Root,10-MS-3OMG-Root,11-MS-3OMG-Root,12-MS-3OMG-Root,13-MS-Glucose-3OMG-Root,14-MS-Glucose-3OMG-Root,15-MS-Glucose-3OMG-Root,16-CAS-Soil-Wash-Soil,17-CAS-Soil-Wash-Soil,18-CAS-Soil-Wash-Soil,19-Peat-Wash-Peat,20-Peat-Wash-Peat,21-Peat-Wash-Peat,22-Water-Control-Water,23-Water-Control-Water,24-Water-Control-Water,25-seedcoat Arabidopsis,26-seedcoat Arabidopsis,27-seedcoat Arabidopsis,28-Embryon Arabidopsis,29-Embryon Arabidopsis,30-Embryon Arabidopsis
61,Fructose$meox2!1878.8/307_SUG,0,0,0,0.154253565,0.170720704,0.151425618,0.043618777,0.038987778,0.05006496,0.037834333,0.050089296,0.042512584,0.082862371,0.065001149,0.047055847,0.049331298,0.040025989,0.053367613,0.06884127,0.130270374,0.137159312,0.000254154,0,0,0.000447832,0.001362727,0.000170239,0,0.000275821,0,0.000796095,0.000536804,0.000434365,0.000384971,0.000107739,0.000144865
62,Dehydroascorbate$2!1845.9/316_OA,0,0,0,0.042666625,0.040641103,0.03736393,0.01129461,0.012222813,0.015564502,0.01233071,0.014699931,0.010706957,0.024171121,0.013486761,0.011879473,0.011582925,0.00944319,0.008061,0.012272938,0.024593432,0.018449907,0,0,0,0,0,0,0,0,0,7.62686E-07,2.24745E-06,1.76637E-06,1.62985E-05,1.06814E-05,2.33979E-06
63,Erythronate!1542.0/292_OA,0,0,0,0.009870768,0.009070593,0.008641066,0.002652177,0.002951748,0.006295153,0.001914466,0.002151955,0.001784065,0.002697473,0.002154861,0.001442714,0.001443376,0.001407661,0.000904424,0.002616929,0.004788121,0.004757369,0,0,0,2.69001E-05,0.0001378,0.00015896,0,0,0,0.00011807,9.66409E-05,4.07618E-05,7.25212E-05,2.79798E-05,3.43869E-05
64,Glucose-6-P$meox1!2322.4/299_PHOSPHO,0,0,0,0.012014088,0.012817919,0.011148999,0.003193701,0.003630657,0.004398521,0.0049998,0.005043162,0.00386781,0.006582771,0.005049777,0.002819953,0.002403917,0.00257368,0.001277396,0.004437253,0.008626509,0.008773429,0,0,0,2.42607E-05,2.03981E-05,2.60014E-05,0,0,0,1.33962E-05,2.16089E-05,2.25571E-05,5.55515E-05,3.98372E-05,1.35703E-05
65,Galactaricacid!2044.8/333_OA,0,0,0,0.005660906,0.006506843,0.006189742,0.001004562,0.000968694,0.001166107,0.00137432,0.002176008,0.001602895,0.001725902,0.00143287,0.001221728,0.001363643,0.001711303,0.001162035,0.00168032,0.003669149,0.003551409,0,0,0,5.61577E-05,0.00012076,0.000181292,7.15569E-05,0,0,0.000130265,0.000167444,0.000119448,6.93928E-05,4.62615E-05,1.09418E-05
66,Galacturonate$meox1!1935/333_OA,0,0,0,0.005279646,0.005421941,0.004735244,0.000395731,0.0001976,0.000445326,0.002080273,0.00229638,0.002334418,0.002388875,0.002154332,0.001775944,0.00151852,0.001711678,0.001153058,0.002451648,0.005041269,0.004521731,0,0,0,3.1031E-05,0.000144779,9.55682E-05,0,0,0,7.16402E-05,7.69684E-05,6.43726E-05,2.25836E-05,1.57855E-05,1.37691E-05
67,Propyleneglycol!0992.2/117_OTHER,0.003703931,0.003735437,0.028874561,0.119287611,0.109139584,0.103932906,0.000400709,0.000374373,0.000508826,0.001003867,0.001145741,0.001271349,0.000864809,0.000921644,0.000904466,0.000535423,0.000405066,0.000308166,0.000905866,0.0020625,0.001338215,0.272528151,0.359143464,0.311375668,0.196072631,0.208065432,0.186876692,0.207797514,0.103754818,0.055946525,0.000507335,0.00042874,0.000319518,0.000266256,0.000249673,0.000221597
68,Borate$3tms!0980.8/221_MA,0.570605629,0.645567903,0.521196459,0.613714427,0.630002334,0.550171509,0.032016209,0.036923532,0.039531635,0.104742734,0.177256329,0.133448341,0.105586748,0.102086141,0.106804673,0.110476523,0.133963773,0.089171424,0.088394232,0.176881929,0.174051402,0.168616003,0.202258797,0.176773589,0.141983865,0.148152234,0.191498129,0.149851962,0.145631167,0.118052571,0.003321896,0.003778932,0.003754863,0.003214699,0.003202426,0.00335942
69,Glutamate$2tms!1527.8/174_AA,0,0,0,0.186125739,0.16692182,0.163018729,0.03901017,0.029341647,0.025383359,0.073111771,0.106740238,0.061817993,0.110322499,0.067413652,0.06922471,0.05569446,0.058151958,0.039975211,0.079921871,0.170524898,0.162571835,0.0054972,0.005720878,0.008843003,0.008175014,0.006776291,0.005930963,0.006398734,0.003639185,0.001063227,0.00023446,0.000139556,5.79064E-05,0.000142178,4.30673E-05,3.88936E-05
70,Proline$2tms!1304.5/142_AA,0.000885422,0.002046674,0.000944656,0.092122196,0.087374578,0.079649866,0.024083125,0.02567951,0.029105461,0.009365505,0.01498092,0.010472581,0.014355259,0.013333424,0.015462539,0.012704674,0.01587336,0.014096756,0.014244369,0.028486017,0.026082017,0.000152985,0.000357204,0.000220408,0.000563928,0.000732981,0.000377705,0.000582534,0.000419027,0.000197504,0.001795355,0.001559631,0.000337939,0.000460362,0.000365451,0.000208053
71,D-Chiro-Inositol!1949.3/318_OTHER,0,0,0,0.003519555,0.003278856,0.003033805,4.80316E-05,2.11505E-05,2.42216E-05,0.001405588,0.002567033,0.001922729,0.001496329,0.001731118,0.001529926,0.001012335,0.001265578,0.000898128,0.001503856,0.003312894,0.003243937,0,0,0,1.80909E-05,0.000209183,6.87456E-05,0,0,0,2.42099E-06,6.46714E-07,7.45467E-07,4.39801E-06,2.63797E-06,2.20435E-06
72,Arg$2bis!1645.3/200_AA,1.84032E-05,0.000108063,0.000101671,0.001847871,0.001903653,0.002124265,0.000350529,0.000499519,0.000551927,0.000100537,8.89956E-05,8.86591E-05,7.59202E-05,7.90533E-05,0.000161207,0.000110811,0.000227287,0.000130883,9.83352E-05,0.000317068,0.000355068,1.9435E-05,1.66871E-05,0.000125822,6.84175E-05,8.8315E-05,0.000216632,7.92896E-05,2.32718E-05,1.46711E-05,5.9004E-06,1.47784E-05,1.44609E-05,5.16214E-06,1.83588E-05,8.14306E-06
73,Arg$3(Orn)!1820.4/174_AA,0,0,0,0.035149121,0.039597506,0.034598914,0.000128205,0.000329719,0.000374476,0.000145812,0.000235844,0.000193605,0.000391554,0.000199351,0.000228804,0.060598697,0.076979836,0.056625313,0.039379124,0.083397699,0.081923992,0,4.67053E-05,3.1359E-05,0,0.000184121,0.000121467,0,0,0,5.87287E-05,5.57581E-05,2.68787E-05,3.2683E-05,1.78112E-05,1.17334E-05
74,Galactosylglycerol$3!2321/204_SUG,0,0.004148865,0.00014051,0.036231328,0.034947689,0.031220351,0.020896893,0.015377162,0.01054424,0.006226439,0.011366732,0.008111969,0.006583036,0.005891002,0.004634976,0.004206511,0.004803156,0.003433193,0.005725812,0.012163172,0.010343013,0.00183309,0.000643141,0.001029305,0.005809339,0.005447603,0.005791305,0.000463243,0.000158716,0.000110901,9.93871E-05,6.62763E-05,7.08217E-05,0.000175735,8.45602E-05,0.000107257
75,hexofuranose$1818.2/217!1818.2/217_SUG,0,0,0,0.064373202,0.057585828,0.055313322,0.000419165,0.000357061,0.000423866,0.000830984,0.001426272,0.000876564,0.001215648,0.001043783,0.000907839,0.06016232,0.072475492,0.069028314,0.048844166,0.059639361,0.055167071,8.14717E-05,5.64407E-05,0.000139267,0.000277263,0.000500139,0.000216686,7.19753E-05,0,0.000114452,2.71381E-05,2.8494E-05,3.39031E-05,1.77592E-05,1.67992E-05,3.45186E-05
76,Erythritol!1503.8/205_OTHER,0,0,0.000123948,0.004761747,0.004050143,0.004386264,0.000308829,0.000327668,0.000374351,0.001467605,0.001202303,0.001487886,0.001748063,0.001648678,0.001433072,0.001410581,0.001918218,0.001315249,0.002160253,0.005182127,0.004319783,0.000572702,0.00028655,0.00049551,0.001076831,0.000917442,0.001134282,0.000611936,0.000260622,0.000286344,2.2642E-05,3.06811E-05,1.65584E-05,7.55408E-06,1.61642E-05,1.13552E-05
77,Glycerate!1337.5/292_OA,0,0,0,0.022993938,0.019548706,0.021080567,0.000749635,0.000643815,0.000704076,0.002806973,0.006557003,0.004877034,0.020252854,0.005496852,0.004409232,0.008879049,0.015970047,0.007909031,0.018164704,0.027809215,0.058646412,0.000111503,8.45996E-05,0.000266806,0.000651369,0.001311375,0.00133302,0.000152364,0.000125448,2.06432E-05,3.88415E-05,1.98377E-05,1.98554E-05,2.36121E-05,1.34757E-05,9.28529E-06
78,Methionine$2tms!1515.7/176_AA,8.30653E-05,3.66791E-05,5.48646E-05,0.009093577,0.008913238,0.00774802,0.00142222,0.001436073,0.001824899,0.001606792,0.004091801,0.001391861,0.002573865,0.00216884,0.002022963,0.002296075,0.003377542,0.002718094,0.002553591,0.00528629,0.0048982,0.000486164,0.000501134,0.000772975,0.000206985,0.000158802,0.000209116,4.51155E-05,0.000307066,4.86118E-06,7.23552E-05,5.09393E-05,5.15618E-05,0.000145875,8.74265E-05,8.43168E-05
79,Succinate!1320.9/247_OA,0,0,0,0.009546865,0.008033354,0.009024392,0.001078641,0.001204312,0.001781168,0.002382972,0.003540071,0.001588894,0.00376652,0.003053873,0.001311273,0.001590103,0.001608581,0.001129188,0.004634255,0.009385905,0.012189559,0.002038803,0.001816217,0.002846042,0.00390198,0.003476062,0.004022868,0.004054243,0.001976982,0.000128778,5.54286E-05,4.69861E-05,3.07153E-05,3.46342E-05,3.0488E-05,2.31619E-05
80,Glycerol-3-P!1765.0/299_PHOSPHO,0,0.00356524,0.001940047,0.054482043,0.053698803,0.046259761,0.028644227,0.03454627,0.045236061,0.007544785,0.009944326,0.007334821,0.009435893,0.007862604,0.005601019,0.005937171,0.006842613,0.004444957,0.008842344,0.017319168,0.016604181,0.000390224,8.29058E-05,0,0.001294436,0.001178054,0.00122569,0,0,0,0.000129257,0.000119169,0.000147752,0.000353542,0.000200123,0.000276755
81,hydroxylamine$3tms!1118.6/249_OTHER,0.13252688,0.127820829,0.118005309,0.131603866,0.115100828,0.111734751,0.004285747,0.00510658,0.005287913,0.022245966,0.029873164,0.028299467,0.020417146,0.021546374,0.020577309,0.021575586,0.027159931,0.018740847,0.018952681,0.031275542,0.034762229,0.022867453,0.02559112,0.022960043,0.007002971,0.003716022,0.01155912,0.020969901,0.022041479,0.020385803,0.00075469,0.000727775,0.000763692,0.000754914,0.000828372,0.000820502
82,Sinapoyl(cis)-Malate!2733.8/556_OTHER,0,0,0,0.002120805,0.002106895,0.001799278,0.003356707,0.003610804,0.00421327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73792E-05,0,7.20558E-05,0,0,0,0,0,0,6.17323E-07,0,2.93946E-06
83,Mannopyranose$5tms!1808.6/204_SUG,0.000252263,0.003638815,0,0.016894511,0.018387833,0.015332486,0.004113605,0.004539755,0.005411006,0.005880822,0.008340352,0.006815055,0.008407797,0.007429295,0.006031649,0.005621918,0.00618726,0.004337858,0.007853071,0.016880025,0.016281307,0.000266246,4.65264E-05,4.88388E-05,0.000802071,0.002565073,0.000907972,0.000124793,5.61121E-05,0,4.9034E-05,4.37622E-05,2.00584E-05,6.33008E-05,2.15509E-05,3.46859E-05
84,alpha-Tocopherol!3144.6/237_APO,0,0,0,0.008515311,0.008157377,0.007054429,0.005348051,0.006114038,0.006352307,1.93094E-05,2.85503E-05,0,4.60867E-05,0,1.90396E-05,0,0,0,0.000127557,0.0001794,0.0002475,0,0,0,6.83416E-05,4.9246E-05,0.000124057,0,0,0,1.19472E-05,9.17515E-06,8.99808E-06,1.2619E-06,0,0
85,Isoleucine$2tms!1300.3/158_AA,0.001925355,0.000223652,0.000111964,0.026958965,0.032774604,0.029734973,0.003580446,0.004598903,0.005742169,0.00653916,0.012507481,0.005339777,0.010176423,0.00840135,0.006750235,0.009015109,0.011245837,0.008989417,0.009515373,0.019112473,0.019262663,2.6634E-05,0.000325304,2.09591E-05,2.72538E-05,0.000127048,4.40641E-05,0.000342351,0,0,0.000341393,0.000317177,0.00025677,0.000587643,0.000387351,0.0003067
86,Phosphate!1274.7/299_PHOSPHO,0.021700564,0.03729626,0.020955582,3.613189666,4.33385568,4.263172041,2.116572197,2.345907027,2.290339459,0.928994656,1.611771741,0.939299635,1.298654536,1.070693623,0.842387694,0.864318212,1.207036466,0.872351644,1.50408716,2.279302378,3.348203101,0.003174945,0.00350119,0.007301471,0.164649498,0.031394289,0.337097987,0.045749837,0.070995015,0.066623306,0.006218916,0.005734374,0.004023298,0.007795858,0.004386466,0.005115974
87,Putrescine$3tms!1511.0/174_OTHER,0,0,0,0.014145371,0.017346124,0.01549162,0.00505128,0.00551418,0.006551133,0.001640495,0.002842815,0.000622849,0.002533286,0.002122232,0.001992189,0.001703535,0.00202758,0.001692587,0.001885032,0.003992875,0.003269299,0,0,0,1.95752E-05,0,0,0,0,0,5.60882E-06,2.39659E-05,9.02099E-06,2.61704E-05,3.61428E-05,3.40781E-05
88,beta-hydroxybutyrate!1162.9/233_OA,0.000113263,0.000235737,0.00019696,0.001712604,0.001392385,0.001577134,7.04545E-05,0.000113011,0.000139628,9.46313E-05,0.000136138,0.000143496,8.1622E-05,8.75734E-05,7.86909E-05,8.86996E-05,0.000117319,0.000104774,0.000153874,0.000154421,0.000115624,0.003014349,0.003597583,0.003675011,0.003113889,0.003228966,0.004114544,0.00067776,0.000139453,5.13604E-05,2.7683E-06,2.46596E-06,2.47354E-06,1.3468E-06,3.16761E-06,2.55389E-06
89,Syringaldehyde!1708.5/224_OTHER,0,0,0.000108608,0.003978451,0.004330992,0.004934986,6.17507E-05,9.07428E-05,8.59836E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31037E-05,1.95763E-05,0,0,0,0,9.80299E-05,5.93322E-05,6.17523E-05,0.00021282,0.000130396,0.00013591
90,"1,4-Butanediol$2tms!1166.9/147_OTHER",0.033238664,0.035125544,0.030215742,0.037185656,0.041275075,0.032952609,0.00158667,0.001833197,0.001894694,0.005923265,0.009680324,0.007234444,0.006186438,0.006118559,0.005589741,0.005852751,0.00775247,0.005301801,0.005207796,0.011173986,0.010865107,0.005986613,0.005753545,0.005420774,0.00462644,0.006500167,0.004922358,0.006027299,0.00623899,0.007177308,0.000228495,0.000261918,0.00046987,0.000172888,0.000191107,0.000147529
91,Threitol!1496/217_OTHER,0.001223074,0.000127864,0.000447532,0.008278665,0.006741596,0.008280435,0.000591507,0.000651423,0.000799934,0.002423085,0.004673016,0.002744547,0.002669498,0.002558165,0.002425698,0.00227771,0.002780461,0.002156345,0.003333617,0.008081882,0.006846201,0.001055899,0.000950535,0.0009101,0.001689989,0.001765074,0.001242553,0.001052953,0.00080691,0.00049978,3.92213E-05,4.84521E-05,3.5036E-05,2.81533E-05,2.69343E-05,2.26245E-05
92,Phytol-2!2169.8/143_APO,0,0,0,0.015701065,0.015946454,0.012864186,0.019983405,0.021747312,0.029979942,0.000532192,0.000172635,7.26662E-05,0.000172411,5.95388E-05,7.57212E-05,3.54374E-05,7.76027E-05,4.17291E-05,0.000123845,0.000386273,0.000419849,0,0,2.12213E-05,0.001739907,0.002317088,0.001805355,0,0,0,2.92697E-05,1.43183E-05,6.40918E-06,7.30582E-05,2.52448E-05,5.16624E-05
93,Sinapinate-trans!2242.8/368_OA,0,0,0.025395185,0.457493698,0.392559905,0.365257064,0.059921257,0.057529251,0.078708362,0.000998195,0.000565881,0.000130882,9.009E-05,2.02213E-05,2.38018E-05,8.95328E-05,9.06476E-05,5.64994E-05,4.35063E-05,0.000249705,4.31509E-05,0.000222649,2.60457E-05,0,2.24826E-05,4.39599E-05,2.04414E-05,0,0,0,0.006359421,0.004269313,0.005142841,0.033248282,0.017880925,0.021249278
94,Glutamate$pyro!1518.7/156_AA,0.053693637,0.018819441,0.018811176,0.861199421,0.683378854,0.739421833,0.315066874,0.330533847,0.356133416,0.068778174,0.094216772,0.068091137,0.111828678,0.080420711,0.074103698,0.061011481,0.070808587,0.048340647,0.10450453,0.213492626,0.221761603,0.002895787,0.004260423,0.002756911,0.004882035,0.004103293,0.004255433,0.006903706,0.0025982,0.002238601,0.003220586,0.002600346,0.002730716,0.007766418,0.004470599,0.004612879
95,Agmatine(-NH3)!1743.7/174_OTHER,0,0,0,0.020114518,0.01766167,0.015815025,0.010642946,0.012417345,0.013886017,0.003077196,0.004686335,0.002009596,0.003088578,0.004235208,0.003170764,0.002577051,0.00307253,0.002615069,0.002425549,0.002995299,0.001417107,0,0,0,0.000957392,0.000865362,0.000991806,0,0,0.000220311,6.30987E-07,0,0,4.53199E-05,4.47646E-05,5.05133E-05
96,2-Oxoglutarate!1573.6/198_OA,0,0,0,0.009040749,0.007579909,0.007200032,0.003566485,0.003929418,0.004574567,0.000566014,0.00069906,0.000612329,0.001009321,0.000785517,0.000674331,0.000369544,0.000437893,0.000305115,0.001166222,0.002394403,0.002055845,0,0,0,0,0,0,0,0,0,4.75436E-06,4.81014E-06,2.66457E-06,1.68107E-05,7.0213E-06,1.01037E-05
97,3-4-dihydroxy-butanoate$3tms!1433.5/233_OA,4.14072E-06,1.00064E-05,4.43061E-05,0.001286928,0.001112934,0.001426758,8.64497E-05,8.29451E-05,0.000107255,0.000632509,0.000624158,0.000715886,0.001017268,0.001007689,0.000600218,0.000469397,0.000433879,0.000300991,0.000653468,0.001088672,0.000769361,0.003200072,0.004127304,0.004525047,0.003387851,0.003796356,0.004175127,0.002015016,0.000924133,0.000167719,6.43963E-06,3.66723E-06,5.72969E-06,2.76442E-06,1.96886E-06,2.00741E-06
98,Pipecolate!1371.2/156_OA,0,0,0,0.003298218,0.004237009,0.004132333,0.000174614,0.00016658,0.00013179,0.001030285,0.001189144,0.000864517,0.004673922,0.005034837,0.001382549,0.004522763,0.004605597,0.003716658,0.000776885,0.001244129,0.000339968,0,0,3.78255E-05,0.000164229,0.000227939,0.000205947,0,0,0,3.04875E-05,1.10596E-05,1.1999E-05,7.07775E-07,2.10125E-06,2.88654E-06
99,BenzoylGlucosinolate-3Breakdown!1785/105_GLUCOSINOLATE,0,0,0.000271511,0.130204781,0.105547176,0.103012023,0.000115501,0.0001192,0.000113186,2.01958E-05,0.00023255,2.41606E-05,2.00629E-05,0,2.02662E-05,4.20294E-05,0,1.73298E-05,4.00052E-05,0.000136766,0.000275133,5.40624E-05,0.000107852,0.000201412,0,0.00013414,4.20682E-05,7.37363E-05,7.05591E-05,0,0.001751915,0.000923919,0.00135391,0.010805455,0.006627783,0.007193104
100,3-hydroxyadipate!1687.3/363_APO,2.26694E-05,1.53945E-05,3.33859E-05,0.000367944,0.00041401,0.000315935,3.49076E-05,3.19987E-05,3.87678E-05,0.000129781,0.000283821,0.000170166,0.000169039,0.000185448,0.000137314,0.000140486,0.000176658,0.000107865,0.000187868,0.000431893,0.000446031,4.54954E-06,8.6377E-06,1.25865E-06,3.95829E-05,3.5798E-05,8.01615E-05,1.1258E-05,2.48706E-06,6.19173E-06,1.32658E-06,1.58702E-06,9.51493E-07,1.7022E-06,5.05125E-07,1.7487E-06
101,Nonanenitrile-9-methylthio!1642.6/61_GLUCOSINOLATE,0.000291105,2.94169E-05,0.000252022,0.015861345,0.012619141,0.012702228,4.53401E-05,5.7802E-05,5.84774E-05,0.000184863,0.000485708,0.000192546,0.000205733,0.000160778,0.00013131,0.000307637,0.000203911,0.000100604,0.000293743,0.002164078,0.002480721,0.004117811,0.004280021,0.004892522,0.000175554,0.009885178,0.01084908,0.003862107,0.004566337,0.001572274,0.000432525,0.000269568,0.000464489,0.001125082,0.000870192,0.000949015
102,Neohesperidin$R919!2511.9/363_OTHER,0,0.001825335,0.000247841,0.015438876,0.012090556,0.015560952,0.000482483,0.000456874,0.000568426,0.005127739,0.007963673,0.006007327,0.005295505,0.00489889,0.005033335,0.004616826,0.005340012,0.003663638,0.00639997,0.014523322,0.013752858,0.000136486,0,0,0.00028909,0.000384336,0.000483744,0,0,0,3.00846E-05,3.31531E-05,2.5078E-05,8.11556E-06,2.07696E-05,1.19072E-05
103,Dehydroascorbate$5bis!1901.8/244_OA,0,0,0,0.00478922,0.006116591,0.004903231,0.001867859,0.001984654,0.002763856,0.001301381,0.001572792,0.001065921,0.002605214,0.001534665,0.001442107,0.001351302,0.001133851,0.000959756,0.001637368,0.003113049,0.002637777,0,0,0,0,4.64869E-05,0.000199393,0,0,0,0,1.45994E-06,0,1.08184E-05,7.74542E-07,9.41924E-07
104,1-3-propanediol!1062.4/130_0,0.028076371,0.024086418,0.022989851,0.024486305,0.020551289,0.01854768,0.000945397,0.001100322,0.001269012,0.004056429,0.006120714,0.005653854,0.004464018,0.004052313,0.004257002,0.004508651,0.004934656,0.002975146,0.003773542,0.006794165,0.007060634,0.004331653,0.003704537,0.004254038,0.00374929,0.003870685,0.00258945,0.004586127,0.004885528,0.00417732,0.000150635,0.000163604,0.000154101,0.000147081,0.000157548,0.000158823
105,Shikimate!1810.3/372_OA,1.12929E-06,1.12782E-05,1.80909E-06,0.000365978,0.000457284,0.000355157,0.000120721,0.000128389,0.000140207,0.000106679,0.000151617,0.000128863,0.000151868,0.000153319,0.000104862,5.74967E-05,7.76252E-05,4.33284E-05,0.000161855,0.000308568,0.000273412,2.63298E-06,1.27025E-06,2.89182E-06,6.4028E-06,4.37688E-06,4.23935E-05,8.1583E-06,3.55907E-06,2.73113E-06,1.04858E-06,7.99719E-07,1.91335E-07,1.60862E-06,5.9093E-07,1.08806E-06
106,BenzoylGlucosinolate-2Breakdown!1668.9/105_GLUCOSINOLATE,0,0,0,0.065484602,0.051452621,0.051663979,0.000109594,0.000118584,7.55903E-05,0.00088027,0.0012828,0.000913545,0.001157799,0.00095224,0.000920301,0.000463046,0.000495554,0.000876892,0.001068807,0.001933637,0.000930534,0,0,0,4.14194E-05,8.62491E-05,4.62646E-05,0,0,0,0.000782006,0.000473937,0.000578348,0.005477067,0.003630575,0.003864082
107,Eicosanoate!2453.3/369_FA,0.001076814,0.000558486,0.003002292,0.005167558,0.004185035,0.005576632,0.000140636,0.000148731,0.000172222,0.000462872,0.000782402,0.000523531,0.00058419,0.00037551,0.000339238,0.000565924,0.000647883,0.000398139,0.00068356,0.001126869,0.00124195,0.000345292,9.2836E-05,0.000108137,0.00026613,0.000377214,0.000276271,0.000140995,0,0,0.000190034,0.000203415,0.000247115,4.63218E-05,3.03475E-05,4.8844E-05
108,Docosan-1-ol!2561.7/383_OTHER,0,0.00011133,0,0.002954066,0.003416604,0.004009373,1.83669E-05,0,0,0.001281058,0.002657395,0.00122603,0.001470991,0.001385389,0.001197222,0.001402444,0.001614714,0.001290769,0.00164373,0.004395745,0.004091765,0,0,0,2.55549E-05,3.93789E-05,4.18777E-05,0,0,0,2.39918E-05,1.34182E-05,2.06096E-05,6.26828E-06,1.4653E-06,2.28445E-06
109,Hydroxypyridine!1037.5/152_OTHER,0.004545242,0.000808197,0.001689644,0.026658283,0.019927772,0.021636425,0.001819297,0.00226399,0.002847005,0.005703413,0.00680964,0.00395676,0.00753968,0.004583565,0.003920861,0.00196099,0.004745914,0.00268764,0.006435202,0.013396119,0.015118859,0.002853013,0.002500178,0.001409565,0.02331473,0.02789072,0.021664319,0.003480715,0.001697973,0.000191085,5.95598E-05,7.23166E-05,7.72141E-05,0.000121039,9.2545E-05,7.47492E-05
110,beta-Lactate$2tms!1148.8/219_OA,0.000176503,0,0.000273336,0.003164648,0.002680998,0.002285379,0.00038671,0.000362191,0.000494708,0.000215337,0.000326764,0.000229909,0.0003142,0.000255906,0.000171573,0.000100795,0.000122827,0.000100257,0.000376416,0.000463035,0.000529448,0.003894529,0.004108143,0.004735591,0.004396418,0.003887705,0.004778232,0.000778311,0.000114968,6.54596E-05,1.19367E-05,6.76092E-06,9.1653E-06,1.9663E-05,8.43259E-06,1.30055E-05
111,Heptanenitrile-7-methylthio!1425.1/61_GLUCOSINOLATE,0,0,0,0.001487771,0.001107372,0.001165433,1.14593E-05,1.83915E-05,7.01305E-06,0,0,0,3.98296E-05,0,0,0,0,0,1.67123E-05,0,3.50792E-05,0.000151944,0.00010916,0.000127647,0.000202121,0.000224064,0.000220326,4.34483E-05,0,0,4.53843E-05,1.9022E-05,4.45643E-05,0.000176681,0.00014386,0.000164774
112,Stachyose$42minrun!3329.6/361_SUG,0,0.000134057,0,0.012831625,0.011544749,0.009184733,2.01295E-05,1.94163E-05,6.01073E-05,0.000331537,0.001806645,0.000302696,0.000226573,0.000967952,0.000305607,0.000585768,9.21353E-05,0.000141518,0.000227613,0.005225704,0.005752177,0,0,0,0.000279992,0.000612348,0.000463052,0,0,0,5.07695E-06,8.03132E-06,9.62191E-06,7.45973E-06,7.01055E-06,2.38105E-06
113,Porphine!1339/184_OTHER,0.004304094,0.003969365,0.001994452,0.02822064,0.027301196,0.020417746,0.001074851,0.001042931,0.001131836,0.001884883,0.002588324,0.001342363,0.00150126,0.001200663,0.001396688,0.001598248,0.000862534,0.001479139,0.001352032,0.00136749,0.000540503,0.00135969,0.001357797,0.001469002,0.013990612,0.016744184,0.018567615,0.00137601,0.001046587,0.000315476,7.49167E-05,4.34453E-05,5.12964E-05,8.63717E-05,7.57142E-05,9.05155E-05
114,Sinapoyl(trans)-Malate!2947.4/279_OTHER,0,0,0,0.010964849,0.009405685,0.00773841,0.007637686,0.007740058,0.009257592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115971,0.000322191,0.000186992,0,0,0,3.08405E-06,6.92128E-07,3.52936E-06,0.00013389,4.87669E-05,0.000113332
