Experiment,ID,Plant,Plant2,Microbes,Treatment,System,Bio_rep,Rep,Time,Nb,Root.length.Weight,Seeds
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_19_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,19,2weeks,NA,2.754,37
Thalianol,Col0_MF_Water_Agar_Rep 1_18_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,18,2weeks,NA,2.764,43
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_7_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,7,2weeks,NA,2.821,27
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_4_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,4,2weeks,NA,2.833,34
Thalianol,ThaH_MF_Water_Agar_Rep 1_8_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,8,2weeks,NA,2.846,31
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_9_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,9,2weeks,NA,2.848,27
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_9_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,9,2weeks,NA,2.851,27
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_29_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,29,2weeks,NA,2.91,37
Thalianol,ThaH_MF_Water_Agar_Rep 1_1_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,1,2weeks,NA,2.941,31
Thalianol,Col0_MF_Water_Agar_Rep 1_22_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,22,2weeks,NA,2.948,43
Thalianol,ThaD_MF_Water_Agar_Rep 1_20_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,20,2weeks,NA,2.949,39
Thalianol,ThaD_MF_Water_Agar_Rep 1_15_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,15,2weeks,NA,2.965,39
Thalianol,Col0_MF_Water_Agar_Rep 1_20_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,20,2weeks,NA,3.052,43
Thalianol,Col0_MF_Water_Agar_Rep 1_14_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,14,2weeks,NA,3.074,43
Thalianol,Col0_F16_3OMG_Agar_Rep 1_29_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,29,2weeks,NA,3.09,34
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_26_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,26,2weeks,NA,3.102,34
Thalianol,Col0_F16_3OMG_Agar_Rep 1_25_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,25,2weeks,NA,3.162,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_27_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,27,2weeks,NA,3.162,37
Thalianol,Col0_MF_Water_Agar_Rep 1_5_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,5,2weeks,NA,3.177,43
Thalianol,ThaH_MF_Water_Agar_Rep 1_2_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,2,2weeks,NA,3.202,31
Thalianol,Col0_F16_3OMG_Agar_Rep 1_19_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,19,2weeks,NA,3.234,34
Thalianol,Col0_MF_Water_Agar_Rep 1_31_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,31,2weeks,NA,3.291,43
Thalianol,Col0_MF_Water_Agar_Rep 1_32_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,32,2weeks,NA,3.355,43
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_26_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,26,2weeks,NA,3.389,37
Thalianol,Col0_MF_Water_Agar_Rep 1_23_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,23,2weeks,NA,3.398,43
Thalianol,ThaD_MF_Water_Agar_Rep 1_16_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,16,2weeks,NA,3.446,39
Thalianol,Col0_F16_3OMG_Agar_Rep 1_15_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,15,2weeks,NA,3.512,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_23_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,23,2weeks,NA,3.529,39
Thalianol,Col0_F16_3OMG_Agar_Rep 1_18_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,18,2weeks,NA,3.629,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_9_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,9,2weeks,NA,3.719,37
Thalianol,ThaH_MF_Water_Agar_Rep 1_10_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,10,2weeks,NA,3.733,31
Thalianol,ThaD_MF_Water_Agar_Rep 1_6_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,6,2weeks,NA,3.742,39
Thalianol,ThaD_MF_Water_Agar_Rep 1_9_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,9,2weeks,NA,3.771,39
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_7_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,7,2weeks,NA,3.809,31
Thalianol,Col0_MF_Water_Agar_Rep 1_21_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,21,2weeks,NA,3.996,43
Thalianol,ThaH_MF_Water_Agar_Rep 1_9_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,9,2weeks,NA,4.081,31
Thalianol,ThaH_MF_Water_Agar_Rep 1_12_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,12,2weeks,NA,4.156,31
Thalianol,Col0_F16_3OMG_Agar_Rep 1_5_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,5,2weeks,NA,4.189,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_7_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,7,2weeks,NA,4.191,39
Thalianol,Col0_MF_Water_Agar_Rep 1_33_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,33,2weeks,NA,4.335,43
Thalianol,Col0_MF_Water_Agar_Rep 1_15_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,15,2weeks,NA,4.628,43
Thalianol,Col0_MF_Water_Agar_Rep 1_12_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,12,2weeks,NA,4.645,43
Thalianol,Col0_MF_Water_Agar_Rep 1_25_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,25,2weeks,NA,4.645,43
Thalianol,Col0_MF_Water_Agar_Rep 1_8_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,8,2weeks,NA,4.851,43
Thalianol,Col0_MF_Water_Agar_Rep 1_34_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,34,2weeks,NA,4.908,43
Thalianol,Col0_MF_Water_Agar_Rep 1_26_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,26,2weeks,NA,4.958,43
Thalianol,Col0_MF_Water_Agar_Rep 1_9_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,9,2weeks,NA,5.008,43
Thalianol,Col0_MF_Water_Agar_Rep 1_7_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,7,2weeks,NA,5.448,43
Thalianol,ThaS1_MF_3OMG_Agar_Rep 1_2_2weeks,ThaS1,ThaS1-1,MF,3OMG,Agar,Rep 1,2,2weeks,NA,5.937,38
Thalianol,Col0_F16_Water_Flowpots_Rep 1_3_5weeks,Col0,Col0,F16,Water,Flowpots,Rep 1,3,5weeks,0,0,5
Thalianol,Col0_F16_Water_Flowpots_Rep 1_4_5weeks,Col0,Col0,F16,Water,Flowpots,Rep 1,4,5weeks,0,0,5
Thalianol,ThaH_F16_Water_Flowpots_Rep 1_1_5weeks,ThaH,ThaH,F16,Water,Flowpots,Rep 1,1,5weeks,0,0,5
Thalianol,ThaH_F16_Water_Flowpots_Rep 1_2_5weeks,ThaH,ThaH,F16,Water,Flowpots,Rep 1,2,5weeks,0,0,5
Thalianol,ThaH_F16_Water_Flowpots_Rep 1_4_5weeks,ThaH,ThaH,F16,Water,Flowpots,Rep 1,4,5weeks,0,0,5
Thalianol,ThaD_F16_Water_Flowpots_Rep 1_1_5weeks,ThaD,ThaD,F16,Water,Flowpots,Rep 1,1,5weeks,0,0,5
Thalianol,ThaD_F16_Water_Flowpots_Rep 1_2_5weeks,ThaD,ThaD,F16,Water,Flowpots,Rep 1,2,5weeks,0,0,5
Thalianol,ThaD_F16_Water_Flowpots_Rep 1_4_5weeks,ThaD,ThaD,F16,Water,Flowpots,Rep 1,4,5weeks,0,0,5
Thalianol,STP1+13_MF_Water_Flowpots_Rep 1_2_5weeks,STP1+13,STP1+13,MF,Water,Flowpots,Rep 1,2,5weeks,0,0,5
Thalianol,STP1+13_MF_3OMG_Flowpots_Rep 1_1_5weeks,STP1+13,STP1+13,MF,3OMG,Flowpots,Rep 1,1,5weeks,1,0,5
Thalianol,STP1+13_MF_3OMG_Flowpots_Rep 1_2_5weeks,STP1+13,STP1+13,MF,3OMG,Flowpots,Rep 1,2,5weeks,0,0,5
Thalianol,STP1+13_MF_3OMG_Flowpots_Rep 1_3_5weeks,STP1+13,STP1+13,MF,3OMG,Flowpots,Rep 1,3,5weeks,1,0,5
Thalianol,STP1+13_MF_3OMG_Flowpots_Rep 1_4_5weeks,STP1+13,STP1+13,MF,3OMG,Flowpots,Rep 1,4,5weeks,1,0,5
Thalianol,STP1+13_F16_Water_Flowpots_Rep 1_1_5weeks,STP1+13,STP1+13,F16,Water,Flowpots,Rep 1,1,5weeks,0,0,5
Thalianol,STP1+13_F16_Water_Flowpots_Rep 1_2_5weeks,STP1+13,STP1+13,F16,Water,Flowpots,Rep 1,2,5weeks,0,0,5
Thalianol,STP1+13_F16_Water_Flowpots_Rep 1_3_5weeks,STP1+13,STP1+13,F16,Water,Flowpots,Rep 1,3,5weeks,0,0,5
Thalianol,STP1+13_F16_Water_Flowpots_Rep 1_4_5weeks,STP1+13,STP1+13,F16,Water,Flowpots,Rep 1,4,5weeks,0,0,5
Thalianol,STP1+13_F16_3OMG_Flowpots_Rep 1_3_5weeks,STP1+13,STP1+13,F16,3OMG,Flowpots,Rep 1,3,5weeks,0,0,5
Thalianol,Col0_F16_Water_Flowpots_Rep 2_2_5weeks,Col0,Col0,F16,Water,Flowpots,Rep 2,2,5weeks,0,0,5
Thalianol,ThaS1_F16_Water_Flowpots_Rep 2_1_5weeks,ThaS1,ThaS1-1,F16,Water,Flowpots,Rep 2,1,5weeks,0,0,5
Thalianol,ThaH_F16_Water_Flowpots_Rep 2_1_5weeks,ThaH,ThaH,F16,Water,Flowpots,Rep 2,1,5weeks,0,0,5
Thalianol,ThaH_F16_Water_Flowpots_Rep 2_2_5weeks,ThaH,ThaH,F16,Water,Flowpots,Rep 2,2,5weeks,0,0,5
Thalianol,ThaH_F16_Water_Flowpots_Rep 2_4_5weeks,ThaH,ThaH,F16,Water,Flowpots,Rep 2,4,5weeks,0,0,5
Thalianol,ThaD_F16_Water_Flowpots_Rep 2_1_5weeks,ThaD,ThaD,F16,Water,Flowpots,Rep 2,1,5weeks,0,0,5
Thalianol,STP1+13_MF_3OMG_Flowpots_Rep 2_1_5weeks,STP1+13,STP1+13,MF,3OMG,Flowpots,Rep 2,1,5weeks,0,0,5
Thalianol,STP1+13_MF_3OMG_Flowpots_Rep 2_4_5weeks,STP1+13,STP1+13,MF,3OMG,Flowpots,Rep 2,4,5weeks,1,0,5
Thalianol,STP1+13_F16_Water_Flowpots_Rep 2_1_5weeks,STP1+13,STP1+13,F16,Water,Flowpots,Rep 2,1,5weeks,0,0,5
Thalianol,STP1+13_F16_Water_Flowpots_Rep 2_3_5weeks,STP1+13,STP1+13,F16,Water,Flowpots,Rep 2,3,5weeks,0,0,5
Thalianol,STP1+13_F16_Water_Flowpots_Rep 2_4_5weeks,STP1+13,STP1+13,F16,Water,Flowpots,Rep 2,4,5weeks,0,0,5
Thalianol,STP1+13_F16_3OMG_Flowpots_Rep 2_4_5weeks,STP1+13,STP1+13,F16,3OMG,Flowpots,Rep 2,4,5weeks,0,0,5
Thalianol,ThaD_F16_Water_Flowpots_Rep 1_3_5weeks,ThaD,ThaD,F16,Water,Flowpots,Rep 1,3,5weeks,2,0.2,5
Thalianol,STP1+13_F16_3OMG_Flowpots_Rep 2_2_5weeks,STP1+13,STP1+13,F16,3OMG,Flowpots,Rep 2,2,5weeks,1,0.2,5
Thalianol,ThaD_F16_Water_Flowpots_Rep 2_3_5weeks,ThaD,ThaD,F16,Water,Flowpots,Rep 2,3,5weeks,1,0.4,5
Thalianol,STP1+13_F16_3OMG_Flowpots_Rep 2_3_5weeks,STP1+13,STP1+13,F16,3OMG,Flowpots,Rep 2,3,5weeks,1,0.4,5
Thalianol,STP1+13_MF_Water_Flowpots_Rep 1_4_5weeks,STP1+13,STP1+13,MF,Water,Flowpots,Rep 1,4,5weeks,1,0.8,5
Thalianol,STP1+13_MF_Water_Flowpots_Rep 2_1_5weeks,STP1+13,STP1+13,MF,Water,Flowpots,Rep 2,1,5weeks,1,0.9,5
Thalianol,STP1+13_MF_Water_Flowpots_Rep 2_3_5weeks,STP1+13,STP1+13,MF,Water,Flowpots,Rep 2,3,5weeks,3,1.3,5
Thalianol,STP1+13_MF_3OMG_Flowpots_Rep 2_2_5weeks,STP1+13,STP1+13,MF,3OMG,Flowpots,Rep 2,2,5weeks,1,1.7,5
Thalianol,ThaS1_F16_Water_Flowpots_Rep 1_2_5weeks,ThaS1,ThaS1-1,F16,Water,Flowpots,Rep 1,2,5weeks,1,1.8,5
Thalianol,ThaS1_F16_Water_Flowpots_Rep 1_3_5weeks,ThaS1,ThaS1-1,F16,Water,Flowpots,Rep 1,3,5weeks,1,1.9,5
Thalianol,ThaH_MF_Water_Flowpots_Rep 2_4_5weeks,ThaH,ThaH,MF,Water,Flowpots,Rep 2,4,5weeks,2,1.9,5
Thalianol,STP1+13_F16_Water_Flowpots_Rep 2_2_5weeks,STP1+13,STP1+13,F16,Water,Flowpots,Rep 2,2,5weeks,1,1.9,5
Thalianol,STP1+13_MF_Water_Flowpots_Rep 1_1_5weeks,STP1+13,STP1+13,MF,Water,Flowpots,Rep 1,1,5weeks,2,2,5
Thalianol,STP1+13_MF_Water_Flowpots_Rep 2_2_5weeks,STP1+13,STP1+13,MF,Water,Flowpots,Rep 2,2,5weeks,2,2,5
Thalianol,ThaH_F16_Water_Flowpots_Rep 1_3_5weeks,ThaH,ThaH,F16,Water,Flowpots,Rep 1,3,5weeks,1,2.1,5
Thalianol,ThaD_F16_3OMG_Flowpots_Rep 2_3_5weeks,ThaD,ThaD,F16,3OMG,Flowpots,Rep 2,3,5weeks,1,2.1,5
Thalianol,ThaH_MF_3OMG_Flowpots_Rep 1_1_5weeks,ThaH,ThaH,MF,3OMG,Flowpots,Rep 1,1,5weeks,4,2.2,5
Thalianol,STP1+13_F16_3OMG_Flowpots_Rep 1_1_5weeks,STP1+13,STP1+13,F16,3OMG,Flowpots,Rep 1,1,5weeks,1,2.2,5
Thalianol,Col0_F16_Water_Flowpots_Rep 1_2_5weeks,Col0,Col0,F16,Water,Flowpots,Rep 1,2,5weeks,2,2.3,5
Thalianol,STP1+13_MF_Water_Flowpots_Rep 2_4_5weeks,STP1+13,STP1+13,MF,Water,Flowpots,Rep 2,4,5weeks,3,2.4,5
Thalianol,STP1+13_MF_Water_Flowpots_Rep 1_3_5weeks,STP1+13,STP1+13,MF,Water,Flowpots,Rep 1,3,5weeks,2,2.5,5
Thalianol,ThaH_MF_Water_Flowpots_Rep 1_2_5weeks,ThaH,ThaH,MF,Water,Flowpots,Rep 1,2,5weeks,4,2.6,5
Thalianol,ThaH_MF_3OMG_Flowpots_Rep 2_3_5weeks,ThaH,ThaH,MF,3OMG,Flowpots,Rep 2,3,5weeks,1,2.7,5
Thalianol,Col0_F16_Water_Flowpots_Rep 2_3_5weeks,Col0,Col0,F16,Water,Flowpots,Rep 2,3,5weeks,1,2.8,5
Thalianol,ThaD_MF_3OMG_Flowpots_Rep 2_2_5weeks,ThaD,ThaD,MF,3OMG,Flowpots,Rep 2,2,5weeks,2,2.9,5
Thalianol,ThaH_F16_Water_Flowpots_Rep 2_3_5weeks,ThaH,ThaH,F16,Water,Flowpots,Rep 2,3,5weeks,1,3,5
Thalianol,ThaD_MF_Water_Flowpots_Rep 1_3_5weeks,ThaD,ThaD,MF,Water,Flowpots,Rep 1,3,5weeks,5,3.3,5
Thalianol,STP1+13_F16_3OMG_Flowpots_Rep 1_2_5weeks,STP1+13,STP1+13,F16,3OMG,Flowpots,Rep 1,2,5weeks,3,3.9,5
Thalianol,ThaH_MF_3OMG_Flowpots_Rep 2_4_5weeks,ThaH,ThaH,MF,3OMG,Flowpots,Rep 2,4,5weeks,3,4,5
Thalianol,ThaD_MF_Water_Flowpots_Rep 2_1_5weeks,ThaD,ThaD,MF,Water,Flowpots,Rep 2,1,5weeks,3,4,5
Thalianol,ThaH_MF_3OMG_Flowpots_Rep 1_2_5weeks,ThaH,ThaH,MF,3OMG,Flowpots,Rep 1,2,5weeks,5,4.4,5
Thalianol,ThaH_MF_3OMG_Flowpots_Rep 1_4_5weeks,ThaH,ThaH,MF,3OMG,Flowpots,Rep 1,4,5weeks,4,4.5,5
Thalianol,ThaD_MF_Water_Flowpots_Rep 1_2_5weeks,ThaD,ThaD,MF,Water,Flowpots,Rep 1,2,5weeks,3,4.8,5
Thalianol,STP1+13_MF_3OMG_Flowpots_Rep 2_3_5weeks,STP1+13,STP1+13,MF,3OMG,Flowpots,Rep 2,3,5weeks,2,4.8,5
Thalianol,ThaS1_F16_Water_Flowpots_Rep 1_4_5weeks,ThaS1,ThaS1-1,F16,Water,Flowpots,Rep 1,4,5weeks,2,4.9,5
Thalianol,ThaS1_F16_Water_Flowpots_Rep 2_2_5weeks,ThaS1,ThaS1-1,F16,Water,Flowpots,Rep 2,2,5weeks,2,5.1,5
Thalianol,ThaH_MF_3OMG_Flowpots_Rep 2_1_5weeks,ThaH,ThaH,MF,3OMG,Flowpots,Rep 2,1,5weeks,3,5.2,5
Thalianol,ThaH_MF_Water_Flowpots_Rep 1_4_5weeks,ThaH,ThaH,MF,Water,Flowpots,Rep 1,4,5weeks,4,5.3,5
Thalianol,ThaS1_F16_Water_Flowpots_Rep 1_1_5weeks,ThaS1,ThaS1-1,F16,Water,Flowpots,Rep 1,1,5weeks,4,5.6,5
Thalianol,ThaD_F16_3OMG_Flowpots_Rep 1_4_5weeks,ThaD,ThaD,F16,3OMG,Flowpots,Rep 1,4,5weeks,1,5.9,5
Thalianol,Col0_F16_Water_Flowpots_Rep 1_1_5weeks,Col0,Col0,F16,Water,Flowpots,Rep 1,1,5weeks,2,6,5
Thalianol,Col0_F16_3OMG_Flowpots_Rep 2_1_5weeks,Col0,Col0,F16,3OMG,Flowpots,Rep 2,1,5weeks,1,6,5
Thalianol,ThaH_MF_Water_Flowpots_Rep 1_3_5weeks,ThaH,ThaH,MF,Water,Flowpots,Rep 1,3,5weeks,4,6.2,5
Thalianol,Col0_MF_Water_Flowpots_Rep 1_4_5weeks,Col0,Col0,MF,Water,Flowpots,Rep 1,4,5weeks,4,6.5,5
Thalianol,ThaS1_F16_Water_Flowpots_Rep 2_4_5weeks,ThaS1,ThaS1-1,F16,Water,Flowpots,Rep 2,4,5weeks,2,6.6,5
Thalianol,ThaS1_MF_3OMG_Flowpots_Rep 1_3_5weeks,ThaS1,ThaS1-1,MF,3OMG,Flowpots,Rep 1,3,5weeks,4,6.8,5
Thalianol,ThaH_F16_3OMG_Flowpots_Rep 1_2_5weeks,ThaH,ThaH,F16,3OMG,Flowpots,Rep 1,2,5weeks,3,6.8,5
Thalianol,Col0_MF_3OMG_Flowpots_Rep 1_3_5weeks,Col0,Col0,MF,3OMG,Flowpots,Rep 1,3,5weeks,3,7.1,5
Thalianol,ThaH_F16_3OMG_Flowpots_Rep 1_4_5weeks,ThaH,ThaH,F16,3OMG,Flowpots,Rep 1,4,5weeks,1,7.1,5
Thalianol,ThaD_MF_3OMG_Flowpots_Rep 1_2_5weeks,ThaD,ThaD,MF,3OMG,Flowpots,Rep 1,2,5weeks,5,7.1,5
Thalianol,ThaH_MF_Water_Flowpots_Rep 1_1_5weeks,ThaH,ThaH,MF,Water,Flowpots,Rep 1,1,5weeks,4,7.6,5
Thalianol,ThaS1_MF_3OMG_Flowpots_Rep 1_4_5weeks,ThaS1,ThaS1-1,MF,3OMG,Flowpots,Rep 1,4,5weeks,4,7.8,5
Thalianol,ThaS1_F16_Water_Flowpots_Rep 2_3_5weeks,ThaS1,ThaS1-1,F16,Water,Flowpots,Rep 2,3,5weeks,3,8,5
Thalianol,Col0_F16_Water_Flowpots_Rep 2_1_5weeks,Col0,Col0,F16,Water,Flowpots,Rep 2,1,5weeks,1,8.2,5
Thalianol,Col0_MF_Water_Flowpots_Rep 2_4_5weeks,Col0,Col0,MF,Water,Flowpots,Rep 2,4,5weeks,4,8.5,5
Thalianol,ThaH_MF_3OMG_Flowpots_Rep 2_2_5weeks,ThaH,ThaH,MF,3OMG,Flowpots,Rep 2,2,5weeks,5,8.5,5
Thalianol,Col0_MF_Water_Flowpots_Rep 1_3_5weeks,Col0,Col0,MF,Water,Flowpots,Rep 1,3,5weeks,3,8.6,5
Thalianol,ThaD_MF_Water_Flowpots_Rep 1_1_5weeks,ThaD,ThaD,MF,Water,Flowpots,Rep 1,1,5weeks,5,8.6,5
Thalianol,ThaD_MF_3OMG_Flowpots_Rep 1_4_5weeks,ThaD,ThaD,MF,3OMG,Flowpots,Rep 1,4,5weeks,5,8.7,5
Thalianol,Col0_F16_3OMG_Flowpots_Rep 1_4_5weeks,Col0,Col0,F16,3OMG,Flowpots,Rep 1,4,5weeks,2,8.9,5
Thalianol,ThaH_MF_Water_Flowpots_Rep 2_2_5weeks,ThaH,ThaH,MF,Water,Flowpots,Rep 2,2,5weeks,2,9.1,5
Thalianol,ThaD_F16_3OMG_Flowpots_Rep 1_3_5weeks,ThaD,ThaD,F16,3OMG,Flowpots,Rep 1,3,5weeks,2,9.2,5
Thalianol,ThaH_MF_Water_Flowpots_Rep 2_1_5weeks,ThaH,ThaH,MF,Water,Flowpots,Rep 2,1,5weeks,3,9.3,5
Thalianol,STP1+13_F16_3OMG_Flowpots_Rep 2_1_5weeks,STP1+13,STP1+13,F16,3OMG,Flowpots,Rep 2,1,5weeks,3,9.3,5
Thalianol,ThaS1_MF_3OMG_Flowpots_Rep 1_1_5weeks,ThaS1,ThaS1-1,MF,3OMG,Flowpots,Rep 1,1,5weeks,5,9.4,5
Thalianol,Col0_MF_Water_Flowpots_Rep 1_1_5weeks,Col0,Col0,MF,Water,Flowpots,Rep 1,1,5weeks,5,9.5,5
Thalianol,ThaS1_MF_Water_Flowpots_Rep 1_1_5weeks,ThaS1,ThaS1-1,MF,Water,Flowpots,Rep 1,1,5weeks,4,10,5
Thalianol,Col0_F16_3OMG_Flowpots_Rep 1_1_5weeks,Col0,Col0,F16,3OMG,Flowpots,Rep 1,1,5weeks,4,10.2,5
Thalianol,ThaD_MF_Water_Flowpots_Rep 1_4_5weeks,ThaD,ThaD,MF,Water,Flowpots,Rep 1,4,5weeks,5,10.3,5
Thalianol,STP1+13_F16_3OMG_Flowpots_Rep 1_4_5weeks,STP1+13,STP1+13,F16,3OMG,Flowpots,Rep 1,4,5weeks,2,10.3,5
Thalianol,Col0_MF_3OMG_Flowpots_Rep 2_3_5weeks,Col0,Col0,MF,3OMG,Flowpots,Rep 2,3,5weeks,4,10.5,5
Thalianol,ThaD_F16_3OMG_Flowpots_Rep 1_2_5weeks,ThaD,ThaD,F16,3OMG,Flowpots,Rep 1,2,5weeks,2,11,5
Thalianol,ThaH_F16_3OMG_Flowpots_Rep 1_3_5weeks,ThaH,ThaH,F16,3OMG,Flowpots,Rep 1,3,5weeks,2,11.1,5
Thalianol,ThaS1_MF_Water_Flowpots_Rep 1_2_5weeks,ThaS1,ThaS1-1,MF,Water,Flowpots,Rep 1,2,5weeks,5,11.2,5
Thalianol,ThaH_MF_Water_Flowpots_Rep 2_3_5weeks,ThaH,ThaH,MF,Water,Flowpots,Rep 2,3,5weeks,4,11.2,5
Thalianol,ThaS1_MF_Water_Flowpots_Rep 1_4_5weeks,ThaS1,ThaS1-1,MF,Water,Flowpots,Rep 1,4,5weeks,5,11.4,5
Thalianol,ThaD_MF_3OMG_Flowpots_Rep 2_1_5weeks,ThaD,ThaD,MF,3OMG,Flowpots,Rep 2,1,5weeks,5,11.4,5
Thalianol,ThaD_MF_3OMG_Flowpots_Rep 2_3_5weeks,ThaD,ThaD,MF,3OMG,Flowpots,Rep 2,3,5weeks,4,11.4,5
Thalianol,ThaS1_MF_Water_Flowpots_Rep 1_3_5weeks,ThaS1,ThaS1-1,MF,Water,Flowpots,Rep 1,3,5weeks,5,11.5,5
Thalianol,Col0_MF_3OMG_Flowpots_Rep 2_2_5weeks,Col0,Col0,MF,3OMG,Flowpots,Rep 2,2,5weeks,4,11.5,5
Thalianol,Col0_F16_Water_Flowpots_Rep 2_4_5weeks,Col0,Col0,F16,Water,Flowpots,Rep 2,4,5weeks,1,11.5,5
Thalianol,ThaS1_MF_3OMG_Flowpots_Rep 1_2_5weeks,ThaS1,ThaS1-1,MF,3OMG,Flowpots,Rep 1,2,5weeks,5,11.6,5
Thalianol,Col0_MF_3OMG_Flowpots_Rep 2_1_5weeks,Col0,Col0,MF,3OMG,Flowpots,Rep 2,1,5weeks,4,11.7,5
Thalianol,Col0_F16_3OMG_Flowpots_Rep 1_3_5weeks,Col0,Col0,F16,3OMG,Flowpots,Rep 1,3,5weeks,5,11.8,5
Thalianol,ThaS1_F16_3OMG_Flowpots_Rep 1_4_5weeks,ThaS1,ThaS1-1,F16,3OMG,Flowpots,Rep 1,4,5weeks,3,12,5
Thalianol,ThaD_MF_3OMG_Flowpots_Rep 1_3_5weeks,ThaD,ThaD,MF,3OMG,Flowpots,Rep 1,3,5weeks,5,12,5
Thalianol,Col0_F16_3OMG_Flowpots_Rep 1_2_5weeks,Col0,Col0,F16,3OMG,Flowpots,Rep 1,2,5weeks,5,12.2,5
Thalianol,Col0_MF_Water_Flowpots_Rep 1_2_5weeks,Col0,Col0,MF,Water,Flowpots,Rep 1,2,5weeks,5,12.3,5
Thalianol,ThaS1_F16_3OMG_Flowpots_Rep 1_3_5weeks,ThaS1,ThaS1-1,F16,3OMG,Flowpots,Rep 1,3,5weeks,5,12.6,5
Thalianol,Col0_MF_Water_Flowpots_Rep 2_3_5weeks,Col0,Col0,MF,Water,Flowpots,Rep 2,3,5weeks,5,12.6,5
Thalianol,Col0_MF_3OMG_Flowpots_Rep 1_4_5weeks,Col0,Col0,MF,3OMG,Flowpots,Rep 1,4,5weeks,5,12.9,5
Thalianol,Col0_MF_3OMG_Flowpots_Rep 1_2_5weeks,Col0,Col0,MF,3OMG,Flowpots,Rep 1,2,5weeks,5,13.8,5
Thalianol,ThaS1_MF_3OMG_Flowpots_Rep 2_3_5weeks,ThaS1,ThaS1-1,MF,3OMG,Flowpots,Rep 2,3,5weeks,5,14.4,5
Thalianol,Col0_MF_3OMG_Flowpots_Rep 1_1_5weeks,Col0,Col0,MF,3OMG,Flowpots,Rep 1,1,5weeks,5,14.9,5
Thalianol,ThaD_MF_3OMG_Flowpots_Rep 1_1_5weeks,ThaD,ThaD,MF,3OMG,Flowpots,Rep 1,1,5weeks,5,15.6,5
