Experiment,ID,Plant,Plant2,Microbes,Treatment,System,Bio_rep,Rep,Time,Nb,Root.length.Weight,Seeds
Thalianol,ThaD_F16_Water_Agar_Rep 1_10_2weeks,ThaD,ThaD,F16,Water,Agar,Rep 1,10,2weeks,NA,0.709,21
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_17_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,17,1week,NA,0.711,33
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_24_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,24,1week,NA,0.711,37
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_1_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,1,1week,NA,0.716,27
Thalianol,ThaS2_MF_Water_Agar_Rep 1_19_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,19,1week,NA,0.717,45
Thalianol,Col0_F16_Water_Agar_Rep 1_11_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,11,2weeks,NA,0.724,30
Thalianol,Col0_F16_3OMG_Agar_Rep 1_30_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,30,1week,NA,0.725,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_23_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,23,1week,NA,0.727,39
Thalianol,ThaH_F16_Water_Agar_Rep 1_4_2weeks,ThaH,ThaH,F16,Water,Agar,Rep 1,4,2weeks,NA,0.728,33
Thalianol,ThaS2_F16_Water_Agar_Rep 1_20_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,20,2weeks,NA,0.729,30
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_33_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,33,2weeks,NA,0.731,37
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_5_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,5,1week,NA,0.732,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_20_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,20,1week,NA,0.734,39
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_2_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,2,1week,NA,0.734,27
Thalianol,ThaS2_MF_Water_Agar_Rep 1_23_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,23,1week,NA,0.736,45
Thalianol,ThaS2_F16_Water_Agar_Rep 1_25_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,25,1week,NA,0.736,30
Thalianol,ThaS2_F16_Water_Agar_Rep 1_12_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,12,2weeks,NA,0.736,30
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_3_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,3,1week,NA,0.738,34
Thalianol,ThaH_MF_Water_Agar_Rep 1_16_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,16,2weeks,NA,0.74,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_11_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,11,1week,NA,0.74,45
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_12_1week,ThaH,ThaH,MF,3OMG,Agar,Rep 1,12,1week,NA,0.741,31
Thalianol,Col0_F16_3OMG_Agar_Rep 1_11_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,11,1week,NA,0.742,34
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_2_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,2,2weeks,NA,0.742,33
Thalianol,Col0_F16_Water_Agar_Rep 1_2_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,2,2weeks,NA,0.744,30
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_21_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,21,1week,NA,0.748,33
Thalianol,ThaS2_MF_Water_Agar_Rep 1_33_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,33,1week,NA,0.748,45
Thalianol,ThaS2_F16_Water_Agar_Rep 1_3_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,3,1week,NA,0.748,30
Thalianol,ThaS2_MF_Water_Agar_Rep 1_4_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,4,2weeks,NA,0.751,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_32_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,32,1week,NA,0.756,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_43_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,43,1week,NA,0.757,45
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_1_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,1,1week,NA,0.758,33
Thalianol,ThaS2_MF_Water_Agar_Rep 1_12_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,12,1week,NA,0.761,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_10_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,10,1week,NA,0.763,45
Thalianol,Col0_F16_Water_Agar_Rep 1_1_1week,Col0,Col0,F16,Water,Agar,Rep 1,1,1week,NA,0.764,30
Thalianol,Col0_F16_Water_Agar_Rep 1_16_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,16,2weeks,NA,0.766,30
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_19_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,19,1week,NA,0.77,27
Thalianol,ThaS2_F16_Water_Agar_Rep 1_8_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,8,2weeks,NA,0.773,30
Thalianol,ThaS2_MF_Water_Agar_Rep 1_15_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,15,1week,NA,0.775,45
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_14_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,14,1week,NA,0.776,33
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_11_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,11,1week,NA,0.778,34
Thalianol,ThaS2_MF_Water_Agar_Rep 1_20_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,20,1week,NA,0.779,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_36_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,36,2weeks,NA,0.779,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_39_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,39,2weeks,NA,0.779,45
Thalianol,Col0_MF_Water_Agar_Rep 1_26_1week,Col0,Col0,MF,Water,Agar,Rep 1,26,1week,NA,0.78,43
Thalianol,ThaS2_MF_Water_Agar_Rep 1_38_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,38,2weeks,NA,0.78,45
Thalianol,Col0_F16_3OMG_Agar_Rep 1_5_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,5,1week,NA,0.781,34
Thalianol,ThaS2_MF_Water_Agar_Rep 1_6_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,6,1week,NA,0.781,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_28_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,28,2weeks,NA,0.781,45
Thalianol,ThaD_MF_Water_Agar_Rep 1_9_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,9,1week,NA,0.782,39
Thalianol,ThaS2_MF_Water_Agar_Rep 1_26_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,26,1week,NA,0.783,45
Thalianol,ThaH_MF_Water_Agar_Rep 1_4_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,4,2weeks,NA,0.784,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_28_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,28,1week,NA,0.784,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_14_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,14,2weeks,NA,0.785,45
Thalianol,Col0_F16_3OMG_Agar_Rep 1_20_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,20,1week,NA,0.787,34
Thalianol,ThaS2_MF_Water_Agar_Rep 1_18_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,18,1week,NA,0.788,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_26_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,26,2weeks,NA,0.788,45
Thalianol,Col0_F16_3OMG_Agar_Rep 1_9_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,9,1week,NA,0.792,34
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_12_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,12,2weeks,NA,0.794,33
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_20_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,20,1week,NA,0.798,34
Thalianol,ThaS2_MF_Water_Agar_Rep 1_11_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,11,2weeks,NA,0.798,45
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_5_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,5,1week,NA,0.799,27
Thalianol,ThaS2_MF_Water_Agar_Rep 1_37_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,37,2weeks,NA,0.799,45
Thalianol,ThaS2_F16_Water_Agar_Rep 1_16_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,16,2weeks,NA,0.801,30
Thalianol,ThaH_MF_Water_Agar_Rep 1_6_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,6,1week,NA,0.804,31
Thalianol,ThaS2_F16_Water_Agar_Rep 1_27_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,27,1week,NA,0.804,30
Thalianol,Col0_F16_Water_Agar_Rep 1_24_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,24,2weeks,NA,0.808,30
Thalianol,ThaS2_F16_Water_Agar_Rep 1_5_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,5,1week,NA,0.808,30
Thalianol,ThaS2_MF_Water_Agar_Rep 1_21_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,21,1week,NA,0.809,45
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_31_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,31,1week,NA,0.809,37
Thalianol,ThaS2_MF_Water_Agar_Rep 1_25_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,25,1week,NA,0.811,45
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_16_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,16,2weeks,NA,0.815,27
Thalianol,ThaS2_MF_Water_Agar_Rep 1_13_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,13,1week,NA,0.817,45
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_8_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,8,1week,NA,0.826,37
Thalianol,ThaH_F16_Water_Agar_Rep 1_5_2weeks,ThaH,ThaH,F16,Water,Agar,Rep 1,5,2weeks,NA,0.83,33
Thalianol,ThaH_MF_Water_Agar_Rep 1_6_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,6,2weeks,NA,0.832,31
Thalianol,Col0_F16_3OMG_Agar_Rep 1_1_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,1,2weeks,NA,0.836,34
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_11_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,11,2weeks,NA,0.837,33
Thalianol,ThaS2_MF_Water_Agar_Rep 1_24_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,24,2weeks,NA,0.838,45
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_10_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,10,1week,NA,0.84,33
Thalianol,ThaD_MF_Water_Agar_Rep 1_17_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,17,1week,NA,0.842,39
Thalianol,ThaS2_MF_Water_Agar_Rep 1_25_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,25,2weeks,NA,0.844,45
Thalianol,Col0_MF_3OMG_Agar_Rep 1_3_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,3,1week,NA,0.845,31
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_28_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,28,1week,NA,0.845,37
Thalianol,ThaS2_MF_Water_Agar_Rep 1_30_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,30,2weeks,NA,0.846,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_7_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,7,2weeks,NA,0.854,45
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_12_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,12,1week,NA,0.857,33
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_5_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,5,2weeks,NA,0.857,33
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_11_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,11,1week,NA,0.862,27
Thalianol,ThaS2_MF_Water_Agar_Rep 1_23_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,23,2weeks,NA,0.862,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_18_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,18,2weeks,NA,0.867,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_24_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,24,1week,NA,0.868,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_6_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,6,2weeks,NA,0.869,45
Thalianol,Col0_F16_3OMG_Agar_Rep 1_18_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,18,1week,NA,0.87,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_13_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,13,1week,NA,0.871,39
Thalianol,Col0_F16_Water_Agar_Rep 1_3_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,3,2weeks,NA,0.875,30
Thalianol,Col0_MF_Water_Agar_Rep 1_42_1week,Col0,Col0,MF,Water,Agar,Rep 1,42,1week,NA,0.879,43
Thalianol,ThaH_MF_Water_Agar_Rep 1_9_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,9,1week,NA,0.879,31
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_23_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,23,1week,NA,0.882,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_19_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,19,1week,NA,0.886,37
Thalianol,ThaH_F16_Water_Agar_Rep 1_10_1week,ThaH,ThaH,F16,Water,Agar,Rep 1,10,1week,NA,0.893,33
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_14_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,14,2weeks,NA,0.894,33
Thalianol,ThaD_MF_Water_Agar_Rep 1_18_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,18,1week,NA,0.9,39
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_30_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,30,2weeks,NA,0.9,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_14_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,14,2weeks,NA,0.909,37
Thalianol,ThaH_MF_Water_Agar_Rep 1_2_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,2,1week,NA,0.912,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_10_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,10,2weeks,NA,0.917,45
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_17_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,17,2weeks,NA,0.918,27
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_3_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,3,2weeks,NA,0.918,27
Thalianol,Col0_MF_Water_Agar_Rep 1_36_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,36,2weeks,NA,0.921,43
Thalianol,Col0_F16_3OMG_Agar_Rep 1_30_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,30,2weeks,NA,0.938,34
Thalianol,Col0_F16_3OMG_Agar_Rep 1_24_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,24,1week,NA,0.943,34
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_12_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,12,1week,NA,0.944,27
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_30_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,30,1week,NA,0.946,37
Thalianol,Col0_MF_Water_Agar_Rep 1_20_1week,Col0,Col0,MF,Water,Agar,Rep 1,20,1week,NA,0.952,43
Thalianol,ThaS2_MF_Water_Agar_Rep 1_29_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,29,2weeks,NA,0.953,45
Thalianol,Col0_F16_3OMG_Agar_Rep 1_10_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,10,1week,NA,0.954,34
Thalianol,ThaS2_MF_Water_Agar_Rep 1_2_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,2,2weeks,NA,0.955,45
Thalianol,Col0_MF_3OMG_Agar_Rep 1_13_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,13,1week,NA,0.963,31
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_8_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,8,2weeks,NA,0.963,37
Thalianol,Col0_MF_Water_Agar_Rep 1_30_2weeks,Col0,Col0,MF,Water,Agar,Rep 1,30,2weeks,NA,0.967,43
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_27_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,27,1week,NA,0.972,37
Thalianol,ThaD_MF_Water_Agar_Rep 1_21_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,21,1week,NA,0.976,39
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_34_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,34,1week,NA,0.976,37
Thalianol,Col0_MF_3OMG_Agar_Rep 1_14_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,14,1week,NA,0.979,31
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_23_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,23,1week,NA,0.979,37
Thalianol,ThaH_MF_Water_Agar_Rep 1_3_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,3,1week,NA,0.98,31
Thalianol,Col0_MF_3OMG_Agar_Rep 1_1_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,1,2weeks,NA,0.981,31
Thalianol,ThaH_F16_Water_Agar_Rep 1_11_1week,ThaH,ThaH,F16,Water,Agar,Rep 1,11,1week,NA,0.982,33
Thalianol,Col0_MF_3OMG_Agar_Rep 1_12_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,12,1week,NA,0.983,31
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_1_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,1,2weeks,NA,0.983,27
Thalianol,Col0_MF_3OMG_Agar_Rep 1_7_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,7,1week,NA,0.987,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_42_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,42,1week,NA,0.987,45
Thalianol,ThaD_F16_Water_Agar_Rep 1_5_2weeks,ThaD,ThaD,F16,Water,Agar,Rep 1,5,2weeks,NA,0.991,21
Thalianol,Col0_MF_Water_Agar_Rep 1_12_1week,Col0,Col0,MF,Water,Agar,Rep 1,12,1week,NA,0.992,43
Thalianol,ThaD_MF_Water_Agar_Rep 1_2_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,2,1week,NA,0.992,39
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_4_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,4,1week,NA,0.994,37
Thalianol,ThaH_F16_Water_Agar_Rep 1_1_2weeks,ThaH,ThaH,F16,Water,Agar,Rep 1,1,2weeks,NA,0.995,33
Thalianol,ThaD_MF_Water_Agar_Rep 1_19_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,19,1week,NA,0.999,39
Thalianol,ThaS2_F16_Water_Agar_Rep 1_4_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,4,2weeks,NA,1.001,30
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_11_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,11,1week,NA,1.003,27
Thalianol,Col0_F16_3OMG_Agar_Rep 1_27_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,27,2weeks,NA,1.008,34
Thalianol,ThaD_F16_Water_Agar_Rep 1_13_2weeks,ThaD,ThaD,F16,Water,Agar,Rep 1,13,2weeks,NA,1.011,21
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_10_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,10,1week,NA,1.012,37
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_6_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,6,2weeks,NA,1.015,33
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_1_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,1,2weeks,NA,1.019,27
Thalianol,Col0_MF_Water_Agar_Rep 1_17_1week,Col0,Col0,MF,Water,Agar,Rep 1,17,1week,NA,1.021,43
Thalianol,ThaS2_MF_Water_Agar_Rep 1_3_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,3,2weeks,NA,1.021,45
Thalianol,Col0_F16_3OMG_Agar_Rep 1_27_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,27,1week,NA,1.024,34
Thalianol,Col0_MF_Water_Agar_Rep 1_10_1week,Col0,Col0,MF,Water,Agar,Rep 1,10,1week,NA,1.031,43
Thalianol,Col0_F16_3OMG_Agar_Rep 1_7_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,7,1week,NA,1.036,34
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_15_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,15,2weeks,NA,1.037,27
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_3_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,3,1week,NA,1.038,33
Thalianol,Col0_F16_3OMG_Agar_Rep 1_16_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,16,1week,NA,1.04,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_24_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,24,2weeks,NA,1.04,39
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_13_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,13,1week,NA,1.041,37
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_7_1week,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,7,1week,NA,1.045,34
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_2_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,2,2weeks,NA,1.049,27
Thalianol,ThaS2_F16_Water_Agar_Rep 1_5_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,5,2weeks,NA,1.049,30
Thalianol,ThaH_MF_Water_Agar_Rep 1_12_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,12,1week,NA,1.052,31
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_19_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,19,1week,NA,1.057,27
Thalianol,ThaS2_MF_Water_Agar_Rep 1_27_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,27,2weeks,NA,1.059,45
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_11_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,11,1week,NA,1.062,37
Thalianol,ThaH_MF_Water_Agar_Rep 1_24_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,24,2weeks,NA,1.07,31
Thalianol,ThaS2_F16_Water_Agar_Rep 1_15_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,15,2weeks,NA,1.07,30
Thalianol,Col0_MF_Water_Agar_Rep 1_24_1week,Col0,Col0,MF,Water,Agar,Rep 1,24,1week,NA,1.08,43
Thalianol,ThaH_MF_Water_Agar_Rep 1_4_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,4,1week,NA,1.086,31
Thalianol,ThaH_MF_Water_Agar_Rep 1_17_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,17,1week,NA,1.099,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_16_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,16,1week,NA,1.101,45
Thalianol,Col0_MF_3OMG_Agar_Rep 1_15_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,15,2weeks,NA,1.106,31
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_13_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,13,2weeks,NA,1.112,27
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_2_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,2,2weeks,NA,1.119,27
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_23_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,23,2weeks,NA,1.12,37
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_21_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,21,2weeks,NA,1.121,27
Thalianol,Col0_MF_3OMG_Agar_Rep 1_4_1week,Col0,Col0,MF,3OMG,Agar,Rep 1,4,1week,NA,1.126,31
Thalianol,Col0_F16_3OMG_Agar_Rep 1_4_1week,Col0,Col0,F16,3OMG,Agar,Rep 1,4,1week,NA,1.128,34
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_10_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,10,1week,NA,1.132,27
Thalianol,Col0_MF_3OMG_Agar_Rep 1_3_2weeks,Col0,Col0,MF,3OMG,Agar,Rep 1,3,2weeks,NA,1.134,31
Thalianol,ThaD_MF_Water_Agar_Rep 1_6_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,6,1week,NA,1.136,39
Thalianol,ThaD_MF_Water_Agar_Rep 1_16_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,16,1week,NA,1.136,39
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_10_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,10,2weeks,NA,1.147,33
Thalianol,Col0_F16_Water_Agar_Rep 1_4_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,4,2weeks,NA,1.148,30
