	Expe	Plant	System	Bio_rep	Tech_Rep	Microbes	Treatment	Time	Element	Weight_length	Nb	Weight_length_Per_Plant
1463	Transcriptome	Arabidopsis_thaliana	Agar	R2	52	MF	3OMG	72h	Roots	1.932	1	1.932
1464	Transcriptome	Arabidopsis_thaliana	Agar	R2	55	MF	3OMG	72h	Roots	1.932	1	1.932
1465	Transcriptome	Arabidopsis_thaliana	Agar	R2	65	MF	3OMG	72h	Roots	1.932	1	1.932
1466	Transcriptome	Arabidopsis_thaliana	Agar	R3	5	MF	3OMG	72h	Roots	1.932	1	1.932
1467	Transcriptome	Arabidopsis_thaliana	Agar	R3	79	MF	3OMG	72h	Roots	1.932	1	1.932
1468	Transcriptome	Arabidopsis_thaliana	Agar	R4	3	MF	3OMG	72h	Roots	1.932	1	1.932
1469	Transcriptome	Arabidopsis_thaliana	Agar	R4	31	MF	3OMG	72h	Roots	1.932	1	1.932
1470	Transcriptome	Arabidopsis_thaliana	Agar	R4	32	MF	3OMG	72h	Roots	1.932	1	1.932
1471	Transcriptome	Arabidopsis_thaliana	Agar	R2	4	MF	3OMG	72h	Roots	1.938	1	1.938
1472	Transcriptome	Arabidopsis_thaliana	Agar	R1	72	MF	3OMG	72h	Roots	1.948	1	1.948
1473	Transcriptome	Arabidopsis_thaliana	Agar	R4	16	MF	3OMG	72h	Roots	1.948	1	1.948
1474	Transcriptome	Arabidopsis_thaliana	Agar	R1	81	MF	3OMG	72h	Roots	1.971	1	1.971
1475	Transcriptome	Arabidopsis_thaliana	Agar	R4	89	MF	3OMG	72h	Roots	1.971	1	1.971
1476	Transcriptome	Arabidopsis_thaliana	Agar	R1	56	MF	3OMG	72h	Roots	1.979	1	1.979
1477	Transcriptome	Arabidopsis_thaliana	Agar	R1	69	MF	3OMG	72h	Roots	1.985	1	1.985
1478	Transcriptome	Arabidopsis_thaliana	Agar	R2	60	MF	3OMG	72h	Roots	1.989	1	1.989
1479	Transcriptome	Arabidopsis_thaliana	Agar	R1	33	MF	3OMG	72h	Roots	2	1	2
1480	Transcriptome	Arabidopsis_thaliana	Agar	R1	85	MF	3OMG	72h	Roots	2	1	2
1481	Transcriptome	Arabidopsis_thaliana	Agar	R3	67	MF	3OMG	72h	Roots	2	1	2
1482	Transcriptome	Arabidopsis_thaliana	Agar	R4	34	MF	3OMG	72h	Roots	2	1	2
1483	Transcriptome	Arabidopsis_thaliana	Agar	R4	49	MF	3OMG	72h	Roots	2	1	2
1484	Transcriptome	Arabidopsis_thaliana	Agar	R3	9	MF	3OMG	72h	Roots	2.002	1	2.002
1485	Transcriptome	Arabidopsis_thaliana	Agar	R1	88	MF	3OMG	72h	Roots	2.018	1	2.018
1486	Transcriptome	Arabidopsis_thaliana	Agar	R2	5	MF	3OMG	72h	Roots	2.018	1	2.018
1487	Transcriptome	Arabidopsis_thaliana	Agar	R4	6	MF	3OMG	72h	Roots	2.018	1	2.018
1488	Transcriptome	Arabidopsis_thaliana	Agar	R2	40	MF	3OMG	72h	Roots	2.019	1	2.019
1489	Transcriptome	Arabidopsis_thaliana	Agar	R3	73	MF	3OMG	72h	Roots	2.019	1	2.019
1490	Transcriptome	Arabidopsis_thaliana	Agar	R1	29	MF	3OMG	72h	Roots	2.025	1	2.025
1491	Transcriptome	Arabidopsis_thaliana	Agar	R1	93	MF	3OMG	72h	Roots	2.025	1	2.025
1492	Transcriptome	Arabidopsis_thaliana	Agar	R2	61	MF	3OMG	72h	Roots	2.025	1	2.025
1493	Transcriptome	Arabidopsis_thaliana	Agar	R2	59	MF	3OMG	72h	Roots	2.035	1	2.035
1494	Transcriptome	Arabidopsis_thaliana	Agar	R2	92	MF	3OMG	72h	Roots	2.035	1	2.035
1495	Transcriptome	Arabidopsis_thaliana	Agar	R4	47	MF	3OMG	72h	Roots	2.035	1	2.035
1496	Transcriptome	Arabidopsis_thaliana	Agar	R2	74	MF	3OMG	72h	Roots	2.046	1	2.046
1497	Transcriptome	Arabidopsis_thaliana	Agar	R2	33	MF	3OMG	72h	Roots	2.048	1	2.048
1498	Transcriptome	Arabidopsis_thaliana	Agar	R2	47	MF	3OMG	72h	Roots	2.048	1	2.048
1499	Transcriptome	Arabidopsis_thaliana	Agar	R2	71	MF	3OMG	72h	Roots	2.048	1	2.048
1500	Transcriptome	Arabidopsis_thaliana	Agar	R3	62	MF	3OMG	72h	Roots	2.053	1	2.053
1501	Transcriptome	Arabidopsis_thaliana	Agar	R4	99	MF	3OMG	72h	Roots	2.053	1	2.053
1502	Transcriptome	Arabidopsis_thaliana	Agar	R1	2	MF	3OMG	72h	Roots	2.065	1	2.065
1503	Transcriptome	Arabidopsis_thaliana	Agar	R1	36	MF	3OMG	72h	Roots	2.065	1	2.065
1504	Transcriptome	Arabidopsis_thaliana	Agar	R4	80	MF	3OMG	72h	Roots	2.08	1	2.08
1505	Transcriptome	Arabidopsis_thaliana	Agar	R1	20	MF	3OMG	72h	Roots	2.085	1	2.085
1506	Transcriptome	Arabidopsis_thaliana	Agar	R2	49	MF	3OMG	72h	Roots	2.085	1	2.085
1507	Transcriptome	Arabidopsis_thaliana	Agar	R3	42	MF	3OMG	72h	Roots	2.085	1	2.085
1508	Transcriptome	Arabidopsis_thaliana	Agar	R3	76	MF	3OMG	72h	Roots	2.085	1	2.085
1509	Transcriptome	Arabidopsis_thaliana	Agar	R1	37	MF	3OMG	72h	Roots	2.105	1	2.105
1510	Transcriptome	Arabidopsis_thaliana	Agar	R1	76	MF	3OMG	72h	Roots	2.105	1	2.105
1511	Transcriptome	Arabidopsis_thaliana	Agar	R1	99	MF	3OMG	72h	Roots	2.105	1	2.105
1512	Transcriptome	Arabidopsis_thaliana	Agar	R2	13	MF	3OMG	72h	Roots	2.105	1	2.105
1513	Transcriptome	Arabidopsis_thaliana	Agar	R2	57	MF	3OMG	72h	Roots	2.105	1	2.105
1514	Transcriptome	Arabidopsis_thaliana	Agar	R2	90	MF	3OMG	72h	Roots	2.105	1	2.105
1515	Transcriptome	Arabidopsis_thaliana	Agar	R3	16	MF	3OMG	72h	Roots	2.105	1	2.105
1516	Transcriptome	Arabidopsis_thaliana	Agar	R3	95	MF	3OMG	72h	Roots	2.105	1	2.105
1517	Transcriptome	Arabidopsis_thaliana	Agar	R4	46	MF	3OMG	72h	Roots	2.105	1	2.105
1518	Transcriptome	Arabidopsis_thaliana	Agar	R4	50	MF	3OMG	72h	Roots	2.105	1	2.105
1519	Transcriptome	Arabidopsis_thaliana	Agar	R4	94	MF	3OMG	72h	Roots	2.105	1	2.105
1520	Transcriptome	Arabidopsis_thaliana	Agar	R2	15	MF	3OMG	72h	Roots	2.107	1	2.107
1521	Transcriptome	Arabidopsis_thaliana	Agar	R2	39	MF	3OMG	72h	Roots	2.107	1	2.107
1522	Transcriptome	Arabidopsis_thaliana	Agar	R3	74	MF	3OMG	72h	Roots	2.107	1	2.107
1523	Transcriptome	Arabidopsis_thaliana	Agar	R1	49	MF	3OMG	72h	Roots	2.109	1	2.109
1524	Transcriptome	Arabidopsis_thaliana	Agar	R4	48	MF	3OMG	72h	Roots	2.109	1	2.109
1525	Transcriptome	Arabidopsis_thaliana	Agar	R1	63	MF	3OMG	72h	Roots	2.113	1	2.113
1526	Transcriptome	Arabidopsis_thaliana	Agar	R2	37	MF	3OMG	72h	Roots	2.113	1	2.113
1527	Transcriptome	Arabidopsis_thaliana	Agar	R2	62	MF	3OMG	72h	Roots	2.113	1	2.113
1528	Transcriptome	Arabidopsis_thaliana	Agar	R3	85	MF	3OMG	72h	Roots	2.113	1	2.113
1529	Transcriptome	Arabidopsis_thaliana	Agar	R2	27	MF	3OMG	72h	Roots	2.12	1	2.12
1530	Transcriptome	Arabidopsis_thaliana	Agar	R1	39	MF	3OMG	72h	Roots	2.122	1	2.122
1531	Transcriptome	Arabidopsis_thaliana	Agar	R1	48	MF	3OMG	72h	Roots	2.122	1	2.122
1532	Transcriptome	Arabidopsis_thaliana	Agar	R2	50	MF	3OMG	72h	Roots	2.122	1	2.122
1533	Transcriptome	Arabidopsis_thaliana	Agar	R3	20	MF	3OMG	72h	Roots	2.122	1	2.122
1534	Transcriptome	Arabidopsis_thaliana	Agar	R4	2	MF	3OMG	72h	Roots	2.122	1	2.122
1535	Transcriptome	Arabidopsis_thaliana	Agar	R1	50	MF	3OMG	72h	Roots	2.134	1	2.134
1536	Transcriptome	Arabidopsis_thaliana	Agar	R2	18	MF	3OMG	72h	Roots	2.134	1	2.134
1537	Transcriptome	Arabidopsis_thaliana	Agar	R2	84	MF	3OMG	72h	Roots	2.134	1	2.134
1538	Transcriptome	Arabidopsis_thaliana	Agar	R3	34	MF	3OMG	72h	Roots	2.134	1	2.134
1539	Transcriptome	Arabidopsis_thaliana	Agar	R3	55	MF	3OMG	72h	Roots	2.134	1	2.134
1540	Transcriptome	Arabidopsis_thaliana	Agar	R4	1	MF	3OMG	72h	Roots	2.134	1	2.134
1541	Transcriptome	Arabidopsis_thaliana	Agar	R1	79	MF	3OMG	72h	Roots	2.136	1	2.136
1542	Transcriptome	Arabidopsis_thaliana	Agar	R1	96	MF	3OMG	72h	Roots	2.15	1	2.15
1543	Transcriptome	Arabidopsis_thaliana	Agar	R3	17	MF	3OMG	72h	Roots	2.15	1	2.15
1544	Transcriptome	Arabidopsis_thaliana	Agar	R3	29	MF	3OMG	72h	Roots	2.15	1	2.15
1545	Transcriptome	Arabidopsis_thaliana	Agar	R1	19	MF	3OMG	72h	Roots	2.158	1	2.158
1546	Transcriptome	Arabidopsis_thaliana	Agar	R1	90	MF	3OMG	72h	Roots	2.158	1	2.158
1547	Transcriptome	Arabidopsis_thaliana	Agar	R2	23	MF	3OMG	72h	Roots	2.167	1	2.167
1548	Transcriptome	Arabidopsis_thaliana	Agar	R3	7	MF	3OMG	72h	Roots	2.17	1	2.17
1549	Transcriptome	Arabidopsis_thaliana	Agar	R1	35	MF	3OMG	72h	Roots	2.193	1	2.193
1550	Transcriptome	Arabidopsis_thaliana	Agar	R1	41	MF	3OMG	72h	Roots	2.193	1	2.193
1551	Transcriptome	Arabidopsis_thaliana	Agar	R1	78	MF	3OMG	72h	Roots	2.193	1	2.193
1552	Transcriptome	Arabidopsis_thaliana	Agar	R2	32	MF	3OMG	72h	Roots	2.193	1	2.193
1553	Transcriptome	Arabidopsis_thaliana	Agar	R3	28	MF	3OMG	72h	Roots	2.193	1	2.193
1554	Transcriptome	Arabidopsis_thaliana	Agar	R3	57	MF	3OMG	72h	Roots	2.193	1	2.193
1555	Transcriptome	Arabidopsis_thaliana	Agar	R3	66	MF	3OMG	72h	Roots	2.193	1	2.193
1556	Transcriptome	Arabidopsis_thaliana	Agar	R4	66	MF	3OMG	72h	Roots	2.193	1	2.193
1557	Transcriptome	Arabidopsis_thaliana	Agar	R4	67	MF	3OMG	72h	Roots	2.193	1	2.193
1558	Transcriptome	Arabidopsis_thaliana	Agar	R4	81	MF	3OMG	72h	Roots	2.193	1	2.193
1559	Transcriptome	Arabidopsis_thaliana	Agar	R1	1	MF	3OMG	72h	Roots	2.195	1	2.195
1560	Transcriptome	Arabidopsis_thaliana	Agar	R3	87	MF	3OMG	72h	Roots	2.195	1	2.195
1561	Transcriptome	Arabidopsis_thaliana	Agar	R4	22	MF	3OMG	72h	Roots	2.195	1	2.195
1562	Transcriptome	Arabidopsis_thaliana	Agar	R3	90	MF	3OMG	72h	Roots	2.198	1	2.198
1563	Transcriptome	Arabidopsis_thaliana	Agar	R2	58	MF	3OMG	72h	Roots	2.2	1	2.2
1564	Transcriptome	Arabidopsis_thaliana	Agar	R3	4	MF	3OMG	72h	Roots	2.2	1	2.2
1565	Transcriptome	Arabidopsis_thaliana	Agar	R3	46	MF	3OMG	72h	Roots	2.2	1	2.2
1566	Transcriptome	Arabidopsis_thaliana	Agar	R1	91	MF	3OMG	72h	Roots	2.219	1	2.219
1567	Transcriptome	Arabidopsis_thaliana	Agar	R2	83	MF	3OMG	72h	Roots	2.219	1	2.219
1568	Transcriptome	Arabidopsis_thaliana	Agar	R2	98	MF	3OMG	72h	Roots	2.221	1	2.221
1569	Transcriptome	Arabidopsis_thaliana	Agar	R3	14	MF	3OMG	72h	Roots	2.221	1	2.221
1570	Transcriptome	Arabidopsis_thaliana	Agar	R3	38	MF	3OMG	72h	Roots	2.221	1	2.221
1571	Transcriptome	Arabidopsis_thaliana	Agar	R3	43	MF	3OMG	72h	Roots	2.221	1	2.221
1572	Transcriptome	Arabidopsis_thaliana	Agar	R3	78	MF	3OMG	72h	Roots	2.221	1	2.221
1573	Transcriptome	Arabidopsis_thaliana	Agar	R4	4	MF	3OMG	72h	Roots	2.221	1	2.221
1574	Transcriptome	Arabidopsis_thaliana	Agar	R2	46	MF	3OMG	72h	Roots	2.236	1	2.236
1575	Transcriptome	Arabidopsis_thaliana	Agar	R4	59	MF	3OMG	72h	Roots	2.236	1	2.236
1576	Transcriptome	Arabidopsis_thaliana	Agar	R1	97	MF	3OMG	72h	Roots	2.248	1	2.248
1577	Transcriptome	Arabidopsis_thaliana	Agar	R3	72	MF	3OMG	72h	Roots	2.255	1	2.255
1578	Transcriptome	Arabidopsis_thaliana	Agar	R2	1	MF	3OMG	72h	Roots	2.276	1	2.276
1579	Transcriptome	Arabidopsis_thaliana	Agar	R1	26	MF	3OMG	72h	Roots	2.277	1	2.277
1580	Transcriptome	Arabidopsis_thaliana	Agar	R1	95	MF	3OMG	72h	Roots	2.277	1	2.277
1581	Transcriptome	Arabidopsis_thaliana	Agar	R2	77	MF	3OMG	72h	Roots	2.281	1	2.281
1582	Transcriptome	Arabidopsis_thaliana	Agar	R3	97	MF	3OMG	72h	Roots	2.281	1	2.281
1583	Transcriptome	Arabidopsis_thaliana	Agar	R4	29	MF	3OMG	72h	Roots	2.281	1	2.281
1584	Transcriptome	Arabidopsis_thaliana	Agar	R3	11	MF	3OMG	72h	Roots	2.282	1	2.282
1585	Transcriptome	Arabidopsis_thaliana	Agar	R4	7	MF	3OMG	72h	Roots	2.282	1	2.282
1586	Transcriptome	Arabidopsis_thaliana	Agar	R4	35	MF	3OMG	72h	Roots	2.282	1	2.282
1587	Transcriptome	Arabidopsis_thaliana	Agar	R1	89	MF	3OMG	72h	Roots	2.287	1	2.287
1588	Transcriptome	Arabidopsis_thaliana	Agar	R2	63	MF	3OMG	72h	Roots	2.287	1	2.287
1589	Transcriptome	Arabidopsis_thaliana	Agar	R4	44	MF	3OMG	72h	Roots	2.287	1	2.287
1590	Transcriptome	Arabidopsis_thaliana	Agar	R1	70	MF	3OMG	72h	Roots	2.296	1	2.296
1591	Transcriptome	Arabidopsis_thaliana	Agar	R2	6	MF	3OMG	72h	Roots	2.296	1	2.296
1592	Transcriptome	Arabidopsis_thaliana	Agar	R4	23	MF	3OMG	72h	Roots	2.296	1	2.296
1593	Transcriptome	Arabidopsis_thaliana	Agar	R1	82	MF	3OMG	72h	Roots	2.303	1	2.303
1594	Transcriptome	Arabidopsis_thaliana	Agar	R1	86	MF	3OMG	72h	Roots	2.303	1	2.303
1595	Transcriptome	Arabidopsis_thaliana	Agar	R4	40	MF	3OMG	72h	Roots	2.303	1	2.303
1596	Transcriptome	Arabidopsis_thaliana	Agar	R1	60	MF	3OMG	72h	Roots	2.308	1	2.308
1597	Transcriptome	Arabidopsis_thaliana	Agar	R4	30	MF	3OMG	72h	Roots	2.308	1	2.308
1598	Transcriptome	Arabidopsis_thaliana	Agar	R2	14	MF	3OMG	72h	Roots	2.322	1	2.322
1599	Transcriptome	Arabidopsis_thaliana	Agar	R2	87	MF	3OMG	72h	Roots	2.322	1	2.322
1600	Transcriptome	Arabidopsis_thaliana	Agar	R1	83	MF	3OMG	72h	Roots	2.341	1	2.341
1601	Transcriptome	Arabidopsis_thaliana	Agar	R3	27	MF	3OMG	72h	Roots	2.341	1	2.341
1602	Transcriptome	Arabidopsis_thaliana	Agar	R1	15	MF	3OMG	72h	Roots	2.357	1	2.357
1603	Transcriptome	Arabidopsis_thaliana	Agar	R4	83	MF	3OMG	72h	Roots	2.368	1	2.368
1604	Transcriptome	Arabidopsis_thaliana	Agar	R4	85	MF	3OMG	72h	Roots	2.368	1	2.368
1605	Transcriptome	Arabidopsis_thaliana	Agar	R2	76	MF	3OMG	72h	Roots	2.37	1	2.37
1606	Transcriptome	Arabidopsis_thaliana	Agar	R2	79	MF	3OMG	72h	Roots	2.37	1	2.37
1607	Transcriptome	Arabidopsis_thaliana	Agar	R4	13	MF	3OMG	72h	Roots	2.37	1	2.37
1608	Transcriptome	Arabidopsis_thaliana	Agar	R4	84	MF	3OMG	72h	Roots	2.37	1	2.37
1609	Transcriptome	Arabidopsis_thaliana	Agar	R3	22	MF	3OMG	72h	Roots	2.375	1	2.375
1610	Transcriptome	Arabidopsis_thaliana	Agar	R4	98	MF	3OMG	72h	Roots	2.375	1	2.375
1611	Transcriptome	Arabidopsis_thaliana	Agar	R1	45	MF	3OMG	72h	Roots	2.383	1	2.383
1612	Transcriptome	Arabidopsis_thaliana	Agar	R2	25	MF	3OMG	72h	Roots	2.383	1	2.383
1613	Transcriptome	Arabidopsis_thaliana	Agar	R2	64	MF	3OMG	72h	Roots	2.383	1	2.383
1614	Transcriptome	Arabidopsis_thaliana	Agar	R2	97	MF	3OMG	72h	Roots	2.383	1	2.383
1615	Transcriptome	Arabidopsis_thaliana	Agar	R2	43	MF	3OMG	72h	Roots	2.394	1	2.394
1616	Transcriptome	Arabidopsis_thaliana	Agar	R3	2	MF	3OMG	72h	Roots	2.394	1	2.394
1617	Transcriptome	Arabidopsis_thaliana	Agar	R3	19	MF	3OMG	72h	Roots	2.394	1	2.394
1618	Transcriptome	Arabidopsis_thaliana	Agar	R3	54	MF	3OMG	72h	Roots	2.394	1	2.394
1619	Transcriptome	Arabidopsis_thaliana	Agar	R1	7	MF	3OMG	72h	Roots	2.396	1	2.396
1620	Transcriptome	Arabidopsis_thaliana	Agar	R1	73	MF	3OMG	72h	Roots	2.396	1	2.396
1621	Transcriptome	Arabidopsis_thaliana	Agar	R2	66	MF	3OMG	72h	Roots	2.396	1	2.396
1622	Transcriptome	Arabidopsis_thaliana	Agar	R2	30	MF	3OMG	72h	Roots	2.409	1	2.409
1623	Transcriptome	Arabidopsis_thaliana	Agar	R4	5	MF	3OMG	72h	Roots	2.409	1	2.409
1624	Transcriptome	Arabidopsis_thaliana	Agar	R4	75	MF	3OMG	72h	Roots	2.409	1	2.409
1625	Transcriptome	Arabidopsis_thaliana	Agar	R4	57	MF	3OMG	72h	Roots	2.444	1	2.444
1626	Transcriptome	Arabidopsis_thaliana	Agar	R1	64	MF	3OMG	72h	Roots	2.456	1	2.456
1627	Transcriptome	Arabidopsis_thaliana	Agar	R2	19	MF	3OMG	72h	Roots	2.456	1	2.456
1628	Transcriptome	Arabidopsis_thaliana	Agar	R2	70	MF	3OMG	72h	Roots	2.456	1	2.456
1629	Transcriptome	Arabidopsis_thaliana	Agar	R2	75	MF	3OMG	72h	Roots	2.456	1	2.456
1630	Transcriptome	Arabidopsis_thaliana	Agar	R2	96	MF	3OMG	72h	Roots	2.456	1	2.456
1631	Transcriptome	Arabidopsis_thaliana	Agar	R3	86	MF	3OMG	72h	Roots	2.456	1	2.456
1632	Transcriptome	Arabidopsis_thaliana	Agar	R4	19	MF	3OMG	72h	Roots	2.456	1	2.456
1633	Transcriptome	Arabidopsis_thaliana	Agar	R4	45	MF	3OMG	72h	Roots	2.456	1	2.456
1634	Transcriptome	Arabidopsis_thaliana	Agar	R4	53	MF	3OMG	72h	Roots	2.456	1	2.456
1635	Transcriptome	Arabidopsis_thaliana	Agar	R4	64	MF	3OMG	72h	Roots	2.456	1	2.456
1636	Transcriptome	Arabidopsis_thaliana	Agar	R4	68	MF	3OMG	72h	Roots	2.456	1	2.456
1637	Transcriptome	Arabidopsis_thaliana	Agar	R1	54	MF	3OMG	72h	Roots	2.458	1	2.458
1638	Transcriptome	Arabidopsis_thaliana	Agar	R4	43	MF	3OMG	72h	Roots	2.458	1	2.458
1639	Transcriptome	Arabidopsis_thaliana	Agar	R2	69	MF	3OMG	72h	Roots	2.462	1	2.462
1640	Transcriptome	Arabidopsis_thaliana	Agar	R1	23	MF	3OMG	72h	Roots	2.47	1	2.47
1641	Transcriptome	Arabidopsis_thaliana	Agar	R2	22	MF	3OMG	72h	Roots	2.47	1	2.47
1642	Transcriptome	Arabidopsis_thaliana	Agar	R3	83	MF	3OMG	72h	Roots	2.47	1	2.47
1643	Transcriptome	Arabidopsis_thaliana	Agar	R2	9	MF	3OMG	72h	Roots	2.476	1	2.476
1644	Transcriptome	Arabidopsis_thaliana	Agar	R4	15	MF	3OMG	72h	Roots	2.476	1	2.476
1645	Transcriptome	Arabidopsis_thaliana	Agar	R1	87	MF	3OMG	72h	Roots	2.481	1	2.481
1646	Transcriptome	Arabidopsis_thaliana	Agar	R2	68	MF	3OMG	72h	Roots	2.481	1	2.481
1647	Transcriptome	Arabidopsis_thaliana	Agar	R4	76	MF	3OMG	72h	Roots	2.481	1	2.481
1648	Transcriptome	Arabidopsis_thaliana	Agar	R2	81	MF	3OMG	72h	Roots	2.495	1	2.495
1649	Transcriptome	Arabidopsis_thaliana	Agar	R2	94	MF	3OMG	72h	Roots	2.495	1	2.495
1650	Transcriptome	Arabidopsis_thaliana	Agar	R3	51	MF	3OMG	72h	Roots	2.495	1	2.495
1651	Transcriptome	Arabidopsis_thaliana	Agar	R4	27	MF	3OMG	72h	Roots	2.495	1	2.495
1652	Transcriptome	Arabidopsis_thaliana	Agar	R1	31	MF	3OMG	72h	Roots	2.512	1	2.512
1653	Transcriptome	Arabidopsis_thaliana	Agar	R2	28	MF	3OMG	72h	Roots	2.512	1	2.512
1654	Transcriptome	Arabidopsis_thaliana	Agar	R4	100	MF	3OMG	72h	Roots	2.512	1	2.512
1655	Transcriptome	Arabidopsis_thaliana	Agar	R3	40	MF	3OMG	72h	Roots	2.513	1	2.513
1656	Transcriptome	Arabidopsis_thaliana	Agar	R2	11	MF	3OMG	72h	Roots	2.532	1	2.532
1657	Transcriptome	Arabidopsis_thaliana	Agar	R1	94	MF	3OMG	72h	Roots	2.544	1	2.544
1658	Transcriptome	Arabidopsis_thaliana	Agar	R4	92	MF	3OMG	72h	Roots	2.544	1	2.544
1659	Transcriptome	Arabidopsis_thaliana	Agar	R2	8	MF	3OMG	72h	Roots	2.545	1	2.545
1660	Transcriptome	Arabidopsis_thaliana	Agar	R4	73	MF	3OMG	72h	Roots	2.545	1	2.545
1661	Transcriptome	Arabidopsis_thaliana	Agar	R1	44	MF	3OMG	72h	Roots	2.55	1	2.55
1662	Transcriptome	Arabidopsis_thaliana	Agar	R3	3	MF	3OMG	72h	Roots	2.55	1	2.55
1663	Transcriptome	Arabidopsis_thaliana	Agar	R3	10	MF	3OMG	72h	Roots	2.55	1	2.55
1664	Transcriptome	Arabidopsis_thaliana	Agar	R4	82	MF	3OMG	72h	Roots	2.55	1	2.55
1665	Transcriptome	Arabidopsis_thaliana	Agar	R2	78	MF	3OMG	72h	Roots	2.557	1	2.557
1666	Transcriptome	Arabidopsis_thaliana	Agar	R3	80	MF	3OMG	72h	Roots	2.557	1	2.557
1667	Transcriptome	Arabidopsis_thaliana	Agar	R1	16	MF	3OMG	72h	Roots	2.568	1	2.568
1668	Transcriptome	Arabidopsis_thaliana	Agar	R2	2	MF	3OMG	72h	Roots	2.58	1	2.58
1669	Transcriptome	Arabidopsis_thaliana	Agar	R3	18	MF	3OMG	72h	Roots	2.581	1	2.581
1670	Transcriptome	Arabidopsis_thaliana	Agar	R3	26	MF	3OMG	72h	Roots	2.598	1	2.598
1671	Transcriptome	Arabidopsis_thaliana	Agar	R2	10	MF	3OMG	72h	Roots	2.608	1	2.608
1672	Transcriptome	Arabidopsis_thaliana	Agar	R3	99	MF	3OMG	72h	Roots	2.608	1	2.608
1673	Transcriptome	Arabidopsis_thaliana	Agar	R2	34	MF	3OMG	72h	Roots	2.617	1	2.617
1674	Transcriptome	Arabidopsis_thaliana	Agar	R2	89	MF	3OMG	72h	Roots	2.632	1	2.632
1675	Transcriptome	Arabidopsis_thaliana	Agar	R3	41	MF	3OMG	72h	Roots	2.632	1	2.632
1676	Transcriptome	Arabidopsis_thaliana	Agar	R4	21	MF	3OMG	72h	Roots	2.632	1	2.632
1677	Transcriptome	Arabidopsis_thaliana	Agar	R2	72	MF	3OMG	72h	Roots	2.633	1	2.633
1678	Transcriptome	Arabidopsis_thaliana	Agar	R2	26	MF	3OMG	72h	Roots	2.637	1	2.637
1679	Transcriptome	Arabidopsis_thaliana	Agar	R2	85	MF	3OMG	72h	Roots	2.639	1	2.639
1680	Transcriptome	Arabidopsis_thaliana	Agar	R1	5	MF	3OMG	72h	Roots	2.655	1	2.655
1681	Transcriptome	Arabidopsis_thaliana	Agar	R1	100	MF	3OMG	72h	Roots	2.655	1	2.655
1682	Transcriptome	Arabidopsis_thaliana	Agar	R3	21	MF	3OMG	72h	Roots	2.655	1	2.655
1683	Transcriptome	Arabidopsis_thaliana	Agar	R3	75	MF	3OMG	72h	Roots	2.668	1	2.668
1684	Transcriptome	Arabidopsis_thaliana	Agar	R1	92	MF	3OMG	72h	Roots	2.672	1	2.672
1685	Transcriptome	Arabidopsis_thaliana	Agar	R4	12	MF	3OMG	72h	Roots	2.684	1	2.684
1686	Transcriptome	Arabidopsis_thaliana	Agar	R3	50	MF	3OMG	72h	Roots	2.685	1	2.685
1687	Transcriptome	Arabidopsis_thaliana	Agar	R1	8	MF	3OMG	72h	Roots	2.719	1	2.719
1688	Transcriptome	Arabidopsis_thaliana	Agar	R4	78	MF	3OMG	72h	Roots	2.719	1	2.719
1689	Transcriptome	Arabidopsis_thaliana	Agar	R1	6	MF	3OMG	72h	Roots	2.721	1	2.721
1690	Transcriptome	Arabidopsis_thaliana	Agar	R2	45	MF	3OMG	72h	Roots	2.721	1	2.721
1691	Transcriptome	Arabidopsis_thaliana	Agar	R4	20	MF	3OMG	72h	Roots	2.721	1	2.721
1692	Transcriptome	Arabidopsis_thaliana	Agar	R4	14	MF	3OMG	72h	Roots	2.724	1	2.724
1693	Transcriptome	Arabidopsis_thaliana	Agar	R4	72	MF	3OMG	72h	Roots	2.724	1	2.724
1694	Transcriptome	Arabidopsis_thaliana	Agar	R3	8	MF	3OMG	72h	Roots	2.725	1	2.725
1695	Transcriptome	Arabidopsis_thaliana	Agar	R3	82	MF	3OMG	72h	Roots	2.732	1	2.732
1696	Transcriptome	Arabidopsis_thaliana	Agar	R2	29	MF	3OMG	72h	Roots	2.754	1	2.754
1697	Transcriptome	Arabidopsis_thaliana	Agar	R3	52	MF	3OMG	72h	Roots	2.754	1	2.754
1698	Transcriptome	Arabidopsis_thaliana	Agar	R4	37	MF	3OMG	72h	Roots	2.754	1	2.754
1699	Transcriptome	Arabidopsis_thaliana	Agar	R4	87	MF	3OMG	72h	Roots	2.774	1	2.774
1700	Transcriptome	Arabidopsis_thaliana	Agar	R4	71	MF	3OMG	72h	Roots	2.788	1	2.788
1701	Transcriptome	Arabidopsis_thaliana	Agar	R2	86	MF	3OMG	72h	Roots	2.807	1	2.807
1702	Transcriptome	Arabidopsis_thaliana	Agar	R2	93	MF	3OMG	72h	Roots	2.807	1	2.807
1703	Transcriptome	Arabidopsis_thaliana	Agar	R4	18	MF	3OMG	72h	Roots	2.807	1	2.807
1704	Transcriptome	Arabidopsis_thaliana	Agar	R2	36	MF	3OMG	72h	Roots	2.829	1	2.829
1705	Transcriptome	Arabidopsis_thaliana	Agar	R2	67	MF	3OMG	72h	Roots	2.829	1	2.829
1706	Transcriptome	Arabidopsis_thaliana	Agar	R2	88	MF	3OMG	72h	Roots	2.829	1	2.829
