	Expe	Plant	System	Bio_rep	Tech_Rep	Microbes	Treatment	Time	Element	Weight_length	Nb	Weight_length_Per_Plant
740	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	1	MF	Glucose	5 weeks	Shoots	125.9	5	25.18
741	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	3	MF	Glucose	5 weeks	Shoots	127.6	5	25.52
742	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	4	MF	Glucose	5 weeks	Shoots	137	5	27.4
743	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	5	MF	Glucose	5 weeks	Shoots	126	4	31.5
744	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	2	MF	Glucose	5 weeks	Shoots	172.3	5	34.46
745	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	3	MF	Glucose	5 weeks	Shoots	132.4	1	132.4
746	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	2	MF	Glucose	5 weeks	Shoots	182.3	1	182.3
747	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	8	MF	Glucose	5 weeks	Shoots	273.8	1	273.8
748	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	6	MF	Glucose	5 weeks	Shoots	279.6	1	279.6
749	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	8	MF	Glucose	5 weeks	Shoots	321.2	1	321.2
750	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	6	MF	Glucose	5 weeks	Shoots	365	1	365
751	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	1	MF	Glucose	5 weeks	Shoots	368.3	1	368.3
752	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	1	MF	Glucose	5 weeks	Shoots	393.5	1	393.5
753	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	5	MF	Glucose	5 weeks	Shoots	396.2	1	396.2
754	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	7	MF	Glucose	5 weeks	Shoots	401.3	1	401.3
755	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	2	MF	Glucose	5 weeks	Shoots	432.4	1	432.4
756	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	4	MF	Glucose	5 weeks	Shoots	436	1	436
757	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	3	MF	Glucose	5 weeks	Shoots	461.3	1	461.3
758	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	5	MF	Glucose	5 weeks	Shoots	472.5	1	472.5
759	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	7	MF	Glucose	5 weeks	Shoots	474.1	1	474.1
760	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	4	MF	Glucose	5 weeks	Shoots	491.7	1	491.7
761	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	1	MF	Water	5 weeks	Shoots	8.1	5	1.62
762	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	2	MF	Water	5 weeks	Shoots	10.3	4	2.575
763	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	3	MF	Water	5 weeks	Shoots	13.2	5	2.64
764	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	4	MF	Water	5 weeks	Shoots	11.2	4	2.8
769	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R3	4	MF	Water	5 weeks	Shoots	18.2	4	4.55
772	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	4	MF	Water	5 weeks	Shoots	11	2	5.5
773	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R3	1	MF	Water	5 weeks	Shoots	22	4	5.5
776	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R3	3	MF	Water	5 weeks	Shoots	18.1	3	6.033333333
788	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	2	MF	Water	5 weeks	Shoots	53.5	6	8.916666667
790	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	1	MF	Water	5 weeks	Shoots	19.5	2	9.75
791	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R3	2	MF	Water	5 weeks	Shoots	29.7	3	9.9
795	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	3	MF	Water	5 weeks	Shoots	54.2	5	10.84
796	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	6	MF	Water	5 weeks	Shoots	57.4	5	11.48
802	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	3	MF	Water	5 weeks	Shoots	60.2	5	12.04
803	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	1	MF	Water	5 weeks	Shoots	61.5	5	12.3
804	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	4	MF	Water	5 weeks	Shoots	62.2	5	12.44
815	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	4	MF	Water	5 weeks	Shoots	68.5	5	13.7
825	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	1	MF	Water	5 weeks	Shoots	59.3	4	14.825
831	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	2	MF	Water	5 weeks	Shoots	60.7	4	15.175
847	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	5	MF	Water	5 weeks	Shoots	66.7	4	16.675
849	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	1	MF	Water	5 weeks	Shoots	101.2	6	16.86666667
850	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	3	MF	Water	5 weeks	Shoots	33.9	2	16.95
854	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	6	MF	Water	5 weeks	Shoots	87.6	5	17.52
855	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	5	MF	Water	5 weeks	Shoots	88.6	5	17.72
859	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	2	MF	Water	5 weeks	Shoots	75.9	4	18.975
861	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	6	MF	Water	5 weeks	Shoots	100.9	5	20.18
862	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	8	MF	Water	5 weeks	Shoots	109.9	5	21.98
863	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	5	MF	Water	5 weeks	Shoots	109.9	5	21.98
864	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R2	2	MF	Water	5 weeks	Shoots	110.1	5	22.02
865	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	5	MF	Water	5 weeks	Shoots	111.5	5	22.3
866	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	4	MF	Water	5 weeks	Shoots	92.4	4	23.1
867	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	3	MF	Water	5 weeks	Shoots	117.2	5	23.44
868	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	8	MF	Water	5 weeks	Shoots	117.5	5	23.5
869	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	1	MF	Water	5 weeks	Shoots	118.2	5	23.64
870	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	4	MF	Water	5 weeks	Shoots	94.8	4	23.7
871	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	1	MF	Water	5 weeks	Shoots	118.6	5	23.72
872	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	2	MF	Water	5 weeks	Shoots	118.8	5	23.76
873	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	7	MF	Water	5 weeks	Shoots	119.3	5	23.86
874	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	3	MF	Water	5 weeks	Shoots	125.7	5	25.14
875	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	4	MF	Water	5 weeks	Shoots	126.1	5	25.22
876	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	7	MF	Water	5 weeks	Shoots	139.2	5	27.84
877	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	6	MF	Water	5 weeks	Shoots	114.4	4	28.6
878	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	3	MF	Water	5 weeks	Shoots	183.8	5	36.76
879	Pathogenes_Protection	Arabidopsis_thaliana	Flowpot	R1	2	MF	Water	5 weeks	Shoots	154	4	38.5
880	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	1	MF	Water	5 weeks	Shoots	52.5	1	52.5
887	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	8	MF	Water	5 weeks	Shoots	255	2	127.5
892	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	4	MF	Water	5 weeks	Shoots	144.8	1	144.8
893	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	6	MF	Water	5 weeks	Shoots	303.4	2	151.7
895	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	7	MF	Water	5 weeks	Shoots	353	2	176.5
898	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	2	MF	Water	5 weeks	Shoots	190	1	190
899	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	3	MF	Water	5 weeks	Shoots	386	2	193
902	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	8	MF	Water	5 weeks	Shoots	198.8	1	198.8
903	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	2	MF	Water	5 weeks	Shoots	399.5	2	199.75
905	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	1	MF	Water	5 weeks	Shoots	225	1	225
906	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	7	MF	Water	5 weeks	Shoots	230.4	1	230.4
907	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	1	MF	Water	5 weeks	Shoots	246.2	1	246.2
908	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	5	MF	Water	5 weeks	Shoots	260	1	260
909	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	3	MF	Water	5 weeks	Shoots	263.9	1	263.9
910	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	1	MF	Water	5 weeks	Shoots	275	1	275
911	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	5	MF	Water	5 weeks	Shoots	281.3	1	281.3
912	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	7	MF	Water	5 weeks	Shoots	289.3	1	289.3
913	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	3	MF	Water	5 weeks	Shoots	306.4	1	306.4
914	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	4	MF	Water	5 weeks	Shoots	323.1	1	323.1
915	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	1	MF	Water	5 weeks	Shoots	327	1	327
916	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	7	MF	Water	5 weeks	Shoots	330.5	1	330.5
917	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	2	MF	Water	5 weeks	Shoots	331.9	1	331.9
918	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	6	MF	Water	5 weeks	Shoots	336.1	1	336.1
919	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	8	MF	Water	5 weeks	Shoots	344.6	1	344.6
920	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	3	MF	Water	5 weeks	Shoots	355.3	1	355.3
921	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	6	MF	Water	5 weeks	Shoots	362.6	1	362.6
922	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	4	MF	Water	5 weeks	Shoots	366.2	1	366.2
923	Pathogenes_Protection	Micro_Tomato	Flowpot	R1	2	MF	Water	5 weeks	Shoots	376.7	1	376.7
924	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	8	MF	Water	5 weeks	Shoots	388.1	1	388.1
925	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	5	MF	Water	5 weeks	Shoots	388.1	1	388.1
926	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	6	MF	Water	5 weeks	Shoots	395.1	1	395.1
927	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	5	MF	Water	5 weeks	Shoots	407.4	1	407.4
928	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	2	MF	Water	5 weeks	Shoots	411.6	1	411.6
929	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	4	MF	Water	5 weeks	Shoots	423.1	1	423.1
930	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	4	MF	Water	5 weeks	Shoots	431.5	1	431.5
931	Pathogenes_Protection	Hordeum_vulgare	Flowpot	R1	3	MF	Water	5 weeks	Shoots	432	1	432
932	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	69	MF	3OMG	1 week	Roots	12.569	1	12.569
933	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	62	MF	3OMG	1 week	Roots	14.446	1	14.446
934	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	65	MF	3OMG	1 week	Roots	14.719	1	14.719
935	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	71	MF	3OMG	1 week	Roots	15.468	1	15.468
936	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	74	MF	3OMG	1 week	Roots	15.477	1	15.477
937	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	53	MF	3OMG	1 week	Roots	15.745	1	15.745
938	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	63	MF	3OMG	1 week	Roots	15.996	1	15.996
939	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	59	MF	3OMG	1 week	Roots	16.033	1	16.033
940	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	55	MF	3OMG	1 week	Roots	16.261	1	16.261
941	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	52	MF	3OMG	1 week	Roots	16.615	1	16.615
942	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	68	MF	3OMG	1 week	Roots	17.295	1	17.295
943	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	67	MF	3OMG	1 week	Roots	17.539	1	17.539
944	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	61	MF	3OMG	1 week	Roots	17.589	1	17.589
945	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	64	MF	3OMG	1 week	Roots	17.771	1	17.771
946	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	66	MF	3OMG	1 week	Roots	17.776	1	17.776
947	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	58	MF	3OMG	1 week	Roots	18.085	1	18.085
948	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	60	MF	3OMG	1 week	Roots	18.168	1	18.168
949	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	56	MF	3OMG	1 week	Roots	18.307	1	18.307
950	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	54	MF	3OMG	1 week	Roots	18.342	1	18.342
951	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	75	MF	3OMG	1 week	Roots	18.541	1	18.541
952	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	73	MF	3OMG	1 week	Roots	18.888	1	18.888
953	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	57	MF	3OMG	1 week	Roots	19.037	1	19.037
954	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	72	MF	3OMG	1 week	Roots	19.307	1	19.307
955	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	70	MF	3OMG	1 week	Roots	19.484	1	19.484
956	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	51	MF	3OMG	1 week	Roots	21.684	1	21.684
1007	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	77	MF	Glucose	1 week	Roots	17.809	1	17.809
1008	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	89	MF	Glucose	1 week	Roots	18.072	1	18.072
1009	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	86	MF	Glucose	1 week	Roots	18.343	1	18.343
1010	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	83	MF	Glucose	1 week	Roots	18.35	1	18.35
1011	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	88	MF	Glucose	1 week	Roots	18.835	1	18.835
1012	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	94	MF	Glucose	1 week	Roots	19.176	1	19.176
1013	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	91	MF	Glucose	1 week	Roots	19.635	1	19.635
1014	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	98	MF	Glucose	1 week	Roots	19.666	1	19.666
1015	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	81	MF	Glucose	1 week	Roots	20.035	1	20.035
1016	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	90	MF	Glucose	1 week	Roots	20.12	1	20.12
1017	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	100	MF	Glucose	1 week	Roots	20.342	1	20.342
1018	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	76	MF	Glucose	1 week	Roots	20.626	1	20.626
1019	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	87	MF	Glucose	1 week	Roots	21.193	1	21.193
1020	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	80	MF	Glucose	1 week	Roots	21.241	1	21.241
1021	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	79	MF	Glucose	1 week	Roots	21.373	1	21.373
1022	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	78	MF	Glucose	1 week	Roots	21.561	1	21.561
1023	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	99	MF	Glucose	1 week	Roots	21.68	1	21.68
1024	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	85	MF	Glucose	1 week	Roots	22.02	1	22.02
1025	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	95	MF	Glucose	1 week	Roots	22.054	1	22.054
1026	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	84	MF	Glucose	1 week	Roots	22.234	1	22.234
1027	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	92	MF	Glucose	1 week	Roots	22.345	1	22.345
1028	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	97	MF	Glucose	1 week	Roots	22.816	1	22.816
1029	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	82	MF	Glucose	1 week	Roots	22.842	1	22.842
1030	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	93	MF	Glucose	1 week	Roots	23.222	1	23.222
1031	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	96	MF	Glucose	1 week	Roots	24.258	1	24.258
1082	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	110	MF	Water	1 week	Roots	13.937	1	13.937
1083	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	115	MF	Water	1 week	Roots	15.099	1	15.099
1084	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	122	MF	Water	1 week	Roots	15.656	1	15.656
1085	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	121	MF	Water	1 week	Roots	15.713	1	15.713
1086	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	103	MF	Water	1 week	Roots	15.727	1	15.727
1087	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	119	MF	Water	1 week	Roots	15.736	1	15.736
1088	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	113	MF	Water	1 week	Roots	15.834	1	15.834
1089	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	120	MF	Water	1 week	Roots	16.138	1	16.138
1090	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	123	MF	Water	1 week	Roots	16.979	1	16.979
1091	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	125	MF	Water	1 week	Roots	17.127	1	17.127
1092	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	111	MF	Water	1 week	Roots	17.14	1	17.14
1093	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	116	MF	Water	1 week	Roots	17.262	1	17.262
1094	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	109	MF	Water	1 week	Roots	17.288	1	17.288
1095	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	101	MF	Water	1 week	Roots	17.293	1	17.293
1096	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	104	MF	Water	1 week	Roots	17.415	1	17.415
1097	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	114	MF	Water	1 week	Roots	17.474	1	17.474
1098	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	117	MF	Water	1 week	Roots	17.79	1	17.79
1099	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	124	MF	Water	1 week	Roots	18.132	1	18.132
1100	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	108	MF	Water	1 week	Roots	19.449	1	19.449
1101	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	118	MF	Water	1 week	Roots	19.498	1	19.498
1102	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	107	MF	Water	1 week	Roots	19.661	1	19.661
1103	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	102	MF	Water	1 week	Roots	20.505	1	20.505
1104	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	105	MF	Water	1 week	Roots	20.566	1	20.566
1105	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	112	MF	Water	1 week	Roots	21.182	1	21.182
1106	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	106	MF	Water	1 week	Roots	21.275	1	21.275
957	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	129	MF	3OMG	2 weeks	Roots	26.586	1	26.586
958	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	139	MF	3OMG	2 weeks	Roots	28.475	1	28.475
959	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	142	MF	3OMG	2 weeks	Roots	38.085	1	38.085
960	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	126	MF	3OMG	2 weeks	Roots	38.91	1	38.91
961	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	134	MF	3OMG	2 weeks	Roots	39.174	1	39.174
962	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	143	MF	3OMG	2 weeks	Roots	39.235	1	39.235
963	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	150	MF	3OMG	2 weeks	Roots	40.21	1	40.21
964	Ratio_Plants	Arabidopsis_thaliana	Agar	R1	133	MF	3OMG	2 weeks	Roots	40.216	1	40.216
